from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ohgishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang,Bahrain,Guanabara
Livorno,4514.000,11678.000,1586.000,1189.000,5785.000,8640.000,1867.000,6507.000,676.000,1554.000,6476.000,3143.000,392.000,8337.000,676.000,1792.000,6850.000,4264.000,8309.000,4199.000,5748.000,7613.000,5665.000,9785.000,642.000,4443.000,9778.000,6712.000,8428.000,6431.000,5214.000,14011.000,5767.000,13161.000,4319.000,4695.000,4643.000,9662.000,8167.000,9546.000,8398.000,8728.000,8433.000,9674.000,2022.000,4651.000,2197.000,4580.000,6025.000,6209.000,3921.000,1158.000,1558.000,4158.000,257.000,5695.000,4273.000,9018.000,9891.000,6277.000,438.000,10795.000,5660.000,8443.000,4268.000,4306.000,9469.000,10252.000,8349.000,6609.000,3571.000,3517.000,9623.000,4677.000,9897.000,9716.000,9989.000,7645.000,2118.000,1003.000,1360.000,9580.000,10258.000,2283.000,4472.000,9323.000,7027.000,1126.000,6986.000,9391.000,6247.000,4374.000,4838.000,4878.000,9529.000,13834.000,3221.000,1263.000,4399.000,1221.000,10358.000,8290.000,5670.000,2098.000,9559.000,1454.000,2105.000,,7704.000,8593.000,12198.000,7727.000,1323.000,950.000,9470.000,4808.000,9651.000,8546.000,6068.000,1914.000,6283.000,7837.000,4461.000,9385.000,9923.000,9927.000,9872.000,11419.000,9976.000,3898.000,6525.000,9875.000,9535.000,9062.000,1083.000,3439.000,10011.000,7180.000,4574.000,5447.000,3906.000,4558.000,5474.000,8153.000,4331.000,4104.000,4819.000,9738.000,453.000,10435.000,13630.000,4333.000,9566.000,4041.000,9527.000,9762.000,8347.000,8882.000,4579.000,1054.000,5792.000,13186.000,17.000,3015.000,2330.000,5659.000,533.000,3849.000,9673.000,9646.000,4403.000,1607.000,5419.000,4581.000,7522.000,9674.000,10080.000,9232.000,8408.000,9802.000,9934.000,1186.000,454.000,9884.000,10063.000,2041.000,4688.000,6853.000,3046.000,8934.000,8652.000,8960.000,823.000,2505.000,9808.000,9509.000,4586.000,9495.000,1278.000,1578.000,9997.000,3598.000,9644.000,2563.000,9562.000,9160.000,9758.000,8594.000,1716.000,2269.000,9299.000,4675.000,
Lumut,4294.000,9151.000,6140.000,6866.000,13075.000,1620.000,6088.000,1226.000,7940.000,6380.000,10062.000,4648.000,7846.000,720.000,7939.000,9082.000,870.000,8779.000,984.000,8765.000,13039.000,593.000,12955.000,2325.000,7947.000,11734.000,2290.000,2264.000,1170.000,5964.000,12505.000,6620.000,13057.000,7295.000,11610.000,3105.000,3400.000,2202.000,2177.000,2086.000,6156.000,2110.000,1709.000,2205.000,9312.000,11941.000,9487.000,11870.000,2324.000,10052.000,11211.000,7455.000,8849.000,11449.000,7842.000,12986.000,4068.000,1557.000,2405.000,2306.000,7528.000,3684.000,12951.000,1181.000,11559.000,11597.000,2000.000,2765.000,1116.000,2322.000,10862.000,10808.000,2143.000,3317.000,2410.000,2230.000,2502.000,626.000,9409.000,8294.000,6404.000,2119.000,2789.000,9573.000,4252.000,1862.000,730.000,8416.000,751.000,1920.000,2328.000,3640.000,2919.000,4658.000,2060.000,6347.000,10512.000,7559.000,8698.000,7517.000,2888.000,663.000,12961.000,9388.000,2098.000,6449.000,9395.000,7704.000,,1384.000,8242.000,1024.000,7039.000,7062.000,10343.000,4616.000,2190.000,6313.000,9916.000,9218.000,6138.000,5610.000,3528.000,1935.000,2473.000,2477.000,2403.000,4829.000,2525.000,11202.000,2252.000,2407.000,2074.000,1593.000,7397.000,10743.000,10302.000,1282.000,4382.000,12751.000,10030.000,3347.000,12778.000,2174.000,11635.000,11408.000,12123.000,2880.000,7283.000,2984.000,6161.000,8750.000,2124.000,3872.000,2085.000,2320.000,1148.000,9966.000,4386.000,6872.000,9800.000,7281.000,7721.000,10319.000,9634.000,12963.000,7933.000,11153.000,2206.000,2185.000,9674.000,8911.000,9783.000,11885.000,1160.000,2206.000,2612.000,1790.000,1169.000,2332.000,2483.000,8490.000,7606.000,2416.000,2595.000,9345.000,8155.000,873.000,10349.000,1492.000,9777.000,1656.000,7207.000,9796.000,2366.000,2058.000,4393.000,2045.000,7592.000,6528.000,2547.000,10902.000,2177.000,9867.000,2101.000,1718.000,2289.000,1186.000,7432.000,9573.000,1858.000,4455.000,
Luwuk,5182.000,8815.000,7029.000,7754.000,13897.000,454.000,6976.000,2208.000,8829.000,7269.000,9604.000,5536.000,8735.000,,8828.000,9971.000,1852.000,8742.000,995.000,8728.000,13865.000,1804.000,13809.000,2727.000,8836.000,12231.000,2408.000,3247.000,1869.000,5949.000,12757.000,6487.000,13894.000,7021.000,12499.000,3993.000,4289.000,2604.000,1434.000,2458.000,6258.000,925.000,528.000,2518.000,10201.000,12830.000,10376.000,12759.000,3306.000,10042.000,12100.000,8343.000,9737.000,11717.000,8731.000,13835.000,4957.000,1989.000,2475.000,3288.000,8416.000,2759.000,13804.000,1850.000,12051.000,12079.000,2329.000,2827.000,1937.000,3305.000,11751.000,11696.000,2332.000,4206.000,2481.000,2384.000,2565.000,1836.000,10297.000,9183.000,7292.000,2491.000,3100.000,10462.000,5141.000,2265.000,1713.000,9305.000,1734.000,2135.000,3310.000,4529.000,3808.000,5547.000,2330.000,6293.000,11401.000,8448.000,8661.000,8406.000,2975.000,966.000,13814.000,10277.000,2500.000,7338.000,10284.000,8593.000,1384.000,,7916.000,2265.000,7919.000,7943.000,9552.000,5496.000,2378.000,6409.000,9901.000,10098.000,6117.000,5706.000,4409.000,2214.000,2783.000,2787.000,2473.000,3948.000,2835.000,12082.000,3235.000,2477.000,2263.000,1827.000,8278.000,11624.000,9591.000,1454.000,5262.000,13631.000,9998.000,4227.000,13659.000,1430.000,11695.000,11780.000,12609.000,1713.000,8164.000,3295.000,6115.000,8718.000,2497.000,4752.000,2487.000,2723.000,2140.000,9117.000,5267.000,7753.000,9767.000,7008.000,8602.000,11200.000,10514.000,13801.000,8813.000,12034.000,2360.000,2374.000,9642.000,9792.000,9751.000,12765.000,1149.000,2361.000,2675.000,2200.000,1869.000,2429.000,2794.000,9371.000,8486.000,2486.000,2657.000,10226.000,8123.000,1856.000,11230.000,1924.000,8926.000,644.000,8088.000,10685.000,2769.000,2327.000,5274.000,2359.000,8473.000,7409.000,2860.000,11783.000,2331.000,10748.000,2290.000,2131.000,2410.000,1712.000,8313.000,10453.000,2267.000,5344.000,
Manzanillo,12365.000,932.000,13366.000,12969.000,12572.000,7967.000,13647.000,9297.000,11582.000,13336.000,6047.000,12719.000,11843.000,7726.000,11582.000,11901.000,8933.000,10038.000,8126.000,9992.000,12541.000,8375.000,12484.000,7078.000,11569.000,10907.000,6131.000,10336.000,7648.000,8965.000,11433.000,1968.000,12570.000,1105.000,11923.000,11176.000,11471.000,6955.000,8831.000,6780.000,10821.000,8010.000,8085.000,6320.000,12131.000,14661.000,12295.000,11857.000,10395.000,6505.000,11885.000,12940.000,11667.000,10392.000,12021.000,12511.000,12139.000,7221.000,6001.000,10377.000,12349.000,6666.000,12480.000,7613.000,10727.000,10755.000,6502.000,5723.000,7858.000,10394.000,11763.000,13527.000,6441.000,11389.000,6006.000,6306.000,5875.000,8407.000,12232.000,11327.000,13140.000,6813.000,5798.000,12381.000,12324.000,6841.000,8801.000,11083.000,8822.000,6517.000,10399.000,11711.000,10990.000,12729.000,6407.000,2612.000,13320.000,13045.000,10052.000,13003.000,5555.000,,12489.000,12196.000,6923.000,13234.000,12120.000,12198.000,8242.000,7916.000,,8935.000,13106.000,12722.000,3222.000,12687.000,6356.000,10971.000,6363.000,12000.000,8816.000,10262.000,11600.000,6520.000,6053.000,6020.000,6002.000,,5963.000,11873.000,10324.000,6005.000,6412.000,6746.000,12868.000,13512.000,2557.000,9109.000,12453.000,12353.000,8673.000,11418.000,12334.000,8825.000,10371.000,10456.000,11284.000,6773.000,12247.000,5585.000,2648.000,10073.000,6824.000,11943.000,6905.000,7081.000,8061.000,3638.000,12458.000,12838.000,6527.000,1129.000,12198.000,13088.000,12403.000,12476.000,11725.000,11909.000,6290.000,6346.000,7891.000,10652.000,6945.000,11862.000,8804.000,6290.000,5810.000,6884.000,7648.000,6052.000,6063.000,11316.000,11931.000,6015.000,5819.000,12127.000,9695.000,8945.000,13119.000,7164.000,3789.000,7776.000,12609.000,12604.000,7127.000,6404.000,12464.000,6452.000,13063.000,13362.000,6094.000,13672.000,6261.000,12636.000,6439.000,6877.000,6134.000,7350.000,13500.000,12342.000,6951.000,12526.000,
Map Ta Phut,4317.000,9847.000,6164.000,6889.000,13099.000,2374.000,6111.000,1249.000,7964.000,6404.000,10086.000,4671.000,7870.000,1485.000,7963.000,9106.000,886.000,8812.000,1865.000,8798.000,13062.000,725.000,12979.000,2922.000,7970.000,11757.000,2925.000,2288.000,1560.000,5993.000,12529.000,7255.000,13081.000,7935.000,11633.000,3128.000,3424.000,2799.000,2367.000,2683.000,6179.000,2612.000,2179.000,2810.000,9336.000,11965.000,9511.000,11894.000,2348.000,10075.000,11235.000,7478.000,8872.000,11473.000,7865.000,13010.000,4092.000,2155.000,3040.000,2329.000,7551.000,4565.000,12974.000,1575.000,11583.000,11620.000,2606.000,3392.000,1481.000,2346.000,10886.000,10831.000,2759.000,3341.000,3046.000,2859.000,3137.000,758.000,9432.000,8318.000,6427.000,2716.000,3395.000,9597.000,4276.000,2459.000,754.000,8440.000,775.000,2528.000,2352.000,3664.000,2943.000,4681.000,2666.000,6982.000,10535.000,7583.000,8731.000,7541.000,3494.000,1544.000,12984.000,9412.000,2696.000,6472.000,9419.000,7727.000,1024.000,2265.000,8935.000,,7063.000,7086.000,11225.000,4640.000,2806.000,6337.000,9940.000,9242.000,6182.000,5634.000,3552.000,2540.000,3079.000,3083.000,3039.000,5710.000,3131.000,11226.000,2276.000,3042.000,2690.000,2228.000,7421.000,10767.000,11183.000,1472.000,4406.000,12775.000,10074.000,3371.000,12802.000,2364.000,11659.000,11432.000,12147.000,3525.000,7307.000,3590.000,6797.000,8794.000,2721.000,3896.000,2683.000,2917.000,1498.000,10847.000,4410.000,6896.000,9843.000,7923.000,7745.000,10343.000,9658.000,12987.000,7956.000,11177.000,2838.000,2801.000,9718.000,8935.000,9827.000,11909.000,1350.000,2839.000,3248.000,2387.000,1559.000,2968.000,3089.000,8514.000,7630.000,3051.000,3230.000,9369.000,8199.000,897.000,10373.000,2089.000,10658.000,2537.000,7231.000,9819.000,2963.000,2664.000,4417.000,2650.000,7616.000,6552.000,3152.000,10926.000,2809.000,9891.000,2717.000,2315.000,2924.000,1748.000,7456.000,9597.000,2455.000,4479.000,
Marmara Ereglisi,3830.000,12587.000,903.000,243.000,6694.000,7957.000,1184.000,5824.000,1559.000,845.000,7385.000,2460.000,1465.000,7654.000,1558.000,2701.000,6182.000,5173.000,7626.000,5108.000,6658.000,6929.000,6574.000,9102.000,1566.000,5352.000,9094.000,6028.000,7745.000,7340.000,6124.000,13423.000,6676.000,14071.000,5229.000,4012.000,3960.000,8979.000,7483.000,8863.000,8691.000,8047.000,7750.000,8990.000,2931.000,5560.000,3106.000,5489.000,5342.000,7118.000,4830.000,1043.000,2467.000,5068.000,1461.000,6605.000,3590.000,8335.000,9208.000,5594.000,1146.000,10111.000,6570.000,7760.000,5178.000,5216.000,8786.000,9568.000,7665.000,5926.000,4481.000,4426.000,8939.000,3993.000,9214.000,9033.000,9305.000,6962.000,3027.000,1913.000,720.000,8896.000,9575.000,3192.000,3789.000,8639.000,6344.000,2035.000,6303.000,8708.000,5563.000,3691.000,4155.000,4195.000,8846.000,13150.000,4131.000,1148.000,5309.000,1106.000,9674.000,7607.000,6579.000,3007.000,8876.000,717.000,3014.000,1323.000,7039.000,7919.000,13106.000,7063.000,,809.000,10377.000,4127.000,8969.000,8833.000,6974.000,2820.000,7189.000,8130.000,3779.000,8703.000,9242.000,9246.000,9190.000,10737.000,9294.000,4804.000,5843.000,9193.000,8854.000,8381.000,969.000,4345.000,10918.000,6499.000,3893.000,6353.000,4813.000,3876.000,6380.000,7472.000,5237.000,5010.000,5725.000,9057.000,885.000,9753.000,12948.000,5239.000,8884.000,3359.000,8846.000,9080.000,7666.000,9788.000,3898.000,347.000,6698.000,14079.000,1324.000,3922.000,3236.000,6565.000,1535.000,4756.000,8992.000,8965.000,5309.000,2513.000,6326.000,5487.000,6840.000,8992.000,9399.000,8551.000,7727.000,9120.000,9252.000,2092.000,1208.000,9203.000,9381.000,2948.000,5594.000,6172.000,3952.000,8252.000,9559.000,8278.000,779.000,3415.000,9126.000,8827.000,3904.000,8813.000,1165.000,843.000,9316.000,4505.000,8963.000,3469.000,8881.000,8478.000,9077.000,7912.000,417.000,3175.000,8618.000,3992.000,
Marsa el Brega,3854.000,12202.000,926.000,674.000,6309.000,7981.000,1207.000,5847.000,1174.000,904.000,7000.000,2483.000,1077.000,7677.000,1173.000,2316.000,6206.000,4789.000,7649.000,4723.000,6273.000,6953.000,6189.000,9125.000,1181.000,4968.000,9118.000,6052.000,7768.000,6956.000,5739.000,13447.000,6291.000,13686.000,4844.000,4035.000,3983.000,9002.000,7507.000,8887.000,8714.000,8069.000,7773.000,9014.000,2546.000,5175.000,2721.000,5104.000,5365.000,6733.000,4445.000,916.000,2083.000,4683.000,1072.000,6220.000,3613.000,8358.000,9232.000,5617.000,774.000,10135.000,6185.000,7783.000,4793.000,4831.000,8809.000,9592.000,7689.000,5949.000,4096.000,4042.000,8963.000,4017.000,9237.000,9056.000,9329.000,6985.000,2642.000,1528.000,693.000,8920.000,9599.000,2807.000,3812.000,8663.000,6367.000,1650.000,6326.000,8731.000,5587.000,3714.000,4178.000,4218.000,8870.000,13174.000,3746.000,1021.000,4924.000,979.000,9698.000,7630.000,6194.000,2622.000,8899.000,830.000,2629.000,950.000,7062.000,7943.000,12722.000,7086.000,809.000,,9990.000,4149.000,8991.000,8855.000,6587.000,2433.000,6802.000,8152.000,3801.000,8725.000,9264.000,9268.000,9212.000,10759.000,9316.000,4417.000,5865.000,9215.000,8876.000,8403.000,840.000,3959.000,10531.000,6521.000,3915.000,5966.000,4426.000,3898.000,5993.000,7494.000,4850.000,4623.000,5338.000,9079.000,517.000,9775.000,12970.000,4852.000,8906.000,3381.000,8868.000,9102.000,7688.000,9402.000,3919.000,539.000,6311.000,13705.000,950.000,3535.000,2849.000,6178.000,1148.000,4369.000,9014.000,8986.000,4922.000,2126.000,5939.000,5100.000,6862.000,9014.000,9421.000,8572.000,7749.000,9142.000,9274.000,1705.000,821.000,9225.000,9403.000,2561.000,5207.000,6193.000,3565.000,8274.000,9172.000,8300.000,616.000,3030.000,9148.000,8849.000,3926.000,8835.000,1036.000,954.000,9337.000,4118.000,8985.000,3082.000,8902.000,8500.000,9099.000,7934.000,1200.000,2788.000,8640.000,4015.000,
Mejillones,11705.000,2484.000,10638.000,10241.000,9845.000,9157.000,10920.000,10620.000,8855.000,10608.000,3319.000,12059.000,9116.000,10196.000,8854.000,9174.000,10872.000,7311.000,10029.000,7265.000,9813.000,10763.000,9757.000,10254.000,8842.000,8179.000,9275.000,11118.000,10603.000,6237.000,8705.000,5159.000,9842.000,4296.000,9195.000,10530.000,10825.000,10130.000,9220.000,9955.000,8093.000,9101.000,9199.000,9495.000,9404.000,11933.000,9568.000,9129.000,10432.000,3778.000,9157.000,10212.000,8940.000,7665.000,9293.000,9783.000,11479.000,10320.000,9145.000,10684.000,9622.000,7172.000,9752.000,10568.000,7999.000,8027.000,9677.000,8913.000,10786.000,11016.000,9035.000,10799.000,9573.000,10743.000,9151.000,9438.000,9065.000,10796.000,9505.000,8599.000,10413.000,9988.000,8988.000,9653.000,11663.000,10016.000,10740.000,8355.000,10761.000,9639.000,10653.000,11053.000,10357.000,12069.000,9582.000,5802.000,10592.000,10317.000,7324.000,10275.000,8745.000,9944.000,9762.000,9468.000,10098.000,10506.000,9392.000,9470.000,10343.000,9552.000,3222.000,11225.000,10377.000,9990.000,,12018.000,9488.000,8243.000,3635.000,9272.000,6088.000,7534.000,10935.000,9745.000,9229.000,9196.000,9192.000,5741.000,9139.000,9146.000,10944.000,9196.000,9543.000,9810.000,10141.000,10785.000,701.000,10025.000,11784.000,9626.000,5946.000,10764.000,9607.000,9217.000,7643.000,7728.000,8557.000,7904.000,9519.000,8775.000,5839.000,7346.000,9999.000,11275.000,10081.000,10257.000,10989.000,624.000,11789.000,10111.000,3800.000,4319.000,9471.000,10361.000,9675.000,9749.000,8998.000,9181.000,9421.000,9478.000,5163.000,7925.000,4217.000,9135.000,10177.000,9422.000,9001.000,10059.000,10603.000,9242.000,9239.000,8588.000,9204.000,9205.000,9010.000,9400.000,6968.000,10883.000,10391.000,10255.000,857.000,9515.000,9881.000,9876.000,10303.000,9580.000,11796.000,9628.000,10336.000,10634.000,9285.000,10944.000,9392.000,9909.000,9570.000,10052.000,9324.000,10303.000,10772.000,9615.000,10127.000,11866.000,
Mina Al-Ahmadi,462.000,13599.000,3245.000,3970.000,10180.000,5534.000,3192.000,3401.000,5045.000,3485.000,10174.000,1752.000,4951.000,5230.000,5044.000,6187.000,3759.000,8659.000,5203.000,8594.000,10143.000,4506.000,10060.000,6679.000,5051.000,8838.000,6671.000,3605.000,5322.000,6082.000,9609.000,11000.000,10162.000,11685.000,8714.000,1588.000,1517.000,6556.000,5060.000,6440.000,6268.000,5628.000,5327.000,6567.000,6417.000,9046.000,6592.000,8975.000,2919.000,10164.000,8316.000,4559.000,5953.000,8553.000,4946.000,10090.000,605.000,5912.000,6785.000,3171.000,4632.000,7688.000,10055.000,5337.000,8663.000,8701.000,6362.000,7145.000,5242.000,3503.000,7966.000,7912.000,6516.000,1551.000,6791.000,6610.000,6882.000,4539.000,6513.000,5398.000,3508.000,6473.000,7152.000,6678.000,459.000,6216.000,3921.000,5521.000,3880.000,6285.000,3140.000,1117.000,1732.000,176.000,6423.000,10727.000,7616.000,4664.000,8794.000,4622.000,7251.000,5184.000,10065.000,6493.000,6453.000,3553.000,6500.000,4808.000,4616.000,5496.000,12687.000,4640.000,4127.000,4149.000,12018.000,,6550.000,6414.000,10018.000,6319.000,6259.000,5712.000,1302.000,6285.000,6823.000,6827.000,6771.000,8319.000,6875.000,8303.000,3424.000,6775.000,6435.000,5962.000,4499.000,7845.000,12556.000,4080.000,266.000,9852.000,8312.000,1436.000,9880.000,5053.000,8737.000,8509.000,9225.000,6638.000,4385.000,7335.000,10530.000,8738.000,6466.000,794.000,6427.000,6662.000,5247.000,11426.000,360.000,3974.000,9921.000,11660.000,4823.000,7421.000,6735.000,10065.000,5034.000,8255.000,6573.000,6546.000,8809.000,6013.000,9825.000,8986.000,4422.000,6574.000,6980.000,6132.000,5308.000,6701.000,6834.000,5592.000,4707.000,6784.000,6963.000,6447.000,8277.000,3753.000,7451.000,5834.000,11197.000,5860.000,4309.000,6900.000,6708.000,6409.000,253.000,6395.000,4694.000,3630.000,6897.000,8004.000,6544.000,6969.000,6462.000,6060.000,6658.000,5493.000,4534.000,6674.000,6199.000,287.000,
Mizushima,6240.000,7268.000,8087.000,8812.000,15022.000,2614.000,8034.000,3172.000,9887.000,8327.000,10675.000,6594.000,9793.000,1616.000,9886.000,11029.000,2809.000,10735.000,2454.000,10721.000,14986.000,2245.000,14902.000,918.000,9894.000,13680.000,317.000,4211.000,1496.000,7917.000,14452.000,4660.000,15004.000,5346.000,13557.000,5052.000,5347.000,795.000,3639.000,620.000,8102.000,3106.000,2732.000,416.000,11259.000,13888.000,11434.000,13817.000,4271.000,11134.000,13158.000,9401.000,10795.000,13396.000,9788.000,14933.000,6015.000,1052.000,433.000,4252.000,9474.000,3959.000,14897.000,1460.000,13506.000,13544.000,359.000,805.000,1708.000,4269.000,12809.000,12754.000,105.000,5264.000,439.000,69.000,542.000,2278.000,11355.000,10241.000,8350.000,653.000,964.000,11520.000,6199.000,671.000,2677.000,10363.000,2698.000,349.000,4275.000,5587.000,4866.000,6605.000,179.000,4387.000,12459.000,9506.000,10654.000,9464.000,953.000,2182.000,14907.000,11335.000,763.000,8395.000,11342.000,9651.000,2190.000,2378.000,6356.000,2806.000,8969.000,8991.000,9488.000,6550.000,,8262.000,10990.000,11167.000,8107.000,7559.000,5477.000,340.000,639.000,643.000,424.000,5018.000,691.000,13151.000,4201.000,427.000,141.000,622.000,9346.000,12692.000,8869.000,3292.000,6331.000,14700.000,11999.000,5296.000,14727.000,3636.000,13584.000,13357.000,14072.000,3429.000,9232.000,1160.000,4196.000,10719.000,666.000,5821.000,747.000,923.000,1913.000,9621.000,6335.000,8821.000,11154.000,5330.000,9670.000,12268.000,11583.000,14912.000,9882.000,13102.000,92.000,10.000,11643.000,10860.000,11572.000,13834.000,3174.000,92.000,646.000,716.000,1497.000,357.000,650.000,10439.000,9555.000,437.000,629.000,11294.000,10124.000,2822.000,12298.000,998.000,9575.000,2577.000,9156.000,11742.000,969.000,178.000,6342.000,326.000,9541.000,8477.000,743.000,12851.000,106.000,11816.000,112.000,709.000,310.000,1199.000,9381.000,11522.000,783.000,6402.000,
Mombasa,6104.000,10451.000,7951.000,8676.000,10126.000,6437.000,7898.000,5098.000,7930.000,8191.000,6247.000,6458.000,8191.000,6927.000,7930.000,8259.000,5456.000,4971.000,6194.000,4957.000,10094.000,6203.000,10037.000,8376.000,7917.000,8460.000,8368.000,5519.000,7019.000,2154.000,8986.000,12697.000,10123.000,11935.000,9409.000,,,8253.000,5404.000,8137.000,191.000,6351.000,6125.000,8264.000,8489.000,11085.000,8664.000,9401.000,,6236.000,9280.000,9265.000,8025.000,7945.000,8369.000,10064.000,5879.000,7609.000,8482.000,5084.000,8697.000,7723.000,10033.000,7034.000,8280.000,8308.000,8059.000,8842.000,6939.000,5416.000,9040.000,9952.000,8213.000,,8488.000,8307.000,8579.000,6236.000,8585.000,7675.000,8214.000,8170.000,8849.000,8750.000,6063.000,7913.000,5617.000,7430.000,5576.000,7982.000,,5453.000,,6468.000,8120.000,12424.000,9689.000,9370.000,4890.000,9328.000,8948.000,6504.000,10043.000,8565.000,8150.000,8259.000,8540.000,8546.000,6313.000,6409.000,10971.000,6337.000,8833.000,8855.000,8243.000,6414.000,8262.000,,6097.000,8362.000,2338.000,716.000,5334.000,7987.000,8526.000,8530.000,8474.000,7839.000,8578.000,9273.000,,8477.000,8137.000,7664.000,9199.000,9888.000,8785.000,5140.000,6184.000,9910.000,6230.000,5163.000,9891.000,5401.000,7928.000,8013.000,8842.000,7382.000,8599.000,9037.000,12232.000,4951.000,8168.000,5674.000,8130.000,8364.000,6949.000,7655.000,6189.000,8674.000,6000.000,11959.000,8550.000,9464.000,8778.000,10033.000,8077.000,9249.000,8275.000,8248.000,5874.000,7017.000,5983.000,9411.000,5467.000,8276.000,8683.000,7834.000,7011.000,8404.000,8536.000,7670.000,8283.000,8486.000,8665.000,8490.000,4356.000,5455.000,9494.000,7536.000,7425.000,6776.000,8960.000,8972.000,8410.000,8111.000,6195.000,8097.000,9395.000,8330.000,8599.000,10047.000,8247.000,9012.000,8164.000,7762.000,8361.000,7196.000,9234.000,8717.000,7902.000,6266.000,
