from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bahrain,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guanabara,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ogishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang
Offshore Haldia No.1 (TA),3114,11236,4961,12170,12979,3272,4908,1080,10784,12537,9101,3276,3468,11045,2867,10783,11113,1396,7824,2941,7810,12948,2143,12891,4316,10771,11314,4308,293,2958,5008,11840,8637,12976,9322,12263,1926,2221,4193,3064,4077,5194,3502,3077,4204,11343,13939,11518,12255,659,9090,12134,12141,10879,10799,11222,12918,2889,3548,4422,351,11551,5469,12887,8655,2974,11134,11162,3999,4782,2879,77,11894,12806,4153,2138,4427,4246,4519,2175,11439,10528,12342,4110,4789,11604,3073,3853,1557,10284,1516,3921,462,2461,1740,3479,4060,8364,12542,12246,7743,12204,4888,2820,12896,11418,4089,12435,11394,11399,2252,3235,10324,2276,12306,11919,10944,3424,4201,3648,8949,11205,5187,4642,2341,3934,4472,4476,4421,6504,4524,12120,,4416,4076,3603,12071,12739,11485,2040,3197,12762,9082,2162,12743,3061,10779,10864,11693,4416,11450,4976,8171,7802,4107,2687,4069,4303,2888,10356,3202,12041,8851,9302,11401,12315,11629,12885,10928,12100,4214,4187,8726,9868,8835,12262,2241,4215,4622,3773,2950,4343,4475,10521,11134,4425,4604,11341,7207,1394,12345,3475,10126,3595,11812,11826,4349,4050,3208,4036,12266,12565,4538,12898,4186,11863,4103,3701,4300,3135,12703,11569,3841
Ogishima,6465,6917,8311,15306,16114,2713,8259,3397,13919,15672,10355,6626,6819,14180,1833,13919,14248,3033,10959,2574,10945,16083,2481,16026,1295,13906,14449,208,4435,1741,8141,14975,4309,16112,4995,15398,5276,5571,1172,3737,997,8327,3202,2831,793,14478,17074,14653,15390,4495,10813,15269,15277,14014,13934,14358,16053,6239,1298,9,4477,14686,3841,16022,11480,1705,14269,14297,736,454,1953,4493,15029,15941,518,5488,8,383,191,2514,14574,13663,15477,1030,764,14739,6423,1036,2901,13419,2922,594,4499,5811,5090,6829,556,4036,15677,15381,10879,15339,602,2323,16031,14554,1140,15570,14529,14535,2407,2477,6005,3042,15441,15054,9196,6775,427,8477,10672,14340,8320,7774,5691,700,865,832,10,4889,775,15256,4416,,490,838,15210,15878,8521,3510,6553,15901,12221,5518,15882,3732,13918,14004,14832,3323,14589,950,3844,10941,1042,6043,1124,1299,2155,9293,6557,15180,10834,4979,14540,15454,14769,16024,14067,15239,368,425,11865,13007,11251,15401,3309,369,295,1040,1742,130,870,13660,14274,13,277,14480,10346,3044,15484,1243,9269,2622,14951,14961,1345,555,6564,703,15406,15704,964,16037,339,15002,517,1012,212,1443,15842,14708,1108
Oita - LNG Berth,6125,7324,7972,14966,15775,2499,7919,3057,13579,15333,10532,6287,6479,13840,1501,13579,13908,2693,10620,2339,10606,15743,2130,15687,823,13566,14109,373,4096,1380,7801,14635,4716,15772,5402,15059,4936,5232,699,3523,524,7987,2989,2617,320,14138,16735,14313,15050,4156,10990,14930,14937,13675,13595,14018,15713,5900,937,489,4137,14346,3889,15682,11310,1345,13929,13957,263,859,1593,4154,14689,15601,93,5149,495,193,598,2163,14234,13324,15137,557,868,14399,6084,576,2562,13080,2583,234,4160,5472,4751,6489,83,4443,15338,15042,10539,15000,961,2067,15692,14214,667,15231,14189,14195,2074,2263,6412,2690,15101,14714,9543,6435,141,8137,10849,14001,7980,7435,5352,243,542,546,488,4952,594,14916,4076,490,,505,14871,15539,8931,3175,6213,15562,11882,5178,15543,3519,13579,13664,14493,3348,14250,1063,4257,10602,568,5704,650,825,1796,9665,6218,14841,11012,5392,14201,15115,14429,15685,13728,14900,217,135,11526,12668,11430,15062,3057,217,708,618,1380,418,552,13321,13934,498,690,14141,10007,2705,15145,881,9610,2460,14612,14622,871,81,6225,229,15066,15365,645,15698,231,14663,51,611,371,1082,15503,14369,686
Okinawa,5652,7658,7498,14493,15302,2063,7446,2584,13106,14860,10344,5814,6006,13367,1019,13106,13435,2220,10147,1894,10133,15270,1668,15214,967,13093,13636,721,3623,929,7328,14162,5052,15299,5737,14586,4463,4759,844,3088,679,7514,2553,2181,720,13665,16262,13840,14577,3683,10802,14457,14464,13202,13122,13545,15240,5427,557,837,3664,13873,3619,15209,10842,893,13456,13484,532,1197,1139,3681,14216,15128,574,4676,842,661,934,1700,13761,12851,14664,712,1302,13926,5611,558,2089,12607,2110,371,3687,4999,4278,6016,572,4779,14865,14569,10066,14527,1345,1595,15219,13741,763,14758,13716,13722,1593,1827,6746,2228,14628,14241,9810,5962,622,7664,10660,13528,7507,6962,4879,415,986,990,835,4741,1038,14443,3603,838,505,,14398,15066,9263,2698,5740,15089,11409,4705,15070,3083,13106,13191,14020,3076,13777,1497,4593,10129,718,5231,750,964,1342,9732,5745,14368,10824,5725,13728,14642,13956,15212,13255,14427,636,616,11053,12195,11161,14589,2575,637,1044,516,928,763,996,12848,13461,848,1027,13668,9534,2232,14672,491,9652,2055,14139,14149,1010,569,5752,561,14593,14892,1063,15225,607,14190,532,454,720,630,15030,13895,584
Ortona,12831,12349,14677,834,6456,12975,14625,11825,1321,1220,7147,12993,13185,1223,13633,1320,2463,12183,4935,12773,4870,6419,12930,6336,15103,1327,5114,15095,12245,13745,7102,5885,14682,6438,13832,4990,11656,11952,14980,11850,14864,9069,12816,12664,14991,2693,5322,2868,5251,11559,6880,4591,112,2229,4829,1218,6366,12606,14335,15209,11811,906,13890,6331,5697,13761,4939,4977,14786,15569,13666,12143,4242,4188,14940,11869,15215,15034,15306,12962,2789,1674,1045,14897,15576,2954,12790,14640,12344,1797,12303,14709,11781,12180,11483,13195,14847,15326,3892,235,5070,226,15675,13083,6341,2768,14876,1102,2776,1083,13019,12987,12868,13063,969,840,10141,13141,14988,9220,6738,2555,6974,8511,12061,14721,15259,15263,15208,12535,15311,4578,12071,15210,14871,14398,,4111,10684,11796,12914,6119,4579,11890,6146,11849,5003,4776,5491,13852,663,15767,15364,5005,14898,12402,14859,15094,13679,9554,12919,705,6464,13858,1088,3688,3002,6331,1301,4522,15005,14978,5075,2279,6092,5253,12127,15006,15412,14564,13740,15134,15266,1858,974,15216,15395,2714,5360,12185,3718,14266,9325,13357,386,3176,15140,14841,12925,14827,229,1234,15329,4271,14976,3235,14894,14492,15090,13925,1367,2941,14631
Paldiski South Harbour,13499,12993,15345,4210,6010,13642,15293,12492,2824,4577,7779,13660,13853,3085,14301,2823,1925,12851,5603,13440,5537,5974,13598,5890,15771,2810,4955,15763,12913,14413,7770,5679,15326,5992,14477,4337,12324,12619,15647,12518,15532,9737,13487,13331,15659,1669,2983,1271,4631,12227,7513,3886,4181,1922,4875,3262,5921,13273,15003,15877,12479,3591,14557,5886,6438,14428,4837,4875,15454,16237,14334,12811,3532,1850,15608,12537,15882,15701,15974,13630,1650,2500,4382,15565,16244,1240,13457,15308,13012,2567,12971,15376,12448,12847,12151,13863,15515,15970,320,4286,5738,4244,16343,13751,5895,1394,15544,4475,1731,3439,13687,13655,13512,13731,4345,3959,10785,13809,15656,9888,7371,1791,7642,9179,12729,15388,15927,15931,15875,13179,15979,3873,12739,15878,15539,15066,4111,,11334,12468,13586,5674,5151,12562,5701,12521,5105,4798,5205,14524,3472,16439,16015,5677,15570,13073,15531,15766,14351,10205,13590,4063,7103,14509,3424,556,1201,5886,2950,3817,15677,15650,5709,2914,6730,4641,12799,15678,16084,15236,14412,15805,15938,2298,3157,15888,16067,1688,6032,12857,515,14937,9975,14028,3834,1129,15812,15512,13597,15499,4289,4587,16001,187,15648,1082,15566,15163,15762,14597,4725,1266,15303
Pampa Melchorita,12246,1812,14092,10782,10386,9196,14040,11161,9396,11149,3860,12407,12600,9657,10091,9395,9715,10911,7852,10003,7806,10354,10722,10298,9606,9383,8720,8649,11659,9837,6778,9246,4496,10383,3633,9736,11071,11366,9483,9384,9308,8634,9140,9238,8848,9945,12474,10109,9670,10973,4319,9698,10753,9481,8206,9834,10324,12020,9739,8519,11225,10163,7347,10293,4728,10096,8540,8568,9030,8251,10342,11557,9576,11341,8960,11284,8525,8825,8403,10754,10046,9140,10954,9341,8326,10195,12204,9369,10779,8896,10800,9036,11194,11594,10898,12610,8935,5140,11133,10858,7865,10816,8083,9902,10303,10009,9451,11047,9933,10011,10302,9591,2557,11183,10918,10531,701,12556,8869,8785,4177,9807,6650,8076,11476,9049,8582,8548,8518,5913,8492,9684,11485,8521,8931,9263,10684,11334,,10189,12322,10167,6487,11305,10148,9381,8184,8270,9098,7932,10061,8113,5177,7887,9352,11816,9434,9609,10545,1214,12330,10652,4341,3657,10012,10902,10217,10290,9539,9722,8813,8869,5705,8466,4758,9676,10216,8813,8339,9412,10132,8580,8592,9129,9745,8543,8348,9941,7509,10922,10932,9683,1441,9473,10422,10417,9655,8933,12337,8981,10877,11175,8623,11485,8784,10450,8962,9405,8662,9833,11314,10156,9479
Panjang,3770,10001,5617,11895,12704,1492,5564,1246,10508,12261,8866,3932,4124,10769,1900,10508,10837,980,7548,1161,7534,12672,1324,12615,3406,10495,11038,3395,2094,2092,4738,11564,7690,12701,8253,11987,2581,2877,3283,1191,3167,4990,1691,1297,3295,11067,13663,11242,11979,1955,8849,11858,11866,10603,10523,10947,12642,3545,2639,3509,2020,11275,3689,12611,8351,2103,10858,10886,3090,3869,2021,2117,11618,12530,3244,2794,3514,3333,3606,1356,11163,10252,12066,3201,3879,11328,3729,2944,849,10008,870,3012,2031,3117,2396,4134,3150,7451,12266,11970,7468,11928,3979,1471,12620,11143,3180,12159,11118,11124,1282,1454,9109,1472,12030,11643,10025,4080,3292,5140,8707,10929,4913,4437,2997,3024,3563,3567,3507,4698,3615,11845,2040,3510,3175,2698,11796,12468,10189,,3850,12484,8804,2815,12465,1187,10502,10587,11415,2643,11172,4074,7265,7524,3205,3340,3167,3401,2038,9594,3855,11764,8574,8240,11124,12037,11352,12607,10650,11822,3309,3285,8448,9590,8557,11984,384,3309,3716,2872,2091,3437,3573,10243,10857,3520,3698,11064,6929,992,12068,2573,9411,1822,11534,11550,3447,3148,3861,3134,11989,12287,3637,12621,3280,11585,3201,2799,3394,2240,12425,11291,2939
Pars,233,13365,3010,13013,13822,5300,2958,3167,11626,13379,9940,133,1518,11887,4996,11626,11955,3525,8666,4969,8652,13790,4272,13733,6445,11613,12156,6437,3371,5088,5848,12682,10766,13819,11451,13105,1354,1283,6322,4826,6206,6034,5395,5093,6333,12185,14781,12360,13097,2685,9930,12976,12984,11721,11641,12065,13760,371,5678,6551,2937,12393,7454,13729,8178,5103,11976,12004,6128,6911,5008,3269,12736,13648,6282,1317,6557,6376,6648,4305,12281,11370,13184,6239,6918,12446,230,5982,3686,11126,3645,6051,2906,883,1498,320,6189,10493,13384,13088,8586,13046,7017,4950,13738,12261,6219,13277,12236,12242,4382,5262,12453,4406,13148,12761,11784,266,6331,6184,9788,12047,6027,5481,1073,6063,6602,6606,6550,8090,6654,12963,3197,6553,6213,5740,12914,13586,12322,3850,,13598,9918,1203,13579,4820,11616,11701,12529,6405,12286,7101,10296,8638,6232,561,6194,6428,5014,11193,132,12877,9688,11427,12238,13151,12466,13721,11764,12936,6340,6312,9562,10704,9671,13098,4188,6340,6747,5898,5075,6468,6600,11357,11971,6551,6729,12177,8043,3520,13182,5600,10963,5626,12648,12668,6474,6175,24,6161,13103,13401,6664,13734,6311,12699,6228,5826,6425,5260,13539,12405,5966
Pascagoula,13522,11834,15368,6218,743,13665,15315,12515,4831,6584,6618,13683,13876,5092,14324,4831,4579,12873,6006,13463,5941,617,13621,479,15793,4818,1521,15786,12936,14436,7793,1427,14167,597,13318,1582,12347,12642,15670,12541,15555,9760,13504,13354,15682,4434,6359,4742,1135,12250,6351,1953,6189,4354,2018,5270,509,13296,15026,15900,12502,5598,13451,474,5081,14451,1706,1672,15477,16260,14357,12834,2137,5229,15631,12560,15905,15724,15997,13653,4494,4508,6389,15588,16266,4828,13480,15331,13035,4444,12994,15399,12471,12870,12174,13886,15537,14811,5473,6293,6141,6251,16366,13774,484,4643,15567,6482,4282,5447,13710,13678,12353,13754,6353,5966,9626,13832,15679,9910,6210,4578,7665,9201,12752,15411,15950,15954,15898,12020,16002,1939,12762,15901,15562,15089,6119,5674,10167,12484,13598,2,3715,12579,203,12538,2115,1979,1125,14258,5494,16456,14847,6074,15587,13090,15548,15783,14368,9038,13607,6086,5933,13341,5446,5246,4841,471,4973,2104,15694,15667,4538,4192,5561,1141,12816,15695,16101,15253,14429,15822,15955,4381,5179,15905,16084,4431,6429,12874,5276,14954,8808,14045,5856,4859,15829,15529,13614,15516,6311,6609,16018,5829,15665,5064,15583,15180,15779,14614,6747,4780,15320
Pecem,9842,8154,11688,4677,3934,9985,11636,8835,3291,5044,2938,10003,10196,3552,10644,3290,3532,9194,2831,9783,2767,3902,9941,3845,12113,3278,2269,12106,9256,10756,4113,2794,10487,3931,9638,3304,8667,8962,11990,8861,11875,6080,9824,9674,12002,3733,6248,3926,3229,8570,2671,3291,4648,3299,1753,3729,3872,9616,11346,12220,8822,4058,9771,3841,1576,10771,2089,2117,11797,12580,10677,9154,3182,5114,11951,8880,12225,12044,12317,9973,3830,3028,4849,11908,12587,4012,9800,11651,9355,2792,9314,11719,8791,9190,8494,10206,11858,11131,4950,4753,2955,4711,12686,10094,3851,3826,11887,4942,3718,3906,10030,9998,8673,10074,4813,4426,5946,10152,11999,6230,2530,3625,3985,5521,9072,11731,12270,12274,12218,8340,12322,3277,9082,12221,11882,11409,4579,5151,6487,8804,9918,3715,,8899,3696,8858,1732,1817,2646,10578,3956,12776,11167,2898,11907,9410,11868,12103,10688,5358,9927,4547,2253,9661,3907,4719,4033,3838,3434,3324,12014,11987,858,2407,1881,3235,9136,12015,12421,11573,10749,12142,12275,3008,3641,12225,12404,3730,3074,9194,4749,11274,5128,10365,4318,4234,12149,11850,9934,11836,4773,5071,12338,5302,11985,4267,11903,11501,12099,10934,5209,3972,11640
Pipavav,1126,12330,2994,11989,12798,4265,2941,2132,10602,12356,8920,1288,1501,10863,3961,10602,10931,2490,7643,3933,7629,12766,3237,12710,5410,10589,11132,5402,2336,4053,4827,11659,9731,12795,10416,12082,217,77,5287,3791,5171,5013,4361,4058,5298,11161,13758,11337,12073,1650,8909,11953,11960,10698,10618,11041,12736,905,4643,5516,1902,11370,6419,12705,7875,4068,10952,10980,5093,5876,3973,2234,11713,12624,5247,110,5522,5341,5613,3270,11258,10347,12161,5204,5883,11422,1085,4947,2651,10103,2610,5016,1871,421,401,1490,5154,9458,12361,12065,7562,12023,5982,3915,12715,11237,5184,12254,11212,11218,3347,4227,11418,3371,12124,11737,10764,1436,5296,5163,8768,11024,5006,4461,297,5028,5567,5571,5515,7055,5619,11939,2162,5518,5178,4705,11890,12562,11305,2815,1203,12579,8899,,12559,3786,10596,10681,11510,5371,11267,6067,9262,7619,5198,715,5160,5394,3980,10173,1215,11858,8668,10393,11218,12132,11446,12702,10745,11917,5306,5279,8543,9685,8651,12079,3154,5306,5713,4865,4041,5434,5566,10338,10951,5517,5695,11158,7024,2486,12162,4566,9943,4592,11628,11645,5440,5141,1221,5127,12083,12381,5630,12715,5277,11680,5195,4792,5391,4226,12520,11385,4932
Plaquemines,13502,11815,15349,6245,656,13646,15296,12496,4859,6612,6599,13664,13857,5120,14304,4858,4606,12854,6034,13444,5968,530,13601,391,15774,4845,1502,15767,12917,14417,7774,1408,14148,510,13298,1610,12328,12623,15651,12522,15535,9741,13485,13335,15663,4462,6387,4770,1162,12230,6332,1980,6216,4381,1998,5297,422,13277,15007,15880,12483,5626,13432,387,5250,14432,1687,1653,15458,16240,14338,12814,2165,5256,15612,12540,15886,15705,15978,13634,4521,4536,6417,15569,16247,4855,13461,15311,13016,4471,12975,15380,12452,12851,12155,13867,15518,14792,5500,6321,6169,6279,16346,13755,397,4670,15548,6510,4309,5474,13691,13659,12334,13735,6380,5993,9607,13812,15660,9891,6191,4605,7645,9182,12733,15392,15931,15935,15879,12001,15983,1967,12743,15882,15543,15070,6146,5701,10148,12465,13579,203,3696,12559,,12519,2096,1970,1105,14239,5522,16436,14828,6102,15567,13071,15529,15764,14349,9019,13588,6113,5914,13322,5473,5274,4868,384,5000,2131,15675,15648,4519,4220,5542,1168,12797,15675,16082,15234,14410,15803,15935,4408,5206,15886,16064,4458,6457,12855,5304,14935,8789,14026,5884,4886,15809,15510,13595,15496,6338,6637,15999,5857,15646,5092,15564,15161,15760,14595,6775,4807,15301
Pluto LNG Jetty,4743,9610,6590,11948,12757,1247,6537,2236,10561,12314,8858,4905,5097,10822,2183,10561,10890,1872,7602,1323,7588,12725,2215,12668,3852,10548,11091,3664,3115,2804,4839,11617,7673,12754,8149,12041,3554,3850,3729,10,3613,5250,1043,936,3732,11120,13716,11295,12032,2972,8902,11911,11919,10656,10577,11000,12695,4518,3084,3731,3041,11328,3123,12664,8152,2785,10911,10939,3527,4083,2871,3138,11671,12583,3587,3767,3736,3639,3820,2248,11216,10306,12119,3646,4316,11381,4702,3389,1740,10062,1761,3391,3052,4090,3369,5108,3586,7518,12320,12023,7521,11981,4231,1634,12674,11196,3625,12212,11171,11177,2174,1430,8825,2364,12083,11696,9217,5053,3636,5401,8761,10982,5000,4698,3970,3461,3999,4003,3729,3890,4051,11898,3061,3732,3519,3083,11849,12521,9381,1187,4820,12538,8858,3786,12519,,10555,10640,11469,2080,11226,4511,7354,7578,3651,4313,3612,3847,2930,8786,4828,11817,8627,8138,11177,12091,11405,12661,10704,11876,3617,3631,8502,9644,8610,12038,1164,3618,3932,3317,2804,3686,4010,10297,10910,3743,3914,11117,6983,1884,12121,3018,8602,1701,11588,11603,3893,3584,4835,3571,12042,12341,4074,12674,3589,11639,3547,3245,3667,2716,12479,11344,3384
Point Fortin,11539,9851,13385,5102,2334,11683,13333,10533,3715,5468,4635,11701,11893,3976,12341,3715,3683,10891,4231,11481,4166,2302,11638,2245,13811,3702,698,13803,10954,12454,5810,1186,12185,2331,11335,1900,10364,10660,13688,10558,13572,7777,11522,11372,13699,3736,5925,4005,1720,10267,4369,2046,5073,3451,293,4154,2272,11314,13043,13917,10519,4482,11469,2241,3173,12469,546,568,13494,14277,12374,10851,2083,4794,13648,10577,13923,13742,14014,11670,3803,3406,5273,13605,14284,4091,11498,13348,11052,3258,11011,13417,10489,10888,10191,11903,13555,12828,4904,5178,4366,5136,14383,11791,2251,3906,13584,5367,3640,4331,11728,11695,10371,11771,5237,4850,7643,11849,13696,7928,4227,3760,5682,7219,10769,13429,13967,13971,13916,10037,14020,2032,10779,13918,13579,13106,5003,5105,8184,10502,11616,2115,1732,10596,2096,10555,,391,1043,12275,4380,14473,12865,4299,13604,11108,13566,13800,12385,7055,11625,4971,3951,11359,4331,4676,4102,2238,3858,2150,13711,13684,2555,2849,3578,1726,10833,13712,14119,13270,12447,13840,13972,3318,4064,13922,14101,3733,4618,10891,4706,12972,6825,12063,4742,4289,13846,13547,11631,13533,5196,5495,14035,5259,13683,4336,13600,13198,13797,12632,5633,4041,13338
Pointe-a-Pitre,11624,9936,13471,4875,2208,11768,13418,10618,3488,5241,4720,11786,11978,3749,12426,3488,3406,10976,4188,11566,4122,2177,11723,2120,13896,3475,513,13888,11039,12539,5895,1182,12270,2205,11420,1609,10449,10745,13773,10643,13657,7863,11607,11457,13784,3445,5609,3713,1465,10352,4454,1730,4846,3181,118,3927,2147,11399,13128,14002,10604,4255,11554,2116,3332,12554,370,370,13579,14362,12459,10936,1760,4479,13733,10662,14008,13827,14099,11756,3505,3222,5046,13690,14369,3799,11583,13433,11137,3083,11096,13502,10574,10973,10277,11988,13640,12913,4597,4951,4323,4909,14468,11876,2125,3614,13669,5140,3373,4104,11813,11780,10456,11856,5010,4623,7728,11934,13781,8013,4312,3485,5767,7304,10854,13514,14053,14057,14001,10122,14105,1717,10864,14004,13664,13191,4776,4798,8270,10587,11701,1979,1817,10681,1970,10640,391,,938,12360,4153,14558,12950,4256,13689,11193,13651,13885,12470,7140,11710,4744,4036,11444,4104,4370,3813,2112,3631,1822,13796,13769,2641,2706,3663,1471,10918,13797,14204,13355,12532,13925,14057,3134,3837,14008,14186,3442,4611,10976,4400,13057,6910,12148,4514,3983,13931,13632,11717,13618,4969,5267,14120,4953,13768,4047,13685,13283,13882,12717,5405,3752,13423
Port Esquivel,12453,10765,14299,5590,1344,12597,14247,11447,4203,5957,5549,12614,12807,4464,13255,4203,4037,11805,5103,12394,5038,1312,12552,1255,14725,4190,471,14717,11867,13367,6724,546,13099,1341,12249,1394,11278,11574,14602,11472,14486,8691,12436,12286,14613,3956,5974,4253,1090,11181,5282,1694,5561,3807,961,4642,1282,12227,13957,14831,11433,4970,12382,1251,4131,13382,655,622,14408,15191,13288,11765,1848,4843,14562,11491,14836,14655,14928,12584,4015,3882,5761,14519,15198,4339,12412,14262,11966,3791,11925,14330,11402,11802,11105,12817,14469,13742,5004,5666,5238,5624,15297,12705,1261,4154,14498,5855,3828,4819,12641,12609,11284,12685,5725,5338,8557,12763,14610,8842,5141,4069,6596,8133,11683,14343,14881,14885,14830,10951,14933,1680,11693,14832,14493,14020,5491,5205,9098,11415,12529,1125,2646,11510,1105,11469,1043,938,,13189,4867,15387,13779,5171,14518,12022,14479,14714,13299,7969,12539,5458,4865,12273,4818,4777,4352,1248,4345,1845,14625,14598,3469,3474,4492,1096,11747,14626,15032,14184,13360,14753,14886,3770,4552,14836,15015,3952,5509,11805,4807,13886,7739,12977,5229,4390,14760,14461,12545,14447,5684,5982,14949,5360,14596,4586,14514,14112,14710,13545,6120,4291,14251
Port Moresby,6328,7558,8175,13951,14477,1318,8122,3397,12565,14318,7951,6490,6682,12826,2731,12564,12893,3033,9605,2191,9591,14445,3300,14388,3993,12551,12811,3350,4435,3364,6834,13337,6004,14474,6227,13827,5139,5435,3870,2083,3703,7231,1262,1360,3652,13124,15720,13299,13761,4495,8410,13789,13922,12660,12297,13003,14415,6103,3402,3321,4477,13332,1111,14384,9135,3345,12631,12659,3522,3575,3431,4493,13667,14586,3417,5352,3327,3384,3349,3332,13220,12309,14123,3736,3886,13384,6287,3592,2901,12065,2922,3278,4499,5675,4954,6693,3415,6036,14323,14027,9524,13985,3676,2460,14394,13199,3801,14216,13175,13180,2880,1713,6773,3525,14086,13699,7904,6638,3429,7382,8268,12986,6994,6679,5555,3380,3874,3878,3320,2297,3897,13775,4416,3323,3348,3076,13852,14524,7932,2643,6405,14258,10578,5371,14239,2080,12275,12360,13189,,13229,3972,5928,9581,3742,5898,3787,3990,3634,7467,6413,13821,8432,6203,13181,14094,13409,14381,12707,13813,3362,3419,9795,11647,8849,13767,2338,3363,3442,3527,3363,3324,3883,12300,12914,3333,3425,13121,8986,3044,14125,3335,7277,1938,13591,13607,4036,3412,6420,3547,14046,14344,3976,14678,3333,13642,3374,3458,3350,3200,14482,13348,3594
Porto Empedocle,12210,11727,14056,750,5835,12353,14004,11203,699,1117,6525,12371,12564,595,13012,699,1842,11562,4314,12151,4248,5798,12309,5714,14482,706,4493,14474,11624,13124,6481,5264,14061,5816,13211,4369,11035,11330,14358,11229,14243,8448,12191,12042,14370,2072,4700,2247,4629,10938,6258,3970,733,1608,4208,591,5745,11984,13714,14588,11190,277,13268,5710,5120,13139,4318,4356,14165,14948,13045,11522,3621,3567,14319,11248,14593,14412,14685,12341,2168,1053,922,14276,14955,2333,12168,14019,11723,1176,11682,14087,11159,11558,10862,12574,14226,14704,3271,838,4449,796,15054,12462,5720,2147,14255,1015,2155,453,12398,12366,12247,12442,885,517,9519,12520,14367,8599,6117,1934,6353,7890,11440,14099,14638,14642,14586,11913,14690,3957,11450,14589,14250,13777,663,3472,10061,11172,12286,5494,3956,11267,5522,11226,4380,4153,4867,13229,,15142,14740,4380,14273,11777,14235,14469,13055,8930,12294,616,5840,13233,452,3063,2377,5707,674,3897,14381,14353,4451,1655,5467,4628,11502,14381,14788,13939,13116,14509,14641,1234,349,14592,14770,2089,4736,11561,3093,13641,8700,12732,398,2555,14515,14216,12301,14202,853,1139,14705,3646,14352,2611,14269,13867,14466,13301,1277,2316,14007
