from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ogishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang,Bahrain,Guanabara
New Plymouth,8009,,9855,10580,12239,3553,9802,5632,11249,10095,5713,8363,11510,4681,11248,11567,5268,9593,4426,9579,12207,5249,12151,5638,11236,10573,,6556,5155,7008,11099,6102,12236,,11589,6820,7115,5515,3891,5348,7689,3497,3595,5256,11798,14327,11962,11523,6325,6172,11551,11169,11334,10059,11557,12177,7783,5090,,6459,11242,1531,12146,5120,10393,10421,5155,5140,5338,6580,11429,13193,5021,7032,4891,4974,4914,5281,11899,10993,10119,5381,5450,12047,7967,5249,5136,10749,5157,4900,6460,7355,6634,8373,5019,6452,12986,11274,9512,11232,5241,4429,12156,11862,,10164,11786,11419,4829,3948,,5710,10737,10759,5741,8319,5018,7839,6030,11660,7156,7136,7235,5002,5478,5482,,,5461,11540,6504,4889,4952,4741,11106,13179,5913,4698,8090,12020,8340,7055,12001,3890,10037,10122,10951,2297,10992,5537,6470,9569,5387,7581,5436,5635,5541,5289,8095,10581,6194,,11430,12755,12069,12143,11392,11575,4952,5009,7557,10319,6611,11529,4573,4953,5007,5207,5155,4889,5488,10982,11314,4898,4990,11794,8974,5280,12785,5024,,4000,10916,12270,5681,5016,8102,5164,11301,10237,5581,13338,4924,12303,4979,5145,4925,4889,11141,12009,5275,8170,
Niigata-Higashi,6565,6875,8412,9137,15347,3071,8359,3498,10212,8652,10827,6919,10118,1951,10211,11354,3134,11060,2848,11046,15311,2571,15227,1201,10219,14005,901,4536,1821,8242,14777,4230,15329,4940,13882,5377,5672,1078,4055,903,8427,3561,3190,537,11584,14213,11759,14142,4596,11286,13483,9726,11120,13721,10113,15258,6340,1350,768,4577,9799,4413,15222,1785,13831,13869,624,339,2033,4594,13134,13079,639,5589,774,743,604,2603,11680,10566,8675,936,389,11845,6524,963,3002,10688,3023,811,4600,5912,5191,6930,517,3937,12784,9831,10979,9789,441,2527,15232,11660,1045,8721,11667,9976,2525,2835,5963,3131,9294,9316,9139,6875,691,8578,11144,11446,8420,7875,5792,635,125,75,767,5461,,13474,4524,775,594,1038,9669,13015,8492,3615,6654,15023,12322,5619,15050,4051,13907,13680,14395,3897,9555,606,3751,11042,947,6144,1028,1204,2236,9425,6659,9144,11308,4929,9993,12591,11906,15235,10205,13425,767,685,11966,11183,11725,14157,3492,767,516,1007,1820,822,130,10762,9878,785,525,11617,10447,3146,12622,1300,9468,3038,9479,12068,1250,515,6665,577,9865,8800,477,13175,781,12139,595,999,905,1522,9704,11845,1074,6727,
Northeast Gateway,7993,11353,5066,4669,2280,12120,5347,9987,3282,5035,6137,6623,3543,11817,3282,2905,10345,5040,11789,4975,2244,11092,2160,13265,3269,1594,13257,10191,11908,7156,2159,13687,2262,12837,659,8175,8123,13142,11646,13026,9123,12222,11913,13153,2700,4631,3020,959,9505,5871,24,4640,2692,1784,3721,2191,7753,12498,13371,9757,4049,12971,2156,11923,1578,1570,12949,13731,11828,10089,368,3500,13102,8156,13377,13196,13468,11125,2759,2959,4840,13059,13738,3106,7952,12802,10507,2941,10466,12871,9726,7854,8318,8358,13009,14330,3666,4744,5176,4703,13837,11770,2165,2920,13039,4933,2553,3898,11202,12082,11873,11226,4804,4417,9146,8303,13151,9273,5730,2873,7027,8564,7951,12883,13422,13426,13370,11540,13474,,10018,13368,13029,12556,4578,3873,9684,10674,8068,1939,3277,8051,1967,11647,2032,1717,1680,13232,3957,13929,14365,5106,13059,7535,13021,13256,11841,8555,8073,4548,5451,12859,3908,3449,3128,2151,3435,274,13167,13140,4055,2819,5078,964,11015,13167,13574,12726,11902,13295,13427,2818,3641,13378,13557,2706,5461,10347,3479,12427,8325,12454,4318,3051,13302,13002,8079,12989,4773,5071,13491,4032,13138,3267,13056,12653,13252,12087,5210,3067,12793,8155,
Offshore Haldia No.1 (TA),3114,11236,4961,5686,11896,3272,4908,1080,6761,5201,9101,3468,6667,2867,6760,7903,1396,7824,2941,7810,11860,2143,11776,4316,6768,10554,4308,,2958,5008,11326,8637,11878,9322,10431,1926,2221,4193,3064,4077,5194,3502,3077,4204,8133,10762,8308,10691,659,9090,10032,6275,7669,10270,6662,11807,2889,3548,4422,351,6348,5469,11771,2974,10380,10418,3999,4782,2879,77,9683,9628,4153,2138,4427,4246,4519,2175,8229,7115,5224,4110,4789,8394,3073,3853,1557,7237,1516,3921,,2461,1740,3479,4060,8364,9333,6380,7743,6338,4888,2820,11781,8209,4089,5269,8216,6525,2252,3235,10324,2276,5843,5865,10944,3424,4201,,8949,7995,5187,4642,2341,3934,4472,4476,4421,6504,4524,10018,,4416,4076,3603,6212,9559,11485,2040,3197,11566,9082,2162,11593,3061,10450,10223,10938,4416,6099,4976,8171,7802,4107,2687,4069,4303,2888,10356,3202,5687,8851,9302,6537,9135,8449,11778,6748,9969,4214,4187,8726,7726,8835,10700,2241,4215,4622,3773,2950,4343,4475,7305,6421,4425,4604,8161,7207,1394,9165,3475,10126,3595,6023,8617,4349,4050,3208,4036,6408,5343,4538,9718,4186,8683,4103,3701,4300,3135,6247,8388,3841,3276,
Ogishima,6465,6917,8311,9037,15246,2713,8259,3397,10111,8551,10355,6819,10017,1833,10110,11253,3033,10959,2574,10945,15210,2481,15126,1295,10118,13905,208,4435,1741,8141,14676,4309,15228,4995,13781,5276,5571,1172,3737,997,8327,3202,2831,793,11483,14112,11658,14041,4495,10813,13382,9626,11020,13620,10013,15157,6239,1298,9,4477,9699,3841,15122,1705,13730,13768,736,454,1953,4493,13033,12979,518,5488,8,383,191,2514,11580,10465,8575,1030,764,11744,6423,1036,2901,10587,2922,594,4499,5811,5090,6829,556,4036,12683,9730,10879,9688,602,2323,15132,11559,1140,8620,11566,9875,2407,2477,6005,3042,9193,9215,9196,6775,427,8477,10672,11346,8320,7774,5691,700,865,832,10,4889,775,13368,4416,,490,838,9568,12914,8521,3510,6553,14922,12221,5518,14949,3732,13806,13579,14294,3323,9454,950,3844,10941,1042,6043,1124,1299,2155,9293,6557,9043,10834,4979,9892,12490,11805,15134,10104,13324,368,425,11865,11082,11251,14056,3309,369,295,1040,1742,130,870,10661,9777,13,277,11516,10346,3044,12520,1243,9269,2622,9378,11967,1345,555,6564,703,9763,8699,964,13073,339,12038,517,1012,212,1443,9603,11744,1108,6626,
Oita - LNG Berth,6125,7324,7972,8697,14907,2499,7919,3057,9772,8212,10532,6479,9678,1501,9771,10914,2693,10620,2339,10606,14870,2130,14787,823,9778,13565,373,4096,1380,7801,14336,4716,14889,5402,13441,4936,5232,699,3523,524,7987,2989,2617,320,11144,13773,11319,13702,4156,10990,13042,9286,10680,13280,9673,14817,5900,937,489,4137,9359,3889,14782,1345,13390,13428,263,859,1593,4154,12693,12639,93,5149,495,193,598,2163,11240,10125,8235,557,868,11405,6084,576,2562,10248,2583,234,4160,5472,4751,6489,83,4443,12343,9391,10539,9349,961,2067,14792,11219,667,8280,11227,9535,2074,2263,6412,2690,8854,8876,9543,6435,141,8137,10849,11006,7980,7435,5352,243,542,546,488,4952,594,13029,4076,490,,505,9229,12575,8931,3175,6213,14582,11882,5178,14610,3519,13467,13240,13955,3348,9115,1063,4257,10602,568,5704,650,825,1796,9665,6218,8704,11012,5392,9553,12151,11465,14795,9764,12985,217,135,11526,10743,11430,13717,3057,217,708,618,1380,418,552,10322,9437,498,690,11177,10007,2705,12181,881,9610,2460,9039,11627,871,81,6225,229,9424,8360,645,12734,231,11699,51,611,371,1082,9264,11405,686,6287,
Okinawa,5652,7658,7498,8224,14434,2063,7446,2584,9299,7739,10344,6006,9205,1019,9298,10441,2220,10147,1894,10133,14397,1668,14314,967,9305,13092,721,3623,929,7328,13863,5052,14416,5737,12968,4463,4759,844,3088,679,7514,2553,2181,720,10671,13300,10846,13229,3683,10802,12569,8813,10207,12807,9200,14344,5427,557,837,3664,8886,3619,14309,893,12917,12955,532,1197,1139,3681,12220,12166,574,4676,842,661,934,1700,10767,9652,7762,712,1302,10932,5611,558,2089,9775,2110,371,3687,4999,4278,6016,572,4779,11870,8918,10066,8876,1345,1595,14319,10746,763,7807,10754,9062,1593,1827,6746,2228,8381,8403,9810,5962,622,7664,10660,10533,7507,6962,4879,415,986,990,835,4741,1038,12556,3603,838,505,,8756,12102,9263,2698,5740,14109,11409,4705,14137,3083,12994,12767,13482,3076,8642,1497,4593,10129,718,5231,750,964,1342,9732,5745,8231,10824,5725,9080,11678,10992,14322,9291,12512,636,616,11053,10270,11161,13243,2575,637,1044,516,928,763,996,9849,8964,848,1027,10704,9534,2232,11708,491,9652,2055,8566,11154,1010,569,5752,561,8951,7887,1063,12261,607,11226,532,454,720,630,8791,10932,584,5814,
Ortona,4189,12349,1261,834,6456,8316,1542,6182,1321,1220,7147,2818,1223,8012,1320,2463,6541,4935,7984,4870,6419,7288,6336,9461,1327,5114,9453,6387,8103,7102,5885,13782,6438,13832,4990,4370,4318,9337,7842,9222,9049,8409,8108,9349,2693,5322,2868,5251,5700,6880,4591,112,2229,4829,1218,6366,3948,8693,9567,5952,906,10470,6331,8118,4939,4977,9144,9927,8024,6284,4242,4188,9298,4352,9572,9391,9664,7320,2789,1674,1045,9255,9934,2954,4147,8998,6702,1797,6661,9066,5922,4049,4513,4553,9205,13509,3892,,5070,226,10033,7965,6341,2768,9234,1102,2776,1083,7397,8278,12868,7421,969,840,10141,4499,9346,9199,6738,2555,6974,8497,4146,9078,9617,9621,9565,11106,9669,4578,6212,9568,9229,8756,,4111,10684,6861,4255,6119,4579,4239,6146,7834,5003,4776,5491,9419,663,10116,13311,5005,9247,3722,9208,9443,8028,9554,4260,705,6464,13858,1088,3688,3002,6331,1301,4522,9354,9327,5075,2279,6092,5253,7203,9355,9761,8913,8089,9483,9615,1858,974,9565,9744,2714,5360,6534,3718,8615,9325,8641,386,3176,9489,9190,4267,9176,,1234,9678,4271,9325,3235,9243,8841,9439,8275,1367,2941,8980,4350,
Paldiski South Harbour,7535,12993,4607,4210,6010,11662,4888,9528,2824,4577,7779,6164,3085,11358,2823,1925,9887,5603,11330,5537,5974,10634,5890,12807,2810,4955,12799,9733,11449,7770,5679,15326,5992,14477,4337,7716,7664,12683,11188,12568,9737,11738,11454,12695,1669,2983,1271,4631,9046,7513,3886,4181,1922,4875,3262,5921,7295,12039,12913,9298,3591,13816,5886,11464,4837,4875,12490,13273,11370,9630,3532,1850,12644,7698,12918,12737,13010,10666,1650,2500,4382,12601,13280,1240,7494,12344,10048,2567,10007,12412,9268,7395,7859,7899,12551,15970,320,4286,5738,4244,13379,11311,5895,1394,12580,4475,1731,3439,10743,11624,13512,10767,4345,3959,10785,7845,12692,9888,7371,1791,7642,9179,7492,12424,12963,12967,12912,13179,13015,3873,9559,12914,12575,12102,4111,,11334,10190,7583,5674,5151,7567,5701,11163,5105,4798,5205,12748,3472,13444,16015,5677,12575,7050,12537,12771,11356,10205,7588,4063,7103,14509,3424,556,1201,5886,2950,3817,12682,12655,5709,2914,6730,4641,10531,12683,13090,12241,11418,12811,12943,2298,3157,12893,13072,1688,6032,9862,515,11943,9975,11969,3834,1129,12817,12518,7595,12504,4289,4587,13006,187,12654,1082,12571,12169,12768,11603,4725,1266,12309,7696,
Pampa Melchorita,12246,1812,11179,10782,10386,9196,11461,11161,9396,11149,3860,12600,9657,10091,9395,9715,10911,7852,10003,7806,10354,10722,10298,9606,9383,8720,8649,11659,,6778,9246,4496,10383,3633,9736,11071,11366,9483,9384,9308,8634,9140,9238,8848,9945,12474,10109,9670,10973,4319,9698,10753,9481,8206,9834,10324,12020,9739,8519,11225,10163,,10293,10096,8540,8568,9030,8251,10342,11557,9576,11341,8960,11284,8525,8825,8403,10754,10046,9140,10954,9341,8326,10195,12204,9369,10779,8896,10800,9036,11194,11594,10898,12610,8935,5140,11133,10858,7865,10816,8083,9902,10303,10009,9451,11047,9933,10011,10302,9591,2557,11183,10918,10531,701,12556,8869,8785,4177,9807,6650,8076,11476,9049,8582,8548,8518,5913,8492,9684,11485,8521,8931,9263,10684,11334,,10189,12322,10167,6487,11305,10148,9381,8184,8270,9098,7932,10061,8113,5177,7887,9352,11816,9434,9609,10545,1214,12330,10652,4341,3657,10012,10902,10217,10290,9539,9722,8813,8869,5705,8466,4758,9676,10216,8813,8339,9412,10132,8580,8592,9129,9745,8543,8348,9941,7509,10922,10932,9683,1441,9473,10422,10417,9655,8933,12337,8981,10877,11175,8623,11485,8784,10450,8962,9405,8662,9833,11314,10156,9479,12407,
Panjang,3770,10001,5617,6342,12552,1492,5564,1246,7417,5857,8866,4124,7323,1900,7416,8559,980,7548,1161,7534,12515,1324,12432,3406,7423,11038,3395,2094,2092,4738,11564,7690,12534,8253,11086,2581,2877,3283,1191,3167,4990,1691,1297,3295,8789,11418,8964,11347,1955,8849,10688,6931,8325,10523,7318,12462,3545,2639,3509,2020,7004,3689,12427,2103,10858,10886,3090,3869,2021,2117,10338,10284,3244,2794,3514,3333,3606,1356,8885,7770,5880,3201,3879,9050,3729,2944,849,7893,870,3012,2031,3117,2396,4134,3150,7451,9988,7036,7468,6994,3979,1471,12437,8865,3180,5925,8872,7180,1282,1454,9109,1472,6499,6521,10025,4080,3292,5140,8707,8651,4913,4437,2997,3024,3563,3567,3507,4698,3615,10674,2040,3510,3175,2698,6861,10190,10189,,3850,12219,8804,2815,12246,1187,10502,10587,11415,2643,6752,4074,7265,7524,3205,3340,3167,3401,2038,9594,3855,6340,8574,8240,7190,9788,9102,12431,7401,10622,3309,3285,8448,8379,8557,11353,384,3309,3716,2872,2091,3437,3573,7958,7074,3520,3698,8814,6929,992,9818,2573,9411,1822,6675,9272,3447,3148,3861,3134,7061,5996,3637,10371,3280,9335,3201,2799,3394,2240,6900,9041,2939,3932,
Pars,233,13365,3010,3736,9946,5300,2958,3167,4811,3251,9940,1518,4717,4996,4810,5953,3525,8425,4969,8360,9909,4272,9826,6445,4817,8604,6437,3371,5088,5848,9375,10766,9928,11451,8480,1354,1283,6322,4826,6206,6034,5395,5093,6333,6183,8812,6358,8741,2685,9930,8081,4325,5719,8319,4712,9856,371,5678,6551,2937,4398,7454,9821,5103,8429,8467,6128,6911,5008,3269,7732,7678,6282,1317,6557,6376,6648,4305,6279,5164,3274,6239,6918,6444,230,5982,3686,5287,3645,6051,2906,883,1498,320,6189,10493,7382,4430,8560,4388,7017,4950,9831,6258,6219,3319,6266,4574,4382,5262,12453,4406,3893,3915,11784,266,6331,6184,9788,6045,6027,5481,1073,6063,6602,6606,6550,8090,6654,8068,3197,6553,6213,5740,4255,7583,12322,3850,,9619,8078,1203,9646,4820,8503,8276,8991,6405,4151,7101,10296,8505,6232,561,6194,6428,5014,11193,132,3740,9688,11427,4589,7187,6502,9831,4801,8021,6340,6312,8575,5779,9591,8753,4188,6340,6747,5898,5075,6468,6600,5358,4474,6551,6729,6214,8043,3520,7218,5600,10963,5626,4075,6666,6474,6175,24,6161,4461,3396,6664,7771,6311,6735,6228,5826,6425,5260,4300,6441,5966,133,
Pascagoula,9542,11834,6614,6218,743,13665,6896,11536,4831,6584,6618,8172,5092,13366,4831,4579,11894,6006,13338,5941,617,12641,479,14814,4818,1521,14806,11740,13457,7793,1427,14167,597,13318,1582,9724,9672,14691,12541,14575,9760,13504,13354,14702,4434,6359,4742,1135,11054,6351,1953,6189,4354,2018,5270,509,9302,14047,14920,11306,5598,13451,474,13472,1706,1672,14498,15280,13377,11638,2137,5229,14651,9705,14926,14745,15017,12674,4494,4508,6389,14608,15287,4828,9501,14351,12056,4444,12015,14420,11275,9403,9867,9907,14558,14811,5473,6293,6141,6251,15386,13319,484,4643,14588,6482,4282,5447,12751,13631,12353,12775,6353,5966,9626,9852,14700,9910,6210,4578,7665,9201,9500,14432,14971,14975,14919,12020,15023,1939,11566,14922,14582,14109,6119,5674,10167,12219,9619,1,3715,9589,203,12538,2115,1979,1125,14258,5494,15466,14847,6074,14597,9072,14559,14793,13379,9038,9611,6086,5933,13341,5446,5246,4841,471,4973,2104,14705,14677,4538,4192,5561,1141,12553,14705,15112,14264,13440,14833,14965,4381,5179,14916,15094,4431,6429,11885,5276,13965,8808,13991,5856,4859,14839,14540,9617,14526,6311,6609,15029,5829,14676,5064,14593,14191,14790,13625,6747,4780,14331,9704,
Pecem,8002,8154,5074,4677,3934,9985,5356,8835,3291,5044,2938,6632,3552,10644,3290,3532,9194,2831,9783,2767,3902,9941,3845,12113,3278,2269,12106,9256,10756,4113,2794,10487,3931,9638,3304,8183,8131,11990,8861,11875,6080,9824,9674,12002,3733,6248,3926,3229,8570,2671,3291,4648,3299,1753,3729,3872,7762,11346,12220,8822,4058,9771,3841,10771,2089,2117,11797,12580,10677,9154,3182,5114,11951,8165,12225,12044,12317,9973,3830,3028,4849,11908,12587,4012,7961,11651,9355,2792,9314,11719,8791,7862,8326,8366,11858,11131,4950,4753,2955,4711,12686,10094,3851,3826,11887,4942,3718,3906,10030,9998,8673,10074,4813,4426,5946,8312,11999,6230,2530,3625,3985,5521,7959,11731,12270,12274,12218,8340,12322,3277,9082,12221,11882,11409,4579,5151,6487,8804,8078,3715,,8051,3696,8858,1732,1817,2646,10578,3956,12776,11167,2898,11907,7534,11868,12103,10688,5358,8072,4547,2253,9661,3907,4719,4033,3838,3434,3324,12014,11987,858,,1881,3235,9136,12015,12421,11573,10749,12142,12275,3008,3641,12225,12404,3730,3074,9194,4749,11274,5128,10365,4318,4234,12149,11850,8079,11836,4773,5071,12338,5302,11985,4267,11903,11501,12099,10934,5209,3972,11640,8164,
Pipavav,1126,12330,2994,3719,9929,4265,2941,2132,4794,3234,8920,1501,4700,3961,4793,5936,2490,7643,3933,7629,9893,3237,9809,5410,4801,8587,5402,2336,4053,4827,9359,9731,9911,10416,8464,,,5287,3791,5171,5013,4361,4058,5298,6166,8795,6341,8724,1650,8909,8065,4308,5702,8303,4695,9840,905,4643,5516,1902,4381,6419,9804,4068,8413,8451,5093,5876,3973,2234,7716,7661,5247,,5522,5341,5613,3270,6262,5148,3257,5204,5883,6427,1085,4947,2651,5270,2610,5016,1871,421,,1490,5154,9458,7366,4413,7562,4371,5982,3915,9814,6242,5184,3302,6249,4558,3347,4227,11418,3371,3876,3898,10764,1436,5296,5163,8768,6028,5006,4461,297,5028,5567,5571,5515,7055,5619,8051,2162,5518,5178,4705,4239,7567,11305,2815,1203,9589,8051,,9626,3786,8483,8256,8971,5371,4131,6067,9262,7619,5198,715,5160,5394,3980,10173,1215,3720,8668,10393,4569,7167,6481,9811,4780,8001,5306,5279,8543,5759,8651,8733,3154,5306,5713,4865,4041,5434,5566,5338,4453,5517,5695,6193,7024,2486,7197,4566,9943,4592,4055,6650,5440,5141,1221,5127,4440,3376,5630,7750,5277,6715,5195,4792,5391,4226,4280,6421,4932,1288,
Plaquemines,9570,11815,6642,6245,656,13646,6923,11563,4859,6612,6599,8199,5120,13393,4858,4606,11922,6034,13365,5968,530,12669,391,14842,4845,1502,14834,11768,13484,7774,1408,14148,510,13298,1610,9751,9699,14718,12522,14603,9741,13485,13335,14730,4462,6387,4770,1162,11081,6332,1980,6216,4381,1998,5297,422,9329,14074,14948,11333,5626,13432,387,13499,1687,1653,14525,15308,13405,11665,2165,5256,14679,9733,14953,14772,15045,12701,4521,4536,6417,14636,15315,4855,9528,14379,12083,4471,12042,14447,11303,9430,9894,9934,14586,14792,5500,6321,6169,6279,15414,13346,397,4670,14615,6510,4309,5474,12778,13659,12334,12802,6380,5993,9607,9880,14727,9891,6191,4605,7645,9182,9527,14459,14998,15002,14946,12001,15050,1967,11593,14949,14610,14137,6146,5701,10148,12246,9646,203,3696,9626,,12519,2096,1970,1105,14239,5522,15494,14828,6102,14625,9100,14586,14821,13406,9019,9638,6113,5914,13322,5473,5274,4868,384,5000,2131,14732,14705,4519,4220,5542,1168,12581,14733,15139,14291,13467,14860,14993,4408,5206,14943,15122,4458,6457,11912,5304,13993,8789,14019,5884,4886,14867,14568,9645,14554,6338,6637,15056,5857,14703,5092,14621,14219,14817,13652,6775,4807,14358,9731,
Pluto LNG Jetty,4743,9610,6590,7315,12757,1247,6537,2236,8390,6830,8858,5097,8296,2183,8389,9532,1872,7602,1323,7588,12725,2215,12668,3852,8396,11091,3664,3115,2804,4839,11617,7673,12754,8149,12041,3554,3850,3729,10,3613,5250,1043,936,3732,9762,12391,9937,12032,2972,8902,11661,7904,9298,10577,8291,12695,4518,3084,3731,3041,7977,3123,12664,2785,10911,10939,3527,4083,2871,3138,11312,11257,3587,3767,3736,3639,3820,2248,9858,8744,6853,3646,4316,10023,4702,3389,1740,8866,1761,3391,3052,4090,3369,5108,3586,7518,10962,8009,7521,7967,4231,1634,12674,9838,3625,6898,9845,8153,2174,1430,8825,2364,7472,7494,9217,5053,3636,5401,8761,9624,5000,4698,3970,3461,3999,4003,3729,3890,4051,11647,3061,3732,3519,3083,7834,11163,9381,1187,4820,12538,8858,3786,12519,,10555,10640,11469,2080,7725,4511,7354,7578,3651,4313,3612,3847,2930,8786,4828,7313,8627,8138,8163,10761,10075,12661,8374,11595,3617,3631,8502,9353,8610,12038,1164,3618,3932,3317,2804,3686,4010,8931,8047,3743,3914,9787,6983,1884,10791,3018,8602,1701,7649,10245,3893,3584,4835,3571,8034,6969,4074,11344,3589,10309,3547,3245,3667,2716,7874,10014,3384,4905,
Point Fortin,8427,9851,5499,5102,2334,11683,5780,10420,3715,5468,4635,7056,3976,12250,3715,3683,10778,4231,11481,4166,2302,11526,2245,13698,3702,698,13691,10625,12341,5810,1186,12185,2331,11335,1900,8608,8556,13575,10558,13459,7777,11522,11372,13587,3736,5925,4005,1720,9938,4369,2046,5073,3451,293,4154,2272,8186,12931,13804,10190,4482,11469,2241,12356,546,568,13382,14164,12262,10522,2083,4794,13536,8590,13810,13629,13902,11558,3803,3406,5273,13493,14171,4091,8385,13235,10940,3258,10899,13304,10160,8287,8751,8791,13442,12828,4904,5178,4366,5136,14270,11791,2251,3906,13472,5367,3640,4331,11635,11695,10371,11659,5237,4850,7643,8737,13584,7928,4227,3760,5682,7219,8384,13316,13855,13859,13803,10037,13907,2032,10450,13806,13467,12994,5003,5105,8184,10502,8503,2115,1732,8483,2096,10555,,391,1043,12275,4380,14352,12865,4299,13483,7958,13444,13679,12264,7055,8496,4971,3951,11359,4331,4676,4102,2238,3858,2150,13590,13563,2555,2849,3578,1726,10833,13591,13997,13149,12325,13718,13851,3318,4064,13801,13980,3733,4618,10770,4706,12851,6825,12063,4742,4289,13725,13426,8503,13412,5196,5495,13914,5259,13561,4336,13479,13077,13675,12510,5633,4041,13216,8588,
Pointe-a-Pitre,8200,9936,5272,4875,2208,11768,5553,10193,3488,5241,4720,6829,3749,12023,3488,,10551,4188,11566,4122,2177,11298,2120,13471,3475,513,13464,10397,12114,5895,1182,12270,2205,11420,1609,8381,8329,13348,10643,13232,7863,11607,11457,13359,3445,5609,3713,1465,9711,4454,1730,4846,,118,3927,2147,7959,12704,13577,9963,4255,11554,2116,12129,,,13155,13937,12035,10295,1760,4479,13308,8363,13583,13402,13675,11331,3505,,5046,13265,13944,3799,8158,13008,10713,,10672,13077,9932,8060,8524,8564,13215,12913,4597,4951,4323,4909,14043,11876,2125,3614,13245,5140,,4104,11408,11780,10456,11432,5010,4623,7728,8509,13357,8013,4312,3485,5767,7304,8157,13089,13628,13632,13576,10122,13680,1717,10223,13579,13240,12767,4776,4798,8270,10587,8276,1979,1817,8256,1970,10640,391,,938,12360,4153,14124,12950,4256,13255,7730,13217,13451,12037,7140,8269,4744,4036,11444,4104,4370,3813,2112,3631,,13363,13335,2641,,3663,1471,10918,13363,13770,12922,12098,13491,13623,,3837,13574,13752,3442,4611,10543,4400,12623,6910,12148,4514,3983,13497,13198,8275,13184,4969,5267,13687,4953,13334,4047,13251,12849,13448,12283,5405,3752,12989,8361,
Port Esquivel,8915,10765,5987,5590,1344,12597,6268,10908,4203,5957,5549,7544,4464,12738,4203,4037,11266,5103,12394,5038,1312,12014,1255,14186,4190,471,14179,11113,12829,6724,546,13099,1341,12249,1394,9096,9044,14063,11472,13947,8691,12436,12286,14075,3956,5974,4253,1090,10426,5282,1694,5561,3807,961,4642,1282,8674,13419,14292,10678,4970,12382,1251,12844,655,622,13870,14653,12750,11010,1848,4843,14024,9078,14298,14117,14390,12046,4015,3882,5761,13981,14659,4339,8873,13724,11428,3791,11387,13792,10648,8775,9239,9279,13930,13742,5004,5666,5238,5624,14759,12691,1261,4154,13960,5855,3828,4819,12123,12609,11284,12147,5725,5338,8557,9225,14072,8842,5141,4069,6596,8133,8872,13804,14343,14347,14291,10951,14395,1680,10938,14294,13955,13482,5491,5205,9098,11415,8991,1125,2646,8971,1105,11469,1043,938,,13189,4867,14839,13779,5171,13970,8445,13931,14166,12751,7969,8983,5458,4865,12273,4818,4777,4352,1248,4345,1845,14077,14050,3469,3474,4492,1096,11747,14078,14484,13636,12812,14206,14338,3770,4552,14288,14467,3952,5509,11257,4807,13338,7739,12977,5229,4390,14212,13913,8990,13899,5684,5982,14401,5360,14048,4586,13966,13564,14162,12998,6120,4291,13703,9076,
