from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bahrain,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ogishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang,Guanabara
Mombasa,6104,9886,7951,9317,10126,6437,7898,5098,7930,9683,6247,6266,6458,8191,6927,7930,8259,5456,4971,6194,4957,10094,6203,10037,8376,7917,8460,8368,5519,7019,2154,8986,12697,10123,11865,9409,,,8253,5404,8137,191,6351,6125,8264,8489,11085,8664,9401,,6236,9280,9288,8025,7945,8369,10064,5879,7609,8482,5084,8697,7723,10033,7034,8280,8308,8059,8842,6939,5416,9040,9952,8213,,8488,8307,8579,6236,8585,7675,9488,8170,8849,8750,6063,7913,5617,7430,5576,7982,,5453,,6468,8120,12424,9689,9392,4890,9350,8948,6504,10043,8565,8150,9581,8540,8546,6313,6409,10780,6337,9452,9065,8243,6414,8262,,6097,8362,2338,716,5334,7987,8526,8530,8474,7839,8578,9273,,8477,8137,7664,9220,9888,8785,5140,6184,9910,6230,5163,9891,5401,7928,8013,8842,7382,8599,9037,12232,4951,8168,5674,8130,8364,6949,7655,6189,9190,6000,11899,8550,9464,8778,10033,8077,9249,8275,8248,5874,7017,5983,9411,5467,8276,8683,7834,7011,8404,8536,7670,8283,8486,8665,8490,4356,5455,9494,7536,7425,6776,8960,8972,8410,8111,6195,8097,9415,9713,8599,10047,8247,9012,8164,7762,8361,7196,9851,8717,7902,
Montevideo,9708,5843,11554,6839,6429,9525,11502,8701,5452,7206,561,9869,10062,5713,10531,5452,5755,9060,4298,9686,4243,6397,9807,6340,11557,5439,4763,10739,9122,10622,4015,5289,8177,6426,7327,5779,8533,8829,11434,8763,11266,5946,9470,9568,11152,5968,8511,6154,5713,8436,173,5741,6810,5522,4249,5891,6367,9482,11045,10668,8688,6219,7461,6336,10637,4583,4611,11074,10835,10543,9020,5619,7378,10917,8746,10673,10946,10703,9839,6059,5197,7010,11299,11132,6240,9666,11167,9221,4953,9180,10819,8657,9057,8360,10072,10915,8820,7179,6915,4364,6873,10841,9996,6346,6055,11367,7104,5975,6068,9916,9901,6363,9940,6974,6587,3635,10018,10990,6097,,5853,3866,5386,8939,10921,11234,11201,10669,6030,11144,5730,8949,10672,10849,10660,6738,7371,4177,8707,9788,6210,2530,8768,6191,8761,4227,4312,5141,8268,6117,11045,8858,4350,11306,9279,11355,11554,10554,3048,9793,6708,336,7352,6068,6948,6262,6333,5595,5765,10926,10982,1753,4523,763,5719,9039,10926,10764,11126,10615,10738,11245,5183,5802,10681,10747,5965,4163,9060,6978,10980,2818,9956,6479,6462,11600,10913,9800,11061,6934,7232,11339,7531,10897,6495,10876,11064,10746,10800,7370,6201,11194,
Montoir,11973,5417,13820,2685,4918,12117,13767,10967,1298,3051,6260,12135,12327,1559,12775,1298,250,11325,4077,11915,4012,4881,12072,4798,13376,1285,3746,12422,11388,12888,6244,4517,8259,4900,7396,3348,10799,11094,13253,10992,13078,8212,11949,11806,12618,422,3098,562,3642,10701,5994,2897,2656,370,3550,1737,4829,11748,13478,12292,10953,2065,12413,4793,12903,3600,3638,12800,12014,12808,11285,2543,1965,12733,11011,12297,12598,12166,12105,519,975,2856,13111,12089,648,11932,13139,11486,1042,11445,12809,10923,11322,10626,12337,12705,8903,1586,2760,4212,2718,11846,12225,4803,463,13221,2949,585,1914,12162,12130,6311,12206,2820,2433,6667,12283,12642,8362,5853,,6088,7642,11195,12827,12360,12326,12301,11269,12270,2873,11205,12304,12712,13045,2555,1791,5995,10929,12047,4578,3625,11024,4605,10982,3760,3485,4069,12762,1934,11884,8947,4138,13130,11535,13212,13387,12813,7160,12052,2525,5571,7428,1885,1367,681,4790,1412,2824,12592,12649,4177,1376,5199,3648,11260,12593,12109,13190,12874,12351,12370,760,1618,12314,12118,407,4494,11318,1397,13399,7356,12490,2296,870,13433,12711,12059,12759,2750,3049,12393,1950,12563,915,12739,13183,12433,13059,3187,620,13258,
Mossel Bay,5949,7623,7796,7054,7863,6104,7743,4943,5667,7420,4034,6111,6303,5928,6756,5667,5996,5301,2708,5903,2694,7831,6048,7774,8221,5654,6197,8213,5364,6864,220,6723,10465,7860,9602,7146,4775,5070,8098,5003,7982,2188,5957,5793,8109,6226,8822,6401,7138,4677,4008,7017,7025,5762,5682,6106,7801,5724,7454,8327,4929,6434,7040,7770,6879,6017,6045,7904,8687,6784,5261,6777,7689,8058,4987,8333,8152,8424,6081,6322,5412,7225,8015,8694,6487,5908,7758,5463,5167,5422,7827,4899,5298,4602,6313,7965,11109,7426,7129,2627,7087,8793,6213,7780,6302,7995,7318,6277,6283,6138,6117,8517,6182,7189,6802,6088,6259,8107,2338,3866,6088,,1624,5177,7830,8368,8372,8316,7156,8420,7027,5187,8320,7980,7507,6974,7642,6650,4913,6027,7665,3985,5006,7645,5000,5682,5767,6596,6994,6353,8880,11173,2705,8011,5517,7972,8207,6792,5521,6031,6944,3754,9654,6304,7218,6532,7788,5831,7003,8118,8091,3629,4771,3737,7165,5239,8119,8525,7677,6853,8246,8379,5424,6037,8329,8508,6244,2110,5298,7248,7378,5291,6485,6714,6709,8253,7954,6038,7940,7169,7468,8442,7801,8089,6766,8007,7605,8203,7038,7606,6471,7744,
Mozambique Port,5402,9177,7248,8608,9417,5734,7195,4395,7221,8974,5538,5563,5756,7482,6225,7221,7550,4753,4262,5491,4248,9385,5501,9328,7673,7208,7751,7666,4816,6316,1445,8277,11995,9414,11156,8701,4227,4522,7550,4701,7435,565,5648,5423,7562,7780,10376,7955,8692,4130,5527,8571,8579,7316,7236,7660,9355,5176,6906,7779,4382,7988,7020,9324,6331,7571,7599,7357,8140,6237,4714,8331,9243,7511,4440,7785,7604,7877,5533,7876,6966,8779,7468,8146,8041,5360,7211,4915,6721,4874,7279,4351,4750,4054,5766,7417,11722,8980,8683,4181,8641,8246,5802,9334,7856,7447,8872,7831,7837,5610,5706,10071,5634,8743,8356,7534,5712,7559,716,5386,7642,1624,,4632,7284,7823,7827,7771,7136,7875,8564,4642,7774,7435,6962,8511,9179,8076,4437,5481,9201,5521,4461,9182,4698,7219,7304,8133,6679,7890,8334,11529,4242,7465,4972,7427,7661,6247,6946,5486,8481,5291,11190,7841,8755,8069,9325,7368,8540,7573,7546,5165,6308,5274,8702,4764,7573,7980,7132,6308,7701,7833,6961,7574,7784,7962,7781,3647,4753,8785,6833,6716,6073,8251,8263,7707,7408,5493,7394,8706,9004,7897,9338,7544,8303,7462,7059,7658,6493,9143,8008,7199,
Mundra,992,12512,2897,12160,12969,4447,2845,2314,10774,12527,9091,1154,1405,11035,4143,10773,11103,2672,7814,4115,7800,12938,3419,12881,5592,10761,11304,5584,2518,4235,4998,11830,9913,12966,10598,12253,,374,5469,3973,5353,5184,4545,4240,5480,11333,13929,11508,12245,1831,9080,12124,12131,10869,10789,11212,12908,774,4824,5698,2084,11541,6601,12876,4250,11124,11151,5275,6058,4155,2416,11884,12795,5429,408,5704,5523,5795,3451,11429,10518,12332,5386,6065,11594,951,5129,2833,10274,2792,5198,2053,271,,1356,5336,9640,12532,12236,7733,12194,6164,4097,12886,11408,5365,12425,11384,11389,3528,4409,11600,3552,12295,11909,10935,1302,5477,5334,8939,11195,5177,4632,,5201,5740,5744,5688,7235,5792,12115,2341,5691,5352,4879,12061,12729,11476,2997,1073,12752,9072,297,12733,3970,10769,10854,11683,5555,11440,6251,9446,7792,5382,594,5344,5578,4164,10347,1078,12031,8841,10577,11391,12305,11619,12875,10918,12090,5490,5462,8716,9858,8824,12252,3338,5490,5897,5049,4225,5618,5750,10511,11124,5701,5879,11331,7197,2670,12335,4750,10117,4776,11802,11816,5624,5325,1084,5311,12256,12555,5814,12888,5461,11853,5378,4976,5575,4410,12693,11558,5116,
Nagasaki,5975,7432,7821,14297,9959,2450,7768,2907,12910,14663,10604,6136,6329,13171,1361,12910,12775,2543,10469,2258,10455,9927,1980,9870,738,12897,9127,585,3945,1230,7651,8317,4787,9956,5498,10184,4786,5081,615,3464,447,7837,2939,2568,325,12744,14763,13030,9880,4005,11063,10484,14268,12544,9473,13349,9897,5749,779,700,3987,13677,3924,9866,1194,9272,9242,175,896,1442,4003,10637,13633,288,4998,706,392,809,2012,12804,12591,14468,481,903,13116,5933,433,2411,12480,2432,172,4009,5321,4600,6339,166,4494,13793,14372,10389,14330,999,1937,9876,12931,568,14561,12618,13526,1935,2214,6520,2540,14432,14045,9745,6285,340,7987,10921,12827,7830,7284,5201,,582,586,697,5002,635,10461,3934,700,243,415,14187,13980,9049,3024,6063,9729,11096,5028,9710,3461,9487,9484,8847,3380,13566,1097,4309,10452,487,5553,555,735,1645,9831,6068,14157,11085,5486,13517,13557,13122,9852,13044,10625,416,334,11375,12121,11484,9875,2901,416,920,460,1230,631,593,12476,13250,710,902,12731,9856,2555,13587,723,9757,2443,13928,13179,781,164,6074,179,14382,14681,664,14140,459,13355,244,439,584,931,14819,13061,,
Nanao,6513,6965,8360,13829,9492,3019,8307,3445,12443,14196,10918,6675,6867,12704,1899,12442,12308,3082,11008,2796,10994,9460,2518,9403,1152,12430,8660,899,4484,1769,8190,7850,4320,9489,5030,9717,5324,5620,1029,4002,853,8375,3509,3137,465,12277,14296,12563,9412,4544,11376,10016,13800,12077,9006,12881,9430,6288,1298,858,4525,13210,4414,9399,1733,8805,8775,575,429,1981,4542,10170,13166,587,5537,864,691,694,2551,12337,12124,14001,887,,12649,6472,912,2950,12013,2971,759,4548,5860,5139,6878,465,4027,13326,13905,10927,13863,531,2475,9409,12464,996,14094,12151,13058,2473,2783,6053,3079,13965,13578,9229,6823,639,8526,11234,12360,8368,7823,5740,582,,,862,5478,125,9994,4472,865,542,986,13720,13513,8582,3563,6602,9262,10629,5567,9243,3999,9020,9017,8380,3874,13099,683,3842,10990,899,6092,980,1156,2184,9515,6606,13690,11398,5019,13050,13089,12655,9385,12577,10158,715,633,11452,11654,11815,9408,3440,715,606,955,1768,912,,12009,12783,875,615,12264,10395,3093,13120,1248,9558,2986,13460,12712,1202,463,6613,530,13915,14214,480,13673,729,12888,543,947,897,1470,14352,12594,1022,
Naoetsu,6517,6932,8364,13796,9458,3023,8311,3449,12409,14163,10884,6679,6871,12670,1903,12409,12275,3086,11012,2800,10998,9427,2522,9370,1156,12396,8626,903,4488,1773,8194,7816,4286,9455,4997,9683,5328,5624,1033,4006,857,8379,3513,3141,469,12244,14263,12530,9379,4548,11342,9983,13767,12044,8973,12848,9396,6292,1302,825,4529,13176,4418,9365,1737,8771,8741,579,395,1985,4546,10137,13132,591,5541,830,695,661,2555,12304,12090,13967,891,,12615,6476,916,2954,11980,2975,763,4552,5864,5143,6882,469,3994,13293,13872,10931,13830,498,2479,9375,12430,1000,14061,12117,13025,2477,2787,6020,3083,13931,13544,9196,6827,643,8530,11201,12326,8372,7827,5744,586,,,829,5482,75,9960,4476,832,546,990,13687,13480,8548,3567,6606,9229,10595,5571,9209,4003,8987,8983,8347,3878,13065,660,3808,10994,903,6096,984,1160,2188,9482,6610,13657,11365,4985,13017,13056,12621,9352,12543,10124,719,637,11419,11621,11782,9375,3444,719,573,959,1772,879,,11975,12750,841,582,12231,10399,3097,13086,1252,9524,2990,13427,12679,1206,467,6617,534,13882,14180,484,13639,733,12855,547,951,901,1474,14318,12560,1026,
Negishi,6461,6914,8308,13771,9433,2709,8255,3393,12384,14137,10352,6623,6815,12645,1829,12384,12250,3030,10956,2571,10942,9401,2478,9345,1292,12371,8601,205,4432,1738,8138,7791,4306,9430,4992,9658,5273,5568,1169,3734,994,8323,3199,2828,790,12219,14237,12504,9354,4492,10810,9958,13742,12019,8948,12823,9371,6236,1294,13,4473,13151,3837,9340,1702,8746,8716,733,450,1949,4490,10112,13107,515,5485,16,380,187,2510,12279,12065,13942,1027,761,12590,6420,1033,2898,11955,2919,591,4496,5808,5087,6826,553,4032,13268,13847,10875,13805,598,2320,9350,12405,1136,14035,12092,13000,2403,2473,6002,3039,13906,13519,9192,6771,424,8474,10669,12301,8316,7771,5688,697,862,829,,,767,9932,4421,10,488,835,13659,13452,8518,3507,6550,9201,10567,5515,9182,3729,8959,8955,8319,3320,13038,947,3842,10939,1040,6040,1121,1297,2153,9291,6555,13629,10831,4976,12989,13028,12593,9324,12516,10096,365,422,11391,11593,11248,9347,3307,366,292,1038,1739,127,867,11948,12722,20,275,12203,10343,3042,13058,1240,9266,2619,13399,12653,1343,552,6561,700,13854,14152,961,13611,337,12827,515,1010,210,1441,14290,12532,1105,
New Plymouth,8009,,9855,12635,8401,3553,9802,5632,11249,13002,5713,8170,8363,11510,4681,11248,11218,5268,9593,4426,9579,8370,5249,8313,5638,11236,7569,,6556,5155,7008,6759,6102,8398,,8626,6820,7115,5515,3891,5348,7689,3497,3595,5256,11187,13206,11473,8322,6325,6172,8926,12606,10987,7916,11687,8340,7783,5090,,6459,12016,1531,8308,5120,7714,7684,5155,5140,5338,6580,9080,12075,5021,7032,4891,4974,4914,5281,11247,10993,12807,5381,5450,11558,7967,5249,5136,10749,5157,4900,6460,7355,6634,8373,5019,6452,12236,12711,9512,12669,5241,4429,8318,11373,,12900,11060,11864,4829,3948,,5710,12771,12384,5741,8319,5018,7839,6030,11269,7156,7136,7235,5002,5478,5482,,,5461,8913,6504,4889,4952,4741,12535,12433,5913,4698,8090,8181,8340,7055,8162,3890,7940,7936,7300,2297,11913,5537,6470,9569,5387,7581,5436,5635,5541,5289,8095,12505,6194,,11865,12009,11574,8305,11392,9077,4952,5009,7557,10319,6611,8328,4573,4953,5007,5207,5155,4889,5488,10928,11598,4898,4990,11184,8974,5280,12039,5024,,4000,12275,11622,5681,5016,8102,5164,12730,13028,5581,12592,4924,11808,4979,5145,4925,4889,13166,11513,5275,
Niigata-Higashi,6565,6875,8412,13739,9402,3071,8359,3498,12353,14106,10827,6727,6919,12614,1951,12352,12218,3134,11060,2848,11046,9370,2571,9313,1201,12340,8570,901,4536,1821,8242,7759,4230,9399,4940,9627,5377,5672,1078,4055,903,8427,3561,3190,537,12187,14206,12473,9322,4596,11286,9926,13710,11987,8916,12791,9340,6340,1350,768,4577,13120,4413,9309,1785,8714,8684,624,339,2033,4594,10080,13076,639,5589,774,743,604,2603,12247,12034,13911,936,389,12559,6524,963,3002,11923,3023,811,4600,5912,5191,6930,517,3937,13236,13815,10979,13773,441,2527,9319,12373,1045,14004,12061,12968,2525,2835,5963,3131,13875,13488,9139,6875,691,8578,11144,12270,8420,7875,5792,635,125,75,767,5461,,9904,4524,775,594,1038,13630,13423,8492,3615,6654,9172,10539,5619,9153,4051,8930,8927,8290,3897,13009,606,3751,11042,947,6144,1028,1204,2236,9425,6659,13600,11308,4929,12960,12999,12564,9295,12487,10068,767,685,11362,11564,11725,9318,3492,767,516,1007,1820,822,130,11919,12693,785,525,12174,10447,3146,13030,1300,9468,3038,13370,12622,1250,515,6665,577,13825,14124,477,13583,781,12798,595,999,905,1522,14262,12504,1074,
Northeast Gateway,12884,3059,14731,4669,2280,11692,14678,11878,3282,5035,6137,13046,13239,3543,11660,3282,2905,12236,5040,12043,4975,2244,12309,2160,11018,3269,1594,10064,12299,11581,7156,2159,5901,2262,5038,659,11710,12005,10895,11904,10720,9123,11643,11734,10260,2700,4631,3020,959,11612,5871,24,4640,2692,1784,3721,2191,12659,11154,9934,11865,4049,10055,2156,11546,1578,1570,10442,9656,11791,12196,368,3500,10375,11922,9939,10240,9808,12341,2759,2959,4840,10753,9731,3106,12843,10781,12398,2941,12357,10451,11834,12233,11537,13249,10347,6545,3666,4744,5176,4703,9488,11914,2165,2920,10863,4933,2553,3898,12203,11781,3953,12869,4804,4417,4309,13194,10284,9273,5730,2873,7027,8564,12115,10461,9994,9960,9932,8913,9904,,12120,9948,10356,10688,4578,3873,3638,11845,12963,1939,3277,11939,1967,11898,2032,1717,1680,10405,3957,9527,6591,5106,10773,12450,10855,11030,12004,4803,12967,4548,5451,5071,3908,3449,3128,2151,3435,274,10235,10292,4055,2819,5078,964,12176,10236,9753,10833,11590,9994,10013,2818,3641,9957,9762,2706,5461,12234,3479,11108,4999,11642,4318,3051,11076,10354,12974,10402,4773,5071,10037,4032,10206,3267,10382,10826,10076,11292,5210,3067,10901,8361
Offshore Haldia No.1 (TA),3114,11236,4961,12170,12979,3272,4908,1080,10784,12537,9101,3276,3468,11045,2867,10783,11113,1396,7824,2941,7810,12948,2143,12891,4316,10771,11314,4308,,2958,5008,11840,8637,12976,9322,12263,1926,2221,4193,3064,4077,5194,3502,3077,4204,11343,13939,11518,12255,659,9090,12134,12141,10879,10799,11222,12918,2889,3548,4422,351,11551,5469,12887,2974,11134,11162,3999,4782,2879,77,11894,12806,4153,2138,4427,4246,4519,2175,11439,10528,12342,4110,4789,11604,3073,3853,1557,10284,1516,3921,,2461,1740,3479,4060,8364,12542,12246,7743,12204,4888,2820,12896,11418,4089,12435,11394,11399,2252,3235,10324,2276,12306,11919,10944,3424,4201,,8949,11205,5187,4642,2341,3934,4472,4476,4421,6504,4524,12120,,4416,4076,3603,12071,12739,11485,2040,3197,12762,9082,2162,12743,3061,10779,10864,11693,4416,11450,4976,8171,7802,4107,2687,4069,4303,2888,10356,3202,12041,8851,9302,11401,12315,11629,12885,10928,12100,4214,4187,8726,9868,8835,12262,2241,4215,4622,3773,2950,4343,4475,10521,11134,4425,4604,11341,7207,1394,12345,3475,10126,3595,11812,11826,4349,4050,3208,4036,12266,12565,4538,12898,4186,11863,4103,3701,4300,3135,12703,11569,3841,
Ogishima,6465,6917,8311,13774,9436,2713,8259,3397,12388,14141,10355,6626,6819,12648,1833,12387,12253,3033,10959,2574,10945,9405,2481,9348,1295,12374,8604,208,4435,1741,8141,7794,4309,9433,4995,9661,5276,5571,1172,3737,997,8327,3202,2831,793,12222,14241,12508,9357,4495,10813,9961,13745,12022,8951,12826,9375,6239,1298,9,4477,13155,3841,9343,1705,8749,8719,736,454,1953,4493,10115,13110,518,5488,8,383,191,2514,12282,12068,13946,1030,764,12593,6423,1036,2901,11958,2922,594,4499,5811,5090,6829,556,4036,13271,13850,10879,13808,602,2323,9353,12408,1140,14039,12095,13003,2407,2477,6005,3042,13909,13522,9196,6775,427,8477,10672,12304,8320,7774,5691,700,865,832,10,4889,775,9948,4416,,490,838,13661,13455,8521,3510,6553,9203,10570,5518,9184,3732,8962,8958,8322,3323,13040,950,3844,10941,1042,6043,1124,1299,2155,9293,6557,13631,10834,4979,12992,13031,12596,9326,12518,10099,368,425,11393,11596,11251,9350,3309,369,295,1040,1742,130,870,11950,12725,13,277,12206,10346,3044,13061,1243,9269,2622,13402,12657,1345,555,6564,703,13857,14155,964,13614,339,12829,517,1012,212,1443,14293,12535,1108,
Oita - LNG Berth,6125,7324,7972,14182,9844,2499,7919,3057,12796,14549,10532,6287,6479,13057,1501,12795,12661,2693,10620,2339,10606,9813,2130,9756,823,12782,9012,373,4096,1380,7801,8202,4716,9841,5402,10070,4936,5232,699,3523,524,7987,2989,2617,320,12630,14649,12916,9765,4156,10990,10369,14153,12430,9359,13234,9783,5900,937,489,4137,13563,3889,9752,1345,9157,9127,263,859,1593,4154,10523,13518,93,5149,495,193,598,2163,12690,12476,14354,557,868,13002,6084,576,2562,12366,2583,234,4160,5472,4751,6489,83,4443,13679,14258,10539,14216,961,2067,9761,12816,667,14447,12504,13411,2074,2263,6412,2690,14317,13930,9543,6435,141,8137,10849,12712,7980,7435,5352,243,542,546,488,4952,594,10356,4076,490,,505,14072,13866,8931,3175,6213,9614,10981,5178,9595,3519,9372,9369,8732,3348,13451,1063,4257,10602,568,5704,650,825,1796,9665,6218,14042,11012,5392,13402,13442,13007,9737,12929,10510,217,135,11526,12006,11430,9760,3057,217,708,618,1380,418,552,12361,13135,498,690,12616,10007,2705,13472,881,9610,2460,13813,13065,871,81,6225,229,14267,14566,645,14025,231,13240,51,611,371,1082,14704,12946,686,
Okinawa,5652,7658,7498,14493,10177,2063,7446,2584,13106,14860,10344,5814,6006,13367,1019,13106,12994,2220,10147,1894,10133,10145,1668,10089,967,13093,9345,721,3623,929,7328,8535,5052,10174,5737,10402,4463,4759,844,3088,679,7514,2553,2181,720,12963,14982,13248,10098,3683,10802,10702,14464,12763,9692,13545,10115,5427,557,837,3664,13873,3619,10084,893,9490,9460,532,1197,1139,3681,10856,13851,574,4676,842,661,934,1700,13023,12809,14664,712,1302,13334,5611,558,2089,12607,2110,371,3687,4999,4278,6016,572,4779,14012,14569,10066,14527,1345,1595,10094,13149,763,14758,12836,13722,1593,1827,6746,2228,14628,14241,9810,5962,622,7664,10660,13045,7507,6962,4879,415,986,990,835,4741,1038,10688,3603,838,505,,14398,14199,9263,2698,5740,9947,11314,4705,9928,3083,9706,9702,9066,3076,13777,1497,4593,10129,718,5231,750,964,1342,9732,5745,14368,10824,5725,13728,13775,13340,10070,13255,10843,636,616,11053,12195,11161,10094,2575,637,1044,516,928,763,996,12694,13461,848,1027,12950,9534,2232,13805,491,9652,2055,14139,13397,1010,569,5752,561,14593,14892,1063,14358,607,13574,532,454,720,630,15030,13279,584,
Ortona,12831,6785,14677,834,6456,12975,14625,11825,1321,1220,7147,12993,13185,1223,13633,1320,2463,12183,4935,12773,4870,6419,12930,6336,14745,1327,5114,13790,12245,13745,7102,5885,9628,6438,8764,4990,11656,11952,14621,11850,14446,9069,12816,12664,13986,2693,5322,2868,5251,11559,6880,4591,112,2229,4829,1218,6366,12606,14335,13660,11811,906,13782,6331,13761,4939,4977,14168,13382,13666,12143,4242,4188,14101,11869,13666,13966,13534,12962,2789,1674,1045,14479,13457,2954,12790,14507,12344,1797,12303,14177,11781,12180,11483,13195,14073,10271,3892,,5070,226,13214,13083,6341,2768,14589,1102,2776,1083,13019,12987,7679,13063,969,840,8036,13141,14010,9220,6738,2555,6974,8511,12061,14187,13720,13687,13659,12535,13630,4578,12071,13661,14072,14398,,4111,7366,11796,12914,6119,4579,11890,6146,11849,5003,4776,5491,13852,663,13255,10318,5005,14501,12402,14583,14758,13679,8531,12919,705,6464,8799,1088,3688,3002,6331,1301,4522,13963,14020,5075,2279,6092,5253,12127,13964,13481,14561,13740,13722,13741,1858,974,13685,13489,2714,5360,12185,3718,14266,8727,13357,386,3176,14804,14082,12925,14130,,1234,13764,4271,13934,3235,14110,14492,13804,13925,1367,2941,14629,
Paldiski South Harbour,13499,6579,15345,4210,6010,13642,15293,12492,2824,4577,7779,13660,13853,3085,14301,2823,1925,12851,5603,13440,5537,5974,13598,5890,14538,2810,4955,13583,12913,14413,7770,5679,9421,5992,8558,4337,12324,12619,14415,12518,14240,9737,13487,13331,13779,1669,2983,1271,4631,12227,7513,3886,4181,1922,4875,3262,5921,13273,14674,13453,12479,3591,13575,5886,14428,4837,4875,13962,13175,14334,12811,3532,1850,13895,12537,13459,13760,13328,13630,1650,2500,4382,14273,13251,1240,13457,14300,13012,2567,12971,13971,12448,12847,12151,13863,13867,10064,320,4286,5738,4244,13008,13751,5895,1394,14383,4475,1731,3439,13687,13655,7473,13731,4345,3959,7829,13809,13804,9888,7371,1791,7642,9179,12729,13980,13513,13480,13452,12433,13423,3873,12739,13455,13866,14199,4111,,7163,12468,13586,5674,5151,12562,5701,12521,5105,4798,5205,13930,3472,13052,10115,5677,14298,13073,14379,14555,14351,8328,13590,4063,7103,8595,3424,556,1201,5886,2950,3817,13760,13816,5709,2914,6730,4641,12799,13760,13277,14358,14412,13518,13538,2298,3157,13481,13286,1688,6032,12857,515,14632,8524,14028,3834,1129,14601,13878,13597,13926,4289,4587,13561,187,13731,1082,13907,14351,13601,14597,4725,1266,14425,
Pampa Melchorita,12246,1812,14092,7465,3127,9196,14040,11161,6078,7832,3860,12407,12600,6339,10091,6078,5944,10911,6770,10003,6705,3096,10722,3039,9606,6065,2295,8649,11659,,6778,1485,4496,3124,3633,3352,11071,11366,9483,9384,9308,8634,9140,9238,8848,5913,7932,6199,3048,10973,4319,3652,7436,5713,2642,6517,3066,12020,9739,8519,11225,6845,,3034,10096,2440,2410,9030,8251,10342,11557,3806,6801,8960,11284,8525,8825,8403,10754,5973,5759,7636,9341,8326,6284,12204,9369,10779,5649,10800,9036,11194,11594,10898,12610,8935,5140,6962,7541,6905,7499,8083,9902,3044,6099,9451,7730,5786,6694,10302,9591,2557,11183,7600,7213,701,12556,8869,8785,4177,5995,6650,8076,11476,9049,8582,8548,8518,5913,8492,3638,11485,8521,8931,9263,7366,7163,,10189,12322,2908,4271,11305,2887,9381,2664,2661,2024,7932,6743,8113,5177,6840,9352,11816,9434,9609,10545,1214,12330,7334,4341,3657,6694,6733,6299,3029,6221,3802,8813,8869,5096,5298,4758,3052,10216,8813,8339,9412,10132,8580,8592,5653,6427,8543,8348,5908,7158,10922,6764,9683,1441,9473,7104,6348,9655,8933,12337,8981,7559,7858,8623,7317,8784,6532,8962,9405,8662,9833,7996,6238,9479,
