from,Acajutla,Aliaga,Altamira,Arzew,Ashdod,Barcelona,Bethioua,Bilbao,Bonny,Brass,Brownsville,Cameron,Cape Town,Cartagena,Caucedo,Coega,Corpus Christi,Cove Point,Damietta,Dar-es-Salaam,Dragon,Drovyanoy,Dunkirk,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Fos Sur Mer,Freeport,Gibraltar,Gioia Tauro,Golden Pass,Guanabara,Guayama,Guayanilla,Gulf Gateway,Hadera,Halifax,Hammerfest,Holyhead,Huelva,Idku,Isle of Grain,Jorf Lasfar,Klaipeda,Koper,Kribi,Krk Island,Lake Charles,Le Havre,Limassol,Limerick,Livorno,Malta,Marmara Ereglisi,Marsa el Brega,Mombasa,Montoir,Mossel Bay,Mozambique Port,Neptune,Northeast Gateway,Ortona,Paldiski South Harbour,Panigaglia,Pascagoula,Pecem,Plaquemines,Point Fortin,Pointe-a-Pitre,Port Arthur,Port Dolphin,Port Esquivel,Port Said,Porto Empedocle,Puerto Bahia,Punta Europa,Quebec,Revithoussa,Rio Grande,Rosignano,Rostock,Rotterdam,Rovigo,Sabine Pass,Sagunto,Saint John,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Shtokman,Sines,Skikda,South Hook,Soyo,Swinoujscie,Taranto,Teesport,Trieste,Tripoli,Vyborg,Wilhelmshaven,Yuzhny,Zeebrugge,Boryeong,Caofeidian,Chita,Coos Bay,Costa Azul,Dalian,Dangjin,Donghae,Fukuoko,Futtsu,Gladstone,Gwangyang,Hachinohe,Hakodate,Hatsukaichi,Heibei,Hibiki,Higashi-Ogishima,Himeji,Hitachi,Inchon,Ishikariwan-Shinko,Jiangsu,Joetsu,Kagoshima,Kawagoe,Kenai,Kitakyushu,Kitimat,Kushiro,Kwangyang,Lianyungang,Manzanillo,Mejillones,Mizushima,Nagasaki,Nanao,Naoetsu,Negishi,Niigata-Higashi,Niigata-Nishi,Ogishima,Oita,Osaka,Pampa Melchorita,Prigorodnoye,Prince Rupert,Pyeong Taek,Qingdao,Qinhuangdao,Quintero,Rosarito,Sakai,Sakaide,Samcheog,Senboku,Sendai,Shanghai,Shimizu,Shinminato,Sodegaura,Soma,Talcahuano,Tangshan,Tianjin (Sinopec),Tianjin Lingang,Tobata,Tokyo Bay,Tong Yong,Vladivostok,Wakayama,Yanai,Yokkaichi,Yokohama,Zhangjiagang,Ambon,Arun,Barrow Island,Batangas,Bei Hai,Bintulu,Bladin Point,Bontang,Cai Mep,Chiwan,Dampier,Darwin,Dili,Fujian,Guangdong,Haikou,Hainan,Ho Chi Min City,Ichthys,Jakarta,Johore,Karratha,Lahad Datu,Lumut,Luwuk,Malacca,Map Ta Phut,New Plymouth,Ningbo,Okinawa,Onslow,Panjang,Pluto,Port Moresby,Prelude FLNG,Qinzhou,Semarang,Seria,Shenzhen,Singapore,Sungai Udang,Tabangao,Taichung,Tangguh,Yangpu,Yangshan,Yuedong,Yung An,Zhoushan,Zhuhai
Idku,7062.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14696.950,15038.174,14066.942,9904.604,9041.421,14898.455,14723.353,14262.993,14572.701,13936.897,14046.718,14445.195,13659.080,13681.225,14378.183,15038.174,14347.657,13942.555,14243.298,13811.875,14763.434,13733.601,14784.025,13963.513,14454.384,14068.252,11303.567,14350.218,10547.958,13491.389,14445.195,14865.686,7956.462,8312.730,14287.477,14464.130,13996.971,13963.513,13935.732,13906.905,13909.575,13938.397,14352.692,14222.621,7642.025,13511.699,10584.640,14760.468,14847.044,15017.162,8808.146,9065.147,14219.575,14279.535,14262.993,14220.166,13746.815,14827.189,13983.686,14007.179,13946.033,13755.774,9001.370,15038.174,15066.349,15066.349,14348.129,13949.544,14396.580,14030.459,14191.106,14375.861,14068.194,13937.468,14894.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inchon,,14605.787,10267.562,13219.581,14974.035,13480.136,13219.057,13084.656,,,10235.986,10179.244,,13206.032,9432.577,,10264.604,10493.131,14852.641,,13049.208,15002.479,13332.886,10787.740,14576.498,12853.697,9782.594,13657.786,13660.878,10205.909,12965.754,13986.226,10174.744,,9580.850,9550.907,10066.907,14965.388,10946.478,13859.010,13108.465,12900.847,14777.192,13426.394,12789.471,14099.933,14681.517,,14639.529,10184.530,13239.851,14870.421,12922.106,13825.761,13951.079,14740.996,14354.053,,13136.074,,,10774.695,10774.143,14507.022,14298.239,13841.977,10045.381,11411.857,10029.462,9803.290,9799.789,10181.294,9974.944,9167.216,14876.386,13882.398,8896.626,,11714.427,14474.090,,13836.219,13875.088,13444.120,14666.945,10171.669,13367.022,10936.971,,12446.801,,10189.001,14166.771,12793.144,13565.136,13046.106,,13904.568,14241.574,13483.270,14683.577,14994.611,14461.480,13676.940,15132.499,13380.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishikariwan-Shinko,,13559.345,9221.120,12173.139,13927.593,12433.694,12172.615,12038.214,,,9189.544,9132.802,,12159.590,8386.135,,9218.162,9446.689,13806.199,,12002.766,13956.037,12286.444,9741.298,13530.056,11807.255,8736.152,12611.344,12614.436,9159.467,11919.312,12939.784,9128.302,11881.431,8534.408,8504.465,9020.465,13918.946,9900.036,12812.568,12062.023,11854.405,13730.750,12379.952,11743.029,13053.491,13635.075,,13593.087,9138.088,12193.409,13823.979,11875.664,12779.319,12904.637,13694.554,13307.611,,12089.632,,,9728.253,9727.701,13460.580,13251.797,12795.535,8998.939,10365.415,8983.020,8756.848,8753.347,9134.852,8928.502,8120.774,13829.944,12835.956,7850.184,,10667.985,13427.648,,12789.777,12828.646,12397.678,13620.503,9125.227,12320.580,9890.529,11188.765,11400.359,,9142.559,13120.329,11746.702,12518.694,11999.664,,12858.126,13195.132,12436.828,13637.135,13948.169,13415.038,12630.498,14086.057,12334.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Grain,5683.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13318.139,13659.363,12688.131,8525.793,7662.610,13519.644,13344.542,12884.182,13193.890,12558.086,12667.907,13066.384,12280.269,12302.414,12999.372,13659.363,12968.846,12563.744,12864.487,12433.064,13384.623,12354.790,13405.214,12584.702,13075.573,12689.441,9924.756,12971.407,9169.147,12112.578,13066.384,13486.875,6577.651,6933.919,12908.666,13085.319,12618.160,12584.702,12556.921,12528.094,12530.764,12559.586,12973.881,12843.810,6263.214,12132.888,9205.829,13381.657,13468.233,13638.351,7429.335,7686.336,12840.764,12900.724,12884.182,12841.355,12368.004,13448.378,12604.875,12628.368,12567.222,12376.963,7622.559,13659.363,13687.538,13687.538,12969.318,12570.733,13017.769,12651.648,12812.295,12997.050,12689.383,12558.657,13515.501,,,,,,,,,,,,,,13779.020,,,,,,,,,,,,,,11537.630,13494.861,13319.925,,,,13024.084,,,,,,,,,13728.568,,,13442.898,,,13471.402,
Jakarta,,,12406.812,,,,,,,,12375.236,12318.494,,,,,12403.854,,,,,,,,,,,,,12345.159,,,12313.994,,,,12206.157,,,,,,,,,,,,,12323.780,,,,,,,,,,,,,,,,,12184.631,,12168.712,,,12320.544,12114.194,11306.466,,,11035.876,,,,,,,,,12310.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu,,14617.619,10279.394,13231.413,14985.867,13491.968,13230.889,13096.488,,,10247.818,10191.076,,13217.864,9444.409,,10276.436,10504.963,14864.473,,13061.040,15014.311,13344.718,10799.572,14588.330,12865.529,9794.426,13669.618,13672.710,10217.741,12977.586,13998.058,10186.576,,9592.682,9562.739,10078.739,14977.220,10958.310,13870.842,13120.297,12912.679,14789.024,13438.226,12801.303,14111.765,14693.349,,14651.361,10196.362,13251.683,14882.253,12933.938,13837.593,13962.911,14752.828,14365.885,,13147.906,,,10786.527,10785.975,14518.854,14310.071,13853.809,10057.213,11423.689,10041.294,9815.122,9811.621,10193.126,9986.776,9179.048,14888.218,13894.230,8908.458,,11726.259,14485.922,,13848.051,13886.920,13455.952,14678.777,10183.501,13378.854,10948.803,,,,10200.833,14178.603,12804.976,13576.968,13057.938,,13916.400,14253.406,13495.102,14695.409,15006.443,14473.312,13688.772,15144.331,13392.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joetsu,,13797.107,9458.882,12410.901,14165.355,12671.456,12410.377,12275.976,,,9427.306,9370.564,,12397.352,8623.897,,9455.924,9684.451,14043.961,,12240.528,14193.799,12524.206,9979.060,13767.818,12045.017,8973.914,12849.106,12852.198,9397.229,12157.074,13177.546,9366.064,,8772.170,8742.227,9258.227,14156.708,10137.798,13050.330,12299.785,12092.167,13968.512,12617.714,11980.791,13291.253,13872.837,,13830.849,9375.850,12431.171,14061.741,12113.426,13017.081,13142.399,13932.316,13545.373,,12327.394,,,9966.015,9965.463,13698.342,13489.559,13033.297,9236.701,10603.177,9220.782,8994.610,8991.109,9372.614,9166.264,8358.536,14067.706,13073.718,8087.946,,10905.747,13665.410,,13027.539,13066.408,12635.440,13858.265,9362.989,12558.342,10128.291,11426.527,11638.121,,9380.321,13358.091,11984.464,12756.456,12237.426,,13095.888,13432.894,12674.590,13874.897,14185.931,13652.800,12868.260,14323.819,12572.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johore,,,12245.372,,,,,,,,12213.796,12157.054,,,11410.387,,12242.414,12470.941,,,,,,,,,,,,12183.719,,,12152.554,,,,12044.717,,,,,,,,,,,,,12162.340,,,,,,,,,,,,,,,,,12023.191,,12007.272,,,12159.104,11952.754,11145.026,,,10874.436,,,,,,,,,12149.479,,,,,,12166.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorf Lasfar,5071.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12706.503,13047.727,12076.495,7914.157,7050.974,12908.008,12732.906,12272.546,12582.254,11946.450,12056.271,12454.748,11668.633,11690.778,12387.736,13047.727,12357.210,11952.108,12252.851,11821.428,12772.987,11743.154,12793.578,11973.066,12463.937,12077.805,9313.120,12359.771,8557.511,11500.942,12454.748,12875.239,5966.015,6322.283,12297.030,12473.683,12006.524,11973.066,11945.285,11916.458,11919.128,11947.950,12362.245,12232.174,5651.578,11521.252,8594.193,12770.021,12856.597,13026.715,6817.699,7074.700,12229.128,12289.088,12272.546,12229.719,11756.368,,11993.239,12016.732,11955.586,11765.327,7010.923,13047.727,13075.902,13075.902,12357.682,11959.097,12406.133,12040.012,12200.659,12385.414,12077.747,11947.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kagoshima,,14288.106,9949.881,12901.900,14656.354,13162.455,12901.376,12766.975,,,9918.305,9861.563,,12888.351,9114.896,,9946.923,10175.450,14534.960,,12731.527,14684.798,13015.205,10470.059,14258.817,12536.016,9464.913,13340.105,13343.197,9888.228,12648.073,13668.545,9857.063,,9263.169,9233.226,9749.226,14647.707,10628.797,13541.329,12790.784,12583.166,14459.511,13108.713,12471.790,13782.252,14363.836,,14321.848,9866.849,12922.170,14552.740,12604.425,13508.080,13633.398,14423.315,14036.372,,12818.393,,,10457.014,10456.462,14189.341,13980.558,13524.296,9727.700,11094.176,9711.781,9485.609,9482.108,9863.613,9657.263,8849.535,14558.705,13564.717,8578.945,,11396.746,14156.409,,13518.538,13557.407,13126.439,14349.264,9853.988,13049.341,10619.290,,12129.120,,9871.320,13849.090,12475.463,13247.455,12728.425,,13586.887,13923.893,13165.589,14365.896,14676.930,14143.799,13359.259,14814.818,13063.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karratha,,,11947.659,,,,,,,,11916.083,11859.341,,,,,11944.701,,,,,,,,,,,,,11886.006,,,11854.841,,,,11747.004,,,,,,,,,,,,,11864.627,,,,,,,,,,,,,,,,,11725.478,,11709.559,,,11861.391,11655.041,10847.313,,,10576.723,,,,,,,,,11851.766,,,,,,11869.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawagoe,,13903.984,9565.759,12517.778,14272.232,12778.333,12517.254,12382.853,,,9534.183,9477.441,,12504.229,8730.774,,9562.801,9791.328,14150.838,,12347.405,14300.676,12631.083,10085.937,13874.695,12151.894,9080.791,12955.983,12959.075,9504.106,12263.951,13284.423,9472.941,,8879.047,8849.104,9365.104,14263.585,10244.675,13157.207,12406.662,12199.044,14075.389,12724.591,12087.668,13398.130,13979.714,,13937.726,9482.727,12538.048,14168.618,12220.303,13123.958,13249.276,14039.193,13652.250,,12434.271,,,10072.892,10072.340,13805.219,13596.436,13140.174,9343.578,10710.054,9327.659,9101.487,9097.986,9479.491,9273.141,8465.413,14174.583,13180.595,8194.823,,11012.624,13772.287,,13134.416,13173.285,12742.317,13965.142,9469.866,12665.219,10235.168,11533.404,11744.998,,9487.198,13464.968,12091.341,12863.333,12344.303,,13202.765,13539.771,12781.467,13981.774,14292.808,13759.677,12975.137,14430.696,12679.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai,,11137.161,6798.936,9750.955,11505.409,10011.510,9750.431,9616.030,10438.264,10376.755,6767.360,6710.618,11604.974,9737.406,5963.951,,6795.978,7024.505,11384.015,,9580.582,11533.853,9864.260,7319.114,11107.872,9385.071,6313.968,10189.160,10192.252,6737.283,9497.128,10517.600,6706.118,9459.247,6112.224,6082.281,6598.281,11496.762,7477.852,10390.384,9639.839,9432.221,11308.566,9957.768,9320.845,10631.307,11212.891,10577.300,11170.903,6715.904,9771.225,11401.795,9453.480,10357.135,10482.453,11272.370,10885.427,,9667.448,,,7306.069,7305.517,11038.396,10829.613,10373.351,6576.755,7943.231,6560.836,6334.664,6331.163,6712.668,6506.318,5698.590,11407.760,10413.772,5428.000,10510.131,8245.801,11005.464,,10367.593,10406.462,9975.494,11198.319,6703.043,9898.396,7468.345,8766.581,8978.175,9789.271,6720.375,10698.145,9324.518,10096.510,9577.480,10828.844,10435.942,10772.948,10014.644,11214.951,11525.985,10992.854,10208.314,11663.873,9912.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitakyushu,,14183.812,9845.587,12797.606,14552.060,13058.161,12797.082,12662.681,,,9814.011,9757.269,,12784.057,9010.602,,9842.629,10071.156,14430.666,,12627.233,14580.504,12910.911,10365.765,14154.523,12431.722,9360.619,13235.811,13238.903,9783.934,12543.779,13564.251,9752.769,,9158.875,9128.932,9644.932,14543.413,10524.503,13437.035,12686.490,12478.872,14355.217,13004.419,12367.496,13677.958,14259.542,,14217.554,9762.555,12817.876,14448.446,12500.131,13403.786,13529.104,14319.021,13932.078,,12714.099,,,10352.720,10352.168,14085.047,13876.264,13420.002,9623.406,10989.882,9607.487,9381.315,9377.814,9759.319,9552.969,8745.241,14454.411,13460.423,8474.651,,11292.452,14052.115,,13414.244,13453.113,13022.145,14244.970,9749.694,12945.047,10514.996,,12024.826,,9767.026,13744.796,12371.169,13143.161,12624.131,,13482.593,13819.599,13061.295,14261.602,14572.636,14039.505,13254.965,14710.524,12958.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitimat,,10381.552,6043.327,8995.346,10749.800,9255.901,8994.822,8860.421,9682.655,9621.146,6011.751,5955.009,10849.365,8981.797,5208.342,11265.650,6040.369,6268.896,10628.406,,8824.973,10778.244,9108.651,6563.505,10352.263,8629.462,5558.359,9433.551,9436.643,5981.674,8741.519,9761.991,5950.509,8703.638,5356.615,5326.672,5842.672,10741.153,6722.243,9634.775,8884.230,8676.612,10552.957,9202.159,8565.236,9875.698,10457.282,9821.691,10415.294,5960.295,9015.616,10646.186,8697.871,9601.526,9726.844,10516.761,10129.818,,8911.839,11136.948,,6550.460,6549.908,10282.787,10074.004,9617.742,5821.146,7187.622,5805.227,5579.055,5575.554,5957.059,5750.709,4942.981,10652.151,9658.163,4672.391,9754.522,7490.192,10249.855,,9611.984,9650.853,9219.885,10442.710,5947.434,9142.787,6712.736,8010.972,8222.566,9033.662,5964.766,9942.536,8568.909,9340.901,8821.871,10073.235,9680.333,10017.339,9259.035,10459.342,10770.376,10237.245,9452.705,10908.264,9156.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klaipeda,6374.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14009.797,14351.021,13379.789,9217.451,8354.268,14211.302,14036.200,13575.840,13885.548,13249.744,13359.565,13758.042,12971.927,12994.072,13691.030,14351.021,13660.504,13255.402,13556.145,13124.722,14076.281,13046.448,14096.872,13276.360,13767.231,13381.099,10616.414,13663.065,9860.805,12804.236,13758.042,14178.533,7269.309,7625.577,13600.324,13776.977,13309.818,13276.360,13248.579,13219.752,13222.422,13251.244,13665.539,13535.468,6954.872,12824.546,9897.487,14073.315,14159.891,14330.009,8120.993,8377.994,13532.422,13592.382,13575.840,13533.013,13059.662,14140.036,13296.533,13320.026,13258.880,13068.621,8314.217,14351.021,14379.196,14379.196,13660.976,13262.391,13709.427,13343.306,13503.953,13688.708,13381.041,13250.315,14207.159,,,,,,,,,,,,,,14470.678,,,,,,,,,,,,,,12229.288,14186.519,14011.583,,,,13715.742,,,,,,,,,14420.226,,,14134.556,,,14163.060,
Koper,6981.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14615.834,14957.058,13985.826,9823.488,8960.305,14817.339,14642.237,14181.877,14491.585,13855.781,13965.602,14364.079,13577.964,13600.109,14297.067,14957.058,14266.541,13861.439,14162.182,13730.759,14682.318,13652.485,14702.909,13882.397,14373.268,13987.136,11222.451,14269.102,10466.842,13410.273,14364.079,14784.570,7875.346,8231.614,14206.361,14383.014,13915.855,13882.397,13854.616,13825.789,13828.459,13857.281,14271.576,14141.505,7560.909,13430.583,10503.524,14679.352,14765.928,14936.046,8727.030,8984.031,14138.459,14198.419,14181.877,14139.050,13665.699,14746.073,13902.570,13926.063,13864.917,13674.658,8920.254,14957.058,14985.233,14985.233,14267.013,13868.428,14315.464,13949.343,14109.990,14294.745,13987.078,13856.352,14813.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kribi,6328.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9171.172,8307.989,,,,,,,,,,,,,,,,,,,,,,10570.135,,9814.526,,,,7223.030,,,,,,,,,,,,6908.593,,9851.208,,,,,8331.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krk Island,6925.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14560.778,14902.002,13930.770,9768.432,8905.249,14762.283,14587.181,14126.821,14436.529,13800.725,13910.546,14309.023,13522.908,13545.053,14242.011,14902.002,14211.485,13806.383,14107.126,13675.703,14627.262,13597.429,14647.853,13827.341,14318.212,13932.080,11167.395,14214.046,10411.786,13355.217,14309.023,14729.514,7820.290,8176.558,14151.305,14327.958,13860.799,13827.341,13799.560,13770.733,13773.403,13802.225,14216.520,14086.449,7505.853,13375.527,10448.468,14624.296,14710.872,14880.990,8671.974,8928.975,14083.403,14143.363,14126.821,14083.994,13610.643,14691.017,13847.514,13871.007,13809.861,13619.602,8865.198,14902.002,14930.177,14930.177,14211.957,13813.372,14260.408,13894.287,14054.934,14239.689,13932.022,13801.296,14758.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kushiro,,13324.983,8986.758,11938.777,13693.231,12199.332,11938.253,11803.852,,,8955.182,8898.440,,11925.228,8151.773,,8983.800,9212.327,13571.837,,11768.404,13721.675,12052.082,9506.936,13295.694,11572.893,8501.790,12376.982,12380.074,8925.105,11684.950,12705.422,8893.940,11647.069,8300.046,8270.103,8786.103,13684.584,9665.674,12578.206,11827.661,11620.043,13496.388,12145.590,11508.667,12819.129,13400.713,,13358.725,8903.726,11959.047,13589.617,11641.302,12544.957,12670.275,13460.192,13073.249,,11855.270,,,9493.891,9493.339,13226.218,13017.435,12561.173,8764.577,10131.053,8748.658,8522.486,8518.985,8900.490,8694.140,7886.412,13595.582,12601.594,7615.822,,10433.623,13193.286,,12555.415,12594.284,12163.316,13386.141,8890.865,12086.218,9656.167,10954.403,11165.997,,8908.197,12885.967,11512.340,12284.332,11765.302,,12623.764,12960.770,12202.466,13402.773,13713.807,13180.676,12396.136,13851.695,12100.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwangyang,,14279.082,9940.857,12892.876,14647.330,13153.431,12892.352,12757.951,,,9909.281,9852.539,,12879.327,9105.872,,9937.899,10166.426,14525.936,,12722.503,14675.774,13006.181,10461.035,14249.793,12526.992,9455.889,13331.081,13334.173,9879.204,12639.049,13659.521,9848.039,,9254.145,9224.202,9740.202,14638.683,10619.773,13532.305,12781.760,12574.142,14450.487,13099.689,12462.766,13773.228,14354.812,,14312.824,9857.825,12913.146,14543.716,12595.401,13499.056,13624.374,14414.291,14027.348,,12809.369,,,10447.990,10447.438,14180.317,13971.534,13515.272,9718.676,11085.152,9702.757,9476.585,9473.084,9854.589,9648.239,8840.511,14549.681,13555.693,8569.921,,11387.722,14147.385,,13509.514,13548.383,13117.415,14340.240,9844.964,13040.317,10610.266,,12120.096,,9862.296,13840.066,12466.439,13238.431,12719.401,,13577.863,13914.869,13156.565,14356.872,14667.906,14134.775,13350.235,14805.794,13054.230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lahad Datu,,,11407.674,,,,,,,,11376.098,11319.356,,,10572.689,,11404.716,11633.243,,,,,,11927.852,,,10922.706,,,11346.021,,,11314.856,,10720.962,10691.019,11207.019,,12086.590,,,,,,,,,,,11324.642,,,,,,,,,,,,11914.807,11914.255,,,,11185.493,,11169.574,10943.402,10939.901,11321.406,11115.056,10307.328,,,10036.738,,12854.539,,,,,,,11311.781,,12077.083,,,,11329.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Charles,2463.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10098.735,10439.959,9468.727,5306.389,4443.206,10300.240,10125.138,9664.778,9974.486,9338.682,9448.503,9846.980,9060.865,9083.010,9779.968,10439.959,9749.442,9344.340,9645.083,9213.660,10165.219,9135.386,10185.810,9365.298,9856.169,9470.037,6705.352,9752.003,5949.743,8893.174,9846.980,10267.471,3358.247,3714.515,9689.262,9865.915,9398.756,9365.298,9337.517,9308.690,9311.360,9340.182,9754.477,9624.406,3043.810,8913.484,5986.425,10162.253,10248.829,10418.947,4209.931,4466.932,9621.360,9681.320,9664.778,9621.951,9148.600,10228.974,9385.471,9408.964,9347.818,9157.559,4403.155,10439.959,10468.134,10468.134,9749.914,9351.329,9798.365,9432.244,9592.891,9777.646,9469.979,9339.253,10296.097,11097.727,12636.019,11834.103,11065.601,11391.126,11751.604,11042.075,11447.702,11713.994,10985.397,11862.368,11042.075,11139.949,10559.616,10949.845,11196.277,11194.660,11741.358,11042.075,12315.886,12148.721,11858.303,11315.005,11603.681,11186.684,12272.214,12274.539,8318.226,10275.457,10100.521,11728.258,12423.198,11859.254,9804.680,11287.553,11394.923,12118.227,11598.394,10984.296,12161.611,12274.923,11065.601,10509.164,11039.379,11267.862,10223.494,10949.845,10687.718,10251.998,10995.776
