from,Bintulu,Limassol,Mizushima,Tombak LNG Terminal,Fos - Cavaou LNG Terminal,Kitakyushu,Barcelona,Tangguh,Chiwan,Halifax,Malacca,Point Fortin,Otaru,Kushiro,Le Havre,Koper,Kagoshima,Quintero,Osaka,Kochi,Qalhat,Incheon,Quebec,Rotterdam,Khor al Zubair,Isle of Grain,Okinawa,Falconara,Ohgishima,Semarang,Hadera,Mossel Bay,Donghae,Bahrain,Cameron,Arzew,Shenzhen,Dalian,Zhangjiagang,Aliaga,Punta Europa,Guayama,Tobata,Wakayama,Nanao,Suez Canal,Seria,Lahad Datu,Zhuhai,Pointe-a-Pitre,Soyo,Pluto,Gioia Tauro,Luwuk,Shanghai,Rostock,Qinzhou,Vyborg,Port Qasim,Pecem,Guayanilla,Swinoujscie,Karwar - South Port,Lumut,Sabine Pass,Negishi,Cartagena,Joetsu,Kwangyang,Panigaglia,Qingdao,Rosignano LNG,Dragon,Hakodate,Shinminato,Lake Charles,Port Esquivel,New Plymouth,Yokohama,Coega,Niigata-Nishi,Kakinada,Escobar,Qinhuangdao,Pampa Melchorita,Balboa,Livorno,Sodegaura,Port Moresby,Costa Azul,Huelva,Rio Grande,Zeebrugge,Revithoussa,Kenai,Tianjin,Fujairah,Corpus Christi,Tripoli,Senboku,El Ferrol,Kitimat,Dar-es-Salaam,Northeast Gateway Deepwater Port,Cove Point,Marsa el Brega,Rosarito,Everett,Heibei,Acajutla,Paldiski,Yangshan,Sendai,Cai Mep,Hammerfest,Higashi-Ogishima,Fos Sur Mer,Lianyungang,Sakhalin,Salvador,Bonny,Karratha Gas Plant,Ortona,Mombasa,Fort de France,Map Ta Phut,Barrow Island,Soma,Mejillones,Canaport,Hatsukaichi,Pascagoula,Manzanillo,Mozambique Port,Niigata Higashi,Yuzhny,Jiangsu,AES Andres,Golden Pass,Brownsville,Dahej,Hainan,Gwangyang,Colon,Ningbo,Ashdod,Skikda,Cape Town,Bethioua,Yokkaichi,Sungai Udang,Sagunto,Dunkirk,Guanabara,Jorf Lasfar,Arun,Batangas,Dangjin,Pipavav,Boryeong,Drovyanoy,Bal Haf LNG,Hitachi,Trieste,Puerto Bahia,Gulf Gateway Deepwater Port,Tenerife,Haikou,Bilbao,Jebel Ali,Panama Canal,Krk Island,Tokyo Bay,Yangpu,Chittagong,Neptune,Yung An,Montevideo,Freeport,Taranto,Chita,Coos Bay,Marmara Ereglisi,Porto Empedocle,Taichung,Johore,Ennore,Fukuoko,Panjang,Guangdong,Nagasaki,Gibraltar,Himeji,Jakarta,Sao Francisco do Sul,Darwin,South Hook LNG,Futtsu,Talcahuano,Hachinohe,Dampier,Port Dolphin,Tabangao,Ras Laffan,Hazira,Ho Chi Min City,Altamira,Shimizu,Gladstone,Sakai,Klaipeda,Gangavaram,Jurong Marine Base - Singapore,Vladivostok,Malta,Karachi,Ambon,Kawagoe,Sakaide,Haldia,Teeside,Yanai,Pars LNG Terminal,Mundra,Holyhead,Brass,Port Said,Shtokman,Plaquemines,Abu Dhabi,Limerick,Sines,Ain Sokhna,Dabhol,Idku,Bahia Blanca,Oita,Aqaba,Dili,Tong Yong,Montoir,Kribi,Damietta,Port Arthur,Wilhelmshaven,Elba,Fujian,Samcheog,Prince Rupert,Suez,Mina Al Ahmadi,Bontang,Rovigo,Pyeongtaek
Ningbo,1837,7877,756,5810,9270,582,9275,2383,977,12291,2290,13047,1306,1407,10817,8988,523,10166,832,4042,5292,583,12667,11021,6087,11003,475,8883,1051,2649,7827,7577,711,5884,14384,9369,976,655,251,8294,10193,12988,580,809,994,,1686,1688,988,12822,9598,3217,8972,2122,184,11718,1393,12304,5076,11473,13025,11748,4348,1691,14376,1049,9375,998,498,9167,539,9132,10741,1212,1005,14389,13536,5143,1050,7398,1037,3757,11203,773,9457,8684,9147,1059,3466,5906,9722,11225,10958,8283,4284,824,5497,14486,7937,832,10277,4902,7584,12626,13038,8473,5894,12640,796,7841,12142,82,1269,1727,12236,1055,9273,551,1490,11117,10217,3216,8813,7734,12878,2288,3233,1252,10094,12563,704,14161,6929,7032,1046,8842,316,13159,14379,14467,4828,1188,498,13931,0,7810,9017,7842,9368,935,2293,9345,10910,11051,9845,2654,1117,543,4765,519,13370,6076,1159,8990,13712,14271,10320,1190,10511,5681,,8946,1062,1262,3692,12627,679,11061,14418,8617,934,5195,8451,8694,419,2167,3753,520,2772,,,9599,808,2683,11226,2849,10738,1050,,1304,3220,14049,1117,5807,4748,1755,14504,980,4008,831,11943,3734,2180,1053,8610,5069,2358,935,748,3753,11224,659,5799,4949,10837,10203,7672,12534,14191,5754,10824,9882,7569,4533,7832,10745,660,7516,2476,551,10603,10136,7724,14386,11254,13299,455,711,4717,7570,6033,2014,8973,580
Ashdod,6300,,8350,3281,1691,8209,1696,7649,7110,4715,5545,5472,8933,9037,3241,1402,8071,10022,8375,3807,2741,8266,5092,3445,3558,3428,7749,1297,8572,6211,50,7446,8353,3355,6808,1793,7109,8342,7999,692,5476,5412,8207,8343,8621,,6396,6965,7101,5247,5831,6843,1396,7282,7932,4143,7045,4728,3069,5050,5450,4172,3517,6401,6801,8570,1800,8625,8148,1590,8226,1555,3165,8842,8632,6814,5961,10110,8571,7575,8664,4926,7352,8460,11154,12506,1570,8580,8428,13471,2147,6935,3382,681,11894,8510,2953,6911,,8372,2702,12513,8053,5051,5463,905,13458,5064,8482,12821,4566,7858,8778,6292,4661,8577,1694,8237,9131,5546,5408,6842,1227,8204,5302,6425,6814,8761,10613,4988,8302,6585,13341,7501,8673,1240,8002,5583,6804,6892,3321,7026,8148,6356,7831,0,1441,7131,1792,8458,5548,1769,3334,6232,2269,5187,7016,8226,3249,8202,5794,1823,8668,1404,6137,6696,2744,7028,2935,3152,,1360,8584,6956,5390,5051,7291,7211,6843,1031,8457,12786,849,1118,7637,5714,4704,8111,5870,7123,8083,2023,8396,6003,6562,7418,3162,8571,9794,8931,6846,6474,7016,3278,3358,6319,6929,8499,9473,8372,4367,4957,5665,8695,1035,3053,7320,8458,8343,5289,3649,8260,3270,3150,3262,5342,139,4959,6616,3225,3248,2306,265,3374,269,7619,8237,547,7113,8193,3028,5543,,6810,3678,5723,7697,8353,12328,242,3504,6988,1387,8263
Skikda,7503,1337,9554,4485,409,9413,354,8853,8314,3305,6749,4062,10137,10241,1831,1148,9274,8612,9579,5011,3945,9470,3682,2036,4761,2018,8953,1043,9776,7415,1432,6036,9557,4558,5398,384,8313,9545,9203,1072,4066,4002,9411,9547,9825,,7600,8169,8305,3837,4421,8047,458,8486,9136,2733,8249,3318,4273,3640,4040,2762,4721,7605,5391,9774,395,9829,9352,466,9429,455,1756,10046,9836,5404,4551,11314,9775,6165,9868,6130,5942,9664,9745,11096,444,9784,9632,12895,737,5525,1972,941,13098,9714,4157,5501,1461,9576,1292,13717,8132,3641,4053,821,12919,3654,9686,11411,3156,9062,9982,7496,3251,9780,412,9441,10335,4136,3998,8046,973,8283,3892,7629,8018,9965,9203,3578,9506,5175,11931,7574,9877,1599,9206,4173,5394,5482,4525,8230,9352,4946,9035,1440,0,5722,383,9662,6751,384,1924,4822,859,6390,8220,9430,4453,9406,4384,3026,9872,1150,4727,5286,1335,8232,1525,4356,,1106,9787,8160,6594,3641,8495,5801,5433,708,9661,13745,1207,349,8841,6918,5908,9315,7074,8327,9286,614,9599,7207,5152,8622,1752,9775,8385,10135,8050,5064,8220,4482,4562,7523,5519,9703,10676,9576,2958,6160,6869,9899,418,4257,8524,9662,9547,6493,2239,9464,4473,4354,1852,3932,1343,3549,5206,4429,1839,897,1469,4578,1244,6209,9441,1750,8316,9397,1618,4133,1319,5400,2268,4313,8901,9557,13531,1445,4707,8192,1133,9467
Cape Town,6300,7024,8370,6301,5811,8229,5633,6737,7130,6493,5565,5391,8953,9057,6007,6835,8091,5286,8395,4591,5783,8286,6985,6211,6578,6193,7769,6730,8592,5503,7118,355,8373,6375,7506,5372,7129,8362,8019,6759,2380,5749,8227,8363,8641,,6396,6459,7121,5479,1785,5229,6139,6369,7952,6908,7065,7494,5569,3696,5777,6938,4865,6402,7499,8590,5359,8645,8168,5995,8246,5989,5931,8862,8652,7512,6307,7220,8591,484,8684,5163,3784,8480,6418,7769,5979,8600,7233,9568,5118,3494,6148,6627,11812,8530,5988,7592,7147,8392,5467,11061,2451,6717,6935,6507,9592,6730,8502,8084,7332,7878,8798,6312,7394,8597,5814,8257,9151,3345,2404,5228,6660,2602,5415,6445,5199,8781,5877,6706,8322,7373,8604,1893,8694,7286,8022,5926,7502,7563,5333,7047,8168,6453,7851,7127,5718,0,5372,8478,5568,5520,6100,3291,4873,5207,7014,8246,5270,8222,8528,6567,8688,6837,6223,7394,4461,7048,5701,6172,,6793,8604,6976,5627,6717,7311,3642,7533,6395,8477,10418,6894,6035,7657,5734,4941,8131,5176,7143,8103,5119,8416,5295,,6196,5928,8591,5058,8951,5232,7289,7014,6298,5253,6339,7595,8519,7270,8392,7133,5193,5685,8715,6104,5562,6357,8478,8363,5526,6414,8280,6290,5443,6027,2389,7029,7692,7357,6245,5982,5108,7156,5038,6930,3804,8257,7437,6046,8213,5794,2323,7006,7508,6444,6864,7717,8373,11098,7132,6524,6155,6820,8283
Bethioua,7851,1685,9902,4833,523,9761,351,9201,8662,2956,7097,3713,10485,10589,1482,1496,9623,8263,9927,5359,4293,9818,3333,1687,5110,1669,9301,1391,10124,7763,1780,5687,9905,4907,5049,5,8661,9894,9551,1420,3717,3653,9759,9895,10173,,7948,8517,8653,3488,4072,8395,801,8834,9484,2384,8597,2970,4621,3291,3691,2413,5069,7953,5042,10122,113,10177,9700,686,9777,676,1407,10394,10184,5055,4202,11248,10123,5816,10216,6478,5593,10012,9396,10747,666,10132,9980,12546,388,5176,1623,1289,13446,10062,4505,5152,1809,9924,943,14039,7783,3292,3704,1169,12570,3305,10034,11062,2807,9410,10330,7844,2902,10128,526,9789,10683,3787,3649,8394,1322,7934,3543,7977,8366,10313,8854,3229,9854,4826,11582,7225,10225,1947,9554,3824,5045,5133,4873,8578,9700,4597,9383,1789,380,5373,0,10010,7099,241,1575,4473,511,6739,8568,9778,4801,9754,4035,3375,10220,1498,4378,4937,986,8580,1177,4704,,1454,10135,8508,6942,3292,8843,5452,5084,1056,10009,13396,1556,697,9189,7266,6256,9663,7422,8675,9635,265,9947,7555,4803,8970,1403,10123,8036,10483,8398,4715,8568,4830,4910,7871,5170,10051,11025,9924,2609,6509,7217,10247,766,4605,8872,10010,9895,6841,1890,9812,4821,4702,1503,3583,1691,3200,4857,4777,1490,548,1817,4926,1592,5860,9789,2099,8664,9745,1269,3784,1667,5051,1919,3964,9249,9905,13880,1793,5055,8540,1482,9815
Yokkaichi,2435,8503,309,6436,9896,438,9901,2572,1623,12916,2916,13673,888,730,11442,9613,477,9423,244,4668,5918,919,13293,11646,6712,11629,735,9508,212,3235,8452,8202,675,6509,15009,9994,1622,1054,989,8920,10819,13613,435,213,897,,2284,2232,1634,13448,10224,3667,9598,2410,922,12344,2037,12929,5702,12099,13651,12373,4973,2289,15002,209,10001,901,618,9792,1003,9757,11366,679,907,15015,14162,4924,211,8024,907,4382,10886,1172,8662,7881,9772,219,3350,5124,10348,10909,11583,8908,3545,1223,6122,15112,8563,242,10903,4164,8210,13252,13664,9098,5112,13265,1194,7045,12767,894,430,2363,12862,216,9899,1021,1090,11743,10843,3666,9439,8360,13503,2924,3708,412,9324,13189,400,14786,6133,7657,904,9468,919,13784,15005,15093,5453,1833,618,14557,934,8436,9642,8468,9993,0,2919,9970,11535,11592,10470,3280,1715,879,5390,853,13995,6702,319,9615,14338,14897,10945,1834,11136,6306,,9571,223,1906,4318,13252,1325,10745,15044,9243,8,4438,9076,9319,1130,2793,4378,595,3393,1587,583,10225,265,3304,11326,3136,11363,210,,582,3670,14675,1715,6433,5374,2391,15130,135,3866,241,12568,4360,2805,1000,9235,5694,2645,3,301,4378,11850,397,6424,5574,11463,10828,8298,13160,14817,6379,11449,10507,8194,5159,8458,10428,374,8142,2764,584,11229,10762,8350,15011,11879,13924,1180,675,3979,8196,6658,2498,9599,916
Sungai Udang,771,5598,2822,3531,6991,2680,6995,2223,1582,10011,4,10767,3405,3509,8537,6708,2542,10386,2846,1763,3013,2738,10388,8741,3807,8723,2221,6603,3044,869,5547,5297,2825,3604,12104,7089,1581,2813,2471,6014,7914,10708,2678,2815,3093,,868,1437,1573,10543,7318,1883,6693,1855,2404,9438,1517,10024,2797,9193,10746,9468,2068,873,12097,3041,7096,3097,2620,6887,2697,6852,8461,3314,3103,12109,11257,5279,3043,5119,3136,1477,9201,2931,10922,10693,6867,3052,3044,7943,7443,8963,8678,6003,6366,2982,3217,12206,5657,2844,7997,6985,5304,10346,10759,6193,7930,10360,2953,9856,9862,2329,3250,764,9957,3048,6994,2709,3603,8837,7938,1882,6534,5455,10598,897,1899,3232,10883,10284,2774,11881,8944,4752,3145,6563,2474,10879,12100,12188,2548,1498,2620,11652,2303,5531,6737,5562,7088,2930,0,7065,8630,8771,7565,375,1488,2697,2485,2673,11090,3797,3140,6710,11433,11992,8040,1500,8231,3401,,6666,3055,1427,1412,10347,1763,9059,12139,6338,2929,7258,6171,6414,2109,186,1473,2583,991,1595,2554,7319,2867,902,8946,2131,8458,3042,10158,3403,1886,11770,1488,3527,2468,791,12224,2971,4089,2843,9663,1454,137,3167,6330,2789,1893,2930,2814,1473,8944,2732,3519,2669,8557,7923,5393,10254,11912,3474,8544,7602,5289,2254,5552,9211,2708,5236,1698,2665,8324,7857,5444,12106,8974,11019,2169,2825,6799,5290,3753,1562,6694,2735
Sagunto,7830,1664,9881,4812,,9740,155,9180,8641,3099,7076,3855,10464,10568,1625,1475,9601,8406,9906,5338,4272,9797,3476,1829,5088,1811,9280,1370,10103,7742,1759,5830,9884,4885,5192,241,8640,9872,9530,1399,3859,3796,9737,9874,10152,,7927,8496,8632,3631,4215,8374,765,8813,9463,2526,8576,3112,4600,3434,3834,2556,5048,7932,5184,10100,169,10156,9679,533,9756,534,1549,10373,10162,5197,4345,11391,10102,5958,10195,6457,5736,9990,9538,10890,520,10111,9959,12689,531,5319,1766,1267,13425,10041,4483,5294,1788,9903,1085,14044,7926,3434,3847,1147,12712,3448,10013,11205,2950,9388,10309,7823,3044,10107,341,9768,10662,3930,3792,8373,1300,8076,3686,7956,8345,10292,8997,3372,9833,4969,11724,7367,10204,1926,9533,3967,5188,5276,4852,8557,9679,4740,9362,1767,381,5515,240,9989,7078,0,1718,4616,653,6717,8547,9757,4780,9733,4178,3353,10199,1477,4521,5080,1128,8559,1319,4682,,1433,10114,8487,6921,3435,8822,5594,5227,1035,9988,13539,1534,673,9168,7245,6235,9642,7400,8654,9613,407,9926,7534,4946,8949,1546,10102,8178,10462,8377,4858,8547,4809,4889,7850,5312,10030,11003,9902,2751,6487,7196,10226,744,4584,8851,9989,9873,6820,2032,9791,4800,4681,1645,3726,1670,3342,5000,4755,1632,690,1796,4905,1571,6003,9767,2077,8643,9724,1412,3927,1646,5194,2062,4107,9228,9884,13858,1772,5034,8519,1460,9794
Dunkirk,9424,3257,11474,6405,2045,11333,1867,10773,10234,2679,8669,3992,12057,12161,176,3068,11195,8976,11499,6931,5865,11390,2915,147,6682,129,10873,2963,11696,9335,3352,6423,11477,6479,4952,1606,10233,11466,11123,2993,4453,3801,11331,11467,11745,,9520,10089,10225,3706,4808,9967,2373,10406,11056,844,10169,1430,6193,3925,3839,873,6642,9526,4945,11694,1593,11749,11272,2229,11350,2223,452,11966,11756,4958,4244,11961,11696,6552,11788,8050,6295,11584,10108,11460,2213,11704,11552,13259,1283,5877,83,2861,15018,11634,6077,5055,3381,11497,704,14752,8519,3020,3485,2741,13283,3034,11606,11775,1267,10982,11902,9416,1458,11701,2048,11361,12255,4483,4386,9966,2894,8670,3776,9549,9938,11885,9567,2956,11426,4729,12295,7961,11798,3519,11126,3937,4948,5036,6445,10151,11272,4710,10956,3361,1952,6109,1606,11582,8672,1754,0,5175,1350,8311,10141,11350,6373,11326,2591,4947,11792,3070,4504,4840,1683,10152,707,6276,,3026,11708,10080,8514,3021,10416,6153,4987,2628,11581,14109,3128,2269,10762,8839,7829,11235,8994,10247,11207,1353,11520,9127,5505,10543,448,11695,8748,12055,9970,4618,10141,6402,6482,9443,5073,11624,12597,11496,1069,8081,8789,11819,2338,6177,10444,11583,11467,8413,350,11384,6394,6274,553,4320,3263,1756,4760,6349,684,1090,3389,6498,3164,6562,11361,3671,10237,11317,573,4520,3239,4954,379,3779,10821,11477,14789,3366,6628,10112,3054,11387
Guanabara,9505,6124,11576,9272,4912,11435,4734,9943,10336,4640,8771,3246,11975,11689,5075,5936,11296,3892,11601,7797,8733,11492,5249,5279,9549,5262,10975,5830,11517,8709,6219,3561,11579,9346,5361,4473,10335,11568,11225,5860,3477,3603,11433,11569,11847,,9602,9665,10327,3333,3390,8435,5240,9575,11158,5977,10271,6562,8775,1550,3631,6006,8071,9607,5353,11514,4460,11851,11374,5096,11451,5090,4989,11765,11858,5366,4161,6877,11516,3690,11890,8368,1192,11686,5024,6376,5080,11524,9115,8175,4219,773,5216,5728,10419,11736,8944,5446,6248,11598,4542,9668,5657,4748,4800,5608,8198,4761,11708,6691,6400,11084,11610,9518,6398,11521,4915,11463,11893,773,3425,8434,5761,5808,3269,9651,8405,11594,4483,4781,11528,5227,7210,5099,11899,6386,11228,3780,5356,5418,8538,10252,11374,4307,11057,6228,4819,3290,4473,11587,8773,4621,5168,0,3974,8413,10220,11452,8476,11428,7532,7814,11551,5938,4078,5248,3550,10254,4776,9143,,5894,11528,10182,8832,4748,10517,1051,5387,5496,11586,9025,5995,5136,10863,8940,8147,11337,8382,10349,11309,4220,11621,8500,381,9402,4985,11515,3664,11683,8438,5148,10220,9269,8459,9545,5449,11585,8307,11598,6201,8399,8891,11921,5205,8768,9563,11587,11569,8731,5483,11486,9261,8649,5079,3361,6130,6696,5211,9216,4995,4203,6257,8244,6031,1461,11463,6538,9252,11419,4868,3506,6107,5363,5512,4733,10923,11579,9705,6233,9495,9360,5921,11489
Jorf Lasfar,8328,2162,10379,5310,949,10237,771,9678,9139,2643,7573,3256,10962,11065,1257,1973,10099,7764,10403,5835,4770,10294,3012,1461,5586,1444,9778,1868,10601,8240,2257,5187,10381,5383,4663,510,9138,10370,10028,1897,3217,3223,10235,10372,10650,,8425,8994,9130,,3572,8871,1277,9310,9960,2159,9074,2744,5097,2791,3261,2188,5546,8430,4656,10598,497,10654,10177,1133,10254,1127,1181,10871,10660,4668,3791,10749,10600,5316,10693,6954,5094,10488,8896,10247,1117,10608,10456,12046,265,4676,1398,1765,13923,10538,4981,4765,2285,10401,718,13540,7283,2950,3356,1645,12070,2964,10510,10563,2582,9886,10807,8320,2677,10605,952,10266,11159,3287,3150,8870,1798,7434,,8454,8842,10789,8355,2886,10330,4440,11082,6725,10702,2424,10030,3400,4659,4747,5350,9055,10177,4168,9860,2265,856,4873,510,10487,7576,658,1350,3974,0,7215,9045,10254,5278,10230,3810,3851,10697,1975,3948,4551,489,9057,951,5180,,1931,10612,8984,7419,2951,9320,4952,4698,1533,10486,12896,2032,1174,9666,7743,6733,10140,7898,9152,10111,257,10424,8032,4304,9447,1178,10599,7536,10959,8874,4329,9045,5306,5387,8348,4783,10528,11501,10400,2383,6985,7694,10724,1242,5082,9348,10487,10371,7318,1665,10288,5298,5179,1277,3084,2167,2974,4471,5253,1264,322,2294,5403,2068,5361,10265,2575,9141,10222,1044,3284,2144,4665,1694,3598,9726,10381,13576,2270,5532,9017,1958,10292
Arun,1130,5240,3181,3173,6633,3039,6638,2582,1941,9653,375,10410,3764,3868,8179,6351,2901,10029,3205,1405,2655,3097,10030,8384,3450,8366,2580,6246,3403,1228,5190,4939,3184,3247,11747,6732,1940,3172,2830,5657,7556,10350,3037,3174,3452,,1227,1796,1932,10185,6961,2242,6335,2214,2762,9081,1876,9667,2439,8836,10388,9111,1711,1232,11739,3400,6738,3456,2979,6530,3056,6495,8104,3673,3462,11752,10899,5638,3402,4761,3495,1128,8843,3290,11161,11052,6510,3411,3403,8302,7085,8605,8321,5646,6725,3341,2860,11849,5300,3203,7640,7344,4947,9989,10401,5836,8289,10003,3312,10215,9504,2688,3609,1123,9599,3407,6636,3068,3962,8480,7580,2241,6176,5097,10240,1256,2239,3591,10620,9926,3133,11523,9303,4395,3504,6205,2833,10522,11742,11830,2191,1857,2979,11294,2662,5173,6380,5205,6731,3289,378,6708,8273,8414,7208,0,1847,3056,2128,3032,10733,3439,3499,6353,11075,11634,7683,1859,7874,3044,,6309,3414,1786,1098,9989,2122,8702,11781,5980,3288,7617,5814,6057,2468,545,1116,2942,1246,1954,2913,6962,3226,1261,8589,2490,8101,3401,9801,3762,2245,11412,1847,3170,2111,1150,11867,3330,4448,3202,9306,1105,496,3526,5973,2432,2252,3289,3173,1158,8587,3090,3162,2312,8200,7566,5035,9897,11554,3117,8187,7245,4932,1896,5195,8854,3067,4879,2057,3024,7966,7499,5087,11749,8617,10662,2528,3184,7158,4933,3396,1921,6336,3094
Batangas,865,7061,1614,4994,8454,1482,8459,1509,706,11474,1474,12231,2207,2310,10000,8172,1342,9817,1631,3226,4476,1548,11851,10205,5271,10187,1004,8067,1828,1717,7011,6753,1627,5068,13568,8553,705,1624,1282,7478,9364,12171,1480,1600,1895,,714,655,703,12006,8769,2184,8156,1237,1214,10902,982,11488,4260,10644,12209,10932,3532,719,13560,1826,8559,1899,1422,8351,1508,8316,9925,2116,1905,13573,12720,4682,1827,6579,1938,2941,10664,1742,10088,9470,8331,1836,2731,6722,8906,10414,10142,7467,5150,1793,4681,13670,7121,1629,9461,5769,6768,11810,12222,7657,6710,11824,1764,8634,11325,1140,2034,923,11420,1832,8457,1520,2405,10288,9389,2183,7997,6918,12061,1483,2200,2017,10196,11747,1565,13344,7722,6216,1947,8026,1284,12343,13563,13651,4012,778,1422,13115,1114,6994,8201,7013,8552,1713,1477,8529,10094,10222,9029,1838,0,1508,3949,1484,12554,5260,1924,8174,12896,13455,9504,780,9695,4865,,8130,1839,852,2876,11810,611,10523,13602,7801,1712,6042,7635,7878,920,1351,2937,1382,1898,687,1357,8783,1652,1808,10397,1963,9922,1827,9629,2187,2187,13233,0,4991,3932,950,13688,1754,3536,1628,11127,2918,1364,1969,7794,4253,1473,1713,1606,2937,10408,1523,4983,4133,10021,9374,6856,11718,13375,4938,10008,9066,6753,3717,7016,10321,1500,6700,1591,1467,9787,9307,6908,13570,10438,12483,980,1627,5583,6754,5217,981,8157,1546
Dangjin,2234,8274,630,6207,9667,455,9672,2702,1374,12688,2688,13444,1180,1266,11214,9385,542,10181,706,4440,5689,,13065,11418,6484,11400,700,9280,1006,3046,8224,7974,570,6281,14781,9766,1373,250,537,8691,10590,13385,453,718,863,,2083,2086,1385,13219,9995,3614,9370,2461,469,12115,1790,12701,5473,11870,13423,12145,4745,2088,14773,1004,9772,867,354,9564,305,9529,11138,1071,873,14786,13933,5351,1005,7796,901,4154,11411,379,9316,8542,9544,1014,3706,5765,10120,11433,11355,8680,4142,430,5894,14883,8334,706,10674,4761,7981,13023,13435,8870,5753,13037,401,7699,12539,,1224,2124,12633,1010,9670,360,1349,11514,10615,3613,9210,8132,13275,2685,3631,1207,9963,12961,577,14558,6787,7429,910,9239,,13556,14776,14864,5225,1585,354,14328,546,8208,9414,8239,9765,890,2690,9742,11307,11448,10242,3051,1514,0,5162,,13767,6473,1114,9387,14110,14669,10717,1587,10908,6078,,9343,1017,1659,4089,13024,1076,11269,14816,9015,889,5054,8848,9091,827,2564,4150,488,3169,,451,9996,681,3080,11623,3187,11135,1005,10123,1163,3617,14447,1514,6204,5145,2152,14901,935,4248,705,12340,4131,2577,912,9007,5466,2697,891,622,4150,11621,533,6196,5346,11234,10600,8070,12931,14588,6151,11221,10279,7966,4930,8229,10953,533,7913,2815,410,11000,10533,8121,14783,11651,13696,863,570,4576,7967,6430,2411,9370,
Pipavav,3244,3302,5295,1214,4695,5154,4700,4594,4055,7715,2490,8472,5878,5982,6241,4413,5015,10172,5320,747,712,5211,8092,6446,1490,6428,4694,4307,5517,3156,3251,5005,5298,1287,9808,4794,4054,5286,4944,3719,7619,8412,5151,5288,5566,,3341,3910,4046,8247,7024,3788,4397,4227,4877,7143,3990,7729,428,8050,8450,7172,,3346,9801,5514,4800,5570,5093,4592,5170,4556,6166,5787,5576,9814,8961,7055,5516,4827,5609,1871,8908,5404,11304,12656,4571,5525,5372,10416,5147,8668,6382,3708,8839,5455,904,9911,3362,5317,5702,9458,5012,8051,8463,3897,10403,8064,5427,12329,7566,4803,5723,3237,7661,5521,4698,5182,6076,8543,7643,,4238,5163,8302,3370,3759,5706,10763,7988,5247,9585,11417,4460,5618,4267,4947,8583,9804,9892,,3971,5093,9356,4776,3235,4442,5267,4793,5403,2492,4769,6334,8476,5270,2131,3961,5171,0,5147,8794,1501,5613,4415,9137,9696,5745,3973,5936,1084,,4371,5528,3901,2335,8051,4236,8767,9843,4042,5402,9731,3876,4118,4582,2659,1649,5056,2814,4068,5027,5024,5340,2948,8651,4363,6162,5516,9944,5876,3791,9474,3961,1211,,3264,9929,5444,6417,5317,7368,1901,2610,5640,4034,421,4264,5403,5287,2234,6649,5205,1202,296,6262,7628,3097,7959,9616,1157,6249,5307,2993,,3257,8919,5181,2941,4057,5138,6028,7562,3149,9810,6678,8723,4642,5298,9272,2995,1436,3933,4398,5208
Boryeong,2208,8249,601,6181,9642,427,9646,2673,1348,12662,2662,13418,1151,1237,11188,9359,514,10152,677,4414,5664,143,13039,11392,6458,11374,671,9254,978,3020,8198,7948,541,6255,14755,9740,1347,305,,8665,10564,13359,425,689,834,,2057,2060,1359,13193,9969,3588,9344,2432,448,12089,1764,12675,5447,11844,13397,12119,4719,2062,14747,975,9747,838,326,9538,320,9503,11112,1042,844,14760,13908,5322,977,7770,872,4128,11382,,9287,8514,9518,985,3677,5736,10094,11405,11329,8654,4114,477,5868,14857,8308,677,10648,4732,7955,12997,13410,8844,5724,13011,449,7671,12513,,1196,2099,12607,982,9645,,1320,11488,10589,3587,9185,8106,13249,2659,3605,1178,9934,12935,548,14532,6759,7403,882,9214,,13530,14750,14839,5199,1560,326,14303,520,8182,9388,8213,9739,862,2664,9716,11281,11422,10216,3026,1488,,5136,0,13741,6448,1085,9361,14084,14643,10691,1561,10882,6052,,9317,989,1633,4063,12998,1050,11241,14790,8989,861,5025,8822,9065,801,2538,4124,459,3143,,422,9970,653,3054,11597,3159,11109,976,10094,1134,3591,14421,1488,6178,5119,2126,14875,906,4220,676,12314,4105,2551,883,8981,5440,2668,862,593,4124,11595,504,6170,5320,11208,10574,8044,12905,14563,6125,11195,10253,7940,4905,8203,10924,505,7887,2786,381,10974,10507,8095,14757,11625,13670,837,541,4547,7941,6404,2385,9344,140
