from,Bintulu,Limassol,Mizushima,Tombak LNG Terminal,Fos - Cavaou LNG Terminal,Kitakyushu,Barcelona,Tangguh,Chiwan,Halifax,Malacca,Point Fortin,Otaru,Kushiro,Le Havre,Koper,Kagoshima,Quintero,Osaka,Kochi,Qalhat,Incheon,Quebec,Rotterdam,Khor al Zubair,Isle of Grain,Okinawa,Falconara,Ohgishima,Semarang,Hadera,Mossel Bay,Donghae,Bahrain,Cameron,Arzew,Shenzhen,Dalian,Zhangjiagang,Aliaga,Punta Europa,Guayama,Tobata,Wakayama,Nanao,Suez Canal,Seria,Lahad Datu,Zhuhai,Pointe-a-Pitre,Soyo,Pluto,Gioia Tauro,Luwuk,Shanghai,Rostock,Qinzhou,Vyborg,Port Qasim,Pecem,Guayanilla,Swinoujscie,Karwar - South Port,Lumut,Sabine Pass,Negishi,Cartagena,Joetsu,Kwangyang,Panigaglia,Qingdao,Rosignano LNG,Dragon,Hakodate,Shinminato,Lake Charles,Port Esquivel,New Plymouth,Yokohama,Coega,Niigata-Nishi,Kakinada,Escobar,Qinhuangdao,Pampa Melchorita,Balboa,Livorno,Sodegaura,Port Moresby,Costa Azul,Huelva,Rio Grande,Zeebrugge,Revithoussa,Kenai,Tianjin,Fujairah,Corpus Christi,Tripoli,Senboku,El Ferrol,Kitimat,Dar-es-Salaam,Northeast Gateway Deepwater Port,Cove Point,Marsa el Brega,Rosarito,Everett,Heibei,Acajutla,Paldiski,Yangshan,Sendai,Cai Mep,Hammerfest,Higashi-Ogishima,Fos Sur Mer,Lianyungang,Sakhalin,Salvador,Bonny,Karratha Gas Plant,Ortona,Mombasa,Fort de France,Map Ta Phut,Barrow Island,Soma,Mejillones,Canaport,Hatsukaichi,Pascagoula,Manzanillo,Mozambique Port,Niigata Higashi,Yuzhny,Jiangsu,AES Andres,Golden Pass,Brownsville,Dahej,Hainan,Gwangyang,Colon,Ningbo,Ashdod,Skikda,Cape Town,Bethioua,Yokkaichi,Sungai Udang,Sagunto,Dunkirk,Guanabara,Jorf Lasfar,Arun,Batangas,Dangjin,Pipavav,Boryeong,Drovyanoy,Bal Haf LNG,Hitachi,Trieste,Puerto Bahia,Gulf Gateway Deepwater Port,Tenerife,Haikou,Bilbao,Jebel Ali,Panama Canal,Krk Island,Tokyo Bay,Yangpu,Chittagong,Neptune,Yung An,Montevideo,Freeport,Taranto,Chita,Coos Bay,Marmara Ereglisi,Porto Empedocle,Taichung,Johore,Ennore,Fukuoko,Panjang,Guangdong,Nagasaki,Gibraltar,Himeji,Jakarta,Sao Francisco do Sul,Darwin,South Hook LNG,Futtsu,Talcahuano,Hachinohe,Dampier,Port Dolphin,Tabangao,Ras Laffan,Hazira,Ho Chi Min City,Altamira,Shimizu,Gladstone,Sakai,Klaipeda,Gangavaram,Jurong Marine Base - Singapore,Vladivostok,Malta,Karachi,Ambon,Kawagoe,Sakaide,Haldia,Teeside,Yanai,Pars LNG Terminal,Mundra,Holyhead,Brass,Port Said,Shtokman,Plaquemines,Abu Dhabi,Limerick,Sines,Ain Sokhna,Dabhol,Idku,Bahia Blanca,Oita,Aqaba,Dili,Tong Yong,Montoir,Kribi,Damietta,Port Arthur,Wilhelmshaven,Elba,Fujian,Samcheog,Prince Rupert,Suez,Mina Al Ahmadi,Bontang,Rovigo,Pyeongtaek
Canaport,12508,4884,10447,12947,3671,10510,3494,11797,11743,317,12211,2147,9893,9651,2870,4695,10614,4968,10382,11237,12429,10923,1141,3074,13223,3056,10858,4590,10098,12148,4979,7001,10423,13020,2323,3233,11742,11058,11054,4619,5058,1716,10508,10351,10157,,12356,12073,11754,,5413,11875,4000,11944,10987,3393,12157,3978,12215,3323,1732,3422,11511,12361,2315,10095,3219,10123,10605,3855,11007,3850,2649,9841,10167,2328,1844,9076,10097,7130,10069,11808,5905,11176,3801,2359,3839,10106,10562,5201,2910,5488,3011,4488,7463,11226,12633,2425,5008,10380,2642,6708,9097,273,822,4367,5225,294,11198,3222,3816,10981,9906,12472,3450,10102,3674,11025,9671,4092,4990,11874,4520,9247,,13032,11844,9915,4472,0,10538,2100,4116,8538,10067,5146,10944,1753,2318,2406,11978,11952,10605,2320,11033,4987,3579,6710,3232,10228,12213,3380,2963,4785,2890,11852,11823,10883,11916,10857,4580,13213,9971,4697,2203,2210,2755,11954,2854,12817,,4653,10109,12026,12272,274,11446,5764,2357,4255,10227,6064,4754,3896,11267,12380,11587,10732,11821,11708,10624,2979,10403,11940,5115,11800,2646,10096,5161,9819,11878,1988,11823,12943,11899,12499,2443,10143,10217,10379,3617,11839,12331,10190,3965,12207,11856,10228,10439,12171,3001,10535,12935,12089,2708,4924,4890,3744,2130,12890,2503,2757,14705,11684,4791,6172,10512,14652,11898,10556,2823,5125,4866,2325,3206,1122,11317,10423,6744,14707,13169,12206,4680,10920
Hatsukaichi,2290,14482,107,6281,13269,128,13092,2529,1449,10558,2762,9413,908,1006,12851,14293,302,9711,183,4514,5764,609,11326,13056,6558,13038,589,14188,523,3125,14577,8048,365,6355,9791,12831,1447,744,730,14217,10665,9192,126,195,587,,2138,2127,1459,9411,10069,3589,13598,2331,663,13492,1864,14078,5547,11023,9163,13521,4819,2143,9783,521,12818,591,308,13454,693,13448,12665,811,597,9796,8779,5020,522,7870,630,4228,11058,862,8968,8196,13437,531,3416,5435,12512,11081,12993,14086,3857,913,5968,9876,14606,182,12465,4476,8055,10391,10105,13966,5423,10404,884,7357,13915,657,741,2199,13552,527,13273,711,1106,11588,10689,3588,14119,8206,9394,2759,3627,724,9577,10554,0,9657,6445,7503,639,14744,621,9044,9786,9848,5299,1660,308,8235,705,14586,13177,8313,12830,407,2764,12979,12945,11522,12401,3126,1569,569,5236,543,14683,6548,631,14295,8508,9679,12058,1661,12696,6152,,14251,534,1733,4163,10391,1150,10917,9818,13853,406,4749,14353,13494,955,2638,4224,340,3243,1412,288,12577,158,3159,11498,3058,12662,522,9663,894,3592,9587,1569,6278,5219,2226,9879,452,3956,182,13717,4205,2651,690,13563,5540,2567,407,99,4224,13100,59,6270,5420,12725,10674,14488,13847,9641,6225,12539,12405,8040,5005,14389,10600,95,7987,2685,274,12748,10607,14464,9793,13289,9801,1005,365,4291,8041,6504,2408,14279,606
Pascagoula,11610,6479,9549,13606,5266,9612,5088,10899,10845,2134,12132,2109,8995,8753,4639,6290,9716,4070,9484,11896,13088,10025,2949,4843,13882,4825,9960,6185,9200,11978,6574,7660,9524,13679,475,4827,10844,10160,10156,6214,6070,1702,9610,9453,9258,,11458,11175,10855,1976,6426,11719,5594,11046,10089,5247,11259,5832,12874,3711,1668,5276,12170,11463,467,9197,4814,9225,9707,5450,10108,5444,4431,8943,9269,480,1121,8178,9199,7789,9171,12467,6347,10278,2902,1461,5434,9207,9664,4303,4505,5930,4780,6082,6565,10328,13292,593,6603,9482,4350,5809,9756,1935,1578,5962,4327,1949,10300,2324,5670,10083,9008,11574,5225,9204,5269,10127,8773,4534,6003,11718,6115,9907,2014,12134,11694,9017,3574,2098,9640,0,3218,9198,9168,6741,10045,1514,470,613,12637,11054,9707,1422,10135,6582,5173,7373,4827,9330,12135,4975,4732,5227,4440,12496,10925,9985,12575,9958,6355,13872,9073,6292,1444,363,4177,11056,4575,13477,,6248,9211,11128,12931,1936,10547,6206,515,5850,9328,5166,6349,5491,10369,12008,12246,9834,12283,10810,9725,4574,9505,12175,5557,10902,4428,9198,4263,8920,11722,402,10925,13603,12558,11601,739,9245,9319,9481,5472,12498,12021,9292,5559,12867,10957,9330,9541,12830,4855,9637,13594,12748,4490,5937,6485,5520,199,13550,4278,4377,15364,12343,6385,6614,9614,15312,11000,9658,4574,6138,6461,477,5061,1131,10419,9524,5846,15366,13828,11307,6275,10022
Manzanillo,8384,8054,6350,12452,6841,6406,6663,7776,7647,4130,8933,2985,5797,5555,6423,7865,6517,3638,6285,10685,11934,6819,4898,6627,12729,6610,6762,7760,6002,8804,8149,8544,6319,12526,3363,6403,7646,6955,6950,7789,7162,2764,6404,6253,6053,,8232,,7657,2983,7481,8827,7170,7915,6883,7063,8061,7649,11718,4595,2734,7093,10990,8237,3355,5999,6389,6020,6501,7025,6903,7020,6237,5737,6063,3368,2351,,6001,8673,5966,10399,6505,7073,2557,1767,7009,6009,6772,1105,6084,6527,6564,7657,3367,7123,12139,3448,8178,6282,6037,2611,10641,3962,3676,7537,1128,3976,7095,932,7487,6878,5810,8374,7124,6006,6844,6922,5575,5418,7095,8826,7690,10791,2966,8935,8870,5819,3222,4125,6440,3229,0,10082,5963,8316,6840,2616,3358,3419,11470,7856,6501,1806,6930,8157,6748,8257,6402,6132,8935,6550,6516,6111,5973,9296,7726,6779,11407,6753,8254,12718,5875,7867,2080,3250,5630,7858,6268,12323,,7823,6013,7930,10334,3963,7349,6363,3389,7425,6130,1968,7924,7066,7170,8809,10395,6635,9109,7612,6520,6149,6305,9002,6441,8010,6234,6000,3789,5722,8830,3158,7726,12449,11390,8402,3451,6047,6664,6282,7288,10376,8822,6094,7134,11711,7966,6132,6342,10395,6672,6438,12441,11591,6297,7029,8060,7418,3213,12396,6110,5976,14211,11175,7960,6047,6415,14158,8084,6453,6319,7229,8036,3365,6860,3372,7220,6319,2648,14212,12675,8126,7850,6817
Mozambique Port,5508,8872,7558,5489,7659,7417,7482,6073,6318,8331,4753,7213,8141,8245,7855,8683,7279,6943,7583,,4971,7474,8834,8059,5766,8042,6957,8578,7780,4764,8967,1623,7561,5563,9328,7221,6317,7550,7207,8607,4237,7570,7415,7551,7829,,5604,5795,6309,7300,3642,,7988,5706,7140,8757,6253,9342,4757,5517,7598,8786,,5610,9320,7778,7207,7833,7356,7843,7434,7838,7780,8050,7840,9333,8128,7138,7780,1445,7872,4351,5527,7668,8075,8314,7827,7788,6678,11156,6966,5287,7996,8476,11102,7718,5176,9413,8996,7581,7316,11721,,8557,8700,8355,11179,8571,7690,9176,9180,7066,7986,5500,9242,7785,7662,7445,8339,5161,4262,,8508,715,7236,5633,4669,7969,7534,8531,7510,9194,10071,0,7882,9134,7210,7747,9323,9385,4521,6235,7356,8274,7040,8975,7567,1886,7220,7666,4756,7368,7948,5095,6721,4395,6225,7434,4458,7410,10376,5755,7876,8685,8045,9215,6309,6236,7549,5360,,8641,7792,6164,4815,8558,6500,5385,9354,8243,7665,11994,8742,7884,6846,4923,4129,7319,4437,6331,7291,6967,7604,4556,5270,5648,7776,7779,6715,8139,,9113,6225,5486,4441,5527,9416,7708,7018,7580,8982,4381,4873,7903,7952,4750,5733,7667,7551,4714,8263,7468,5478,4631,7876,4247,8878,9540,9178,5433,7831,6956,7247,4226,8779,5537,7445,7195,5422,7401,7642,4180,8854,9330,8292,8691,6905,7561,11536,7249,5712,5491,8668,7471
Niigata Higashi,2671,14004,691,6653,12791,517,12614,3038,1820,10080,3133,8935,384,441,12373,13815,811,9425,768,4885,6135,942,10848,12578,6930,12560,1055,13710,769,3492,14099,8419,,6727,9313,12353,1819,1077,1073,13739,11036,8714,515,779,125,,2520,2522,1830,8933,10441,4051,13120,2835,1006,13014,2235,13599,5919,10545,8684,13043,5191,2525,9305,766,12340,75,624,12975,1026,12970,12187,246,130,9318,8301,5461,768,8241,14,4599,11285,1195,8491,7717,12959,777,3896,4940,12034,11307,12514,13608,3317,1245,6339,9398,14128,767,11987,3936,8427,9913,9627,13488,4928,9926,1217,6875,13437,999,516,2570,13074,773,12794,1044,603,11369,11060,4050,13640,8577,8916,3130,4067,525,9138,10076,639,9179,5963,7875,0,14266,963,8566,9308,9369,5670,2031,624,7757,1047,14108,12699,8685,12352,902,3136,12500,12466,11894,11923,3497,1951,902,5608,876,14204,6919,603,13817,8030,9200,11580,2033,12218,6524,,13773,780,2105,4535,9913,1522,11144,9339,13375,901,4229,13874,13016,1305,3010,4595,687,3615,1784,634,12099,743,3525,11725,3561,12184,767,9465,338,4054,9108,1951,6650,5591,2597,9401,818,4412,766,13239,4577,3023,474,13085,5912,3071,902,684,4596,12622,594,6641,5792,12247,11046,14010,13369,9163,6597,12061,11927,8411,5376,13911,10827,595,8359,3189,577,12270,10979,13986,9315,12810,9322,1349,,3751,8413,6875,2848,13800,939
Yuzhny,13549,1109,14642,13550,1853,14705,1858,13986,14379,4874,12814,5630,14088,13846,3400,1541,14809,9162,14577,11840,13032,15118,5251,3604,13827,3586,15019,1436,14293,12752,1224,7605,14617,13624,6967,1952,14378,15253,15249,635,5634,5571,14702,14545,14351,,13645,13708,14371,5405,5990,12478,1556,13619,15181,4301,14314,4887,12818,5209,5609,4331,12115,13651,6959,14290,1958,14318,14800,1750,15201,1715,3324,14036,14362,6972,6119,13166,14292,7733,14264,12412,7511,15371,7995,6554,1730,14300,14482,9396,2306,7094,3541,738,11658,15421,13237,7069,1233,14574,2860,10902,9701,5209,5621,1200,9419,5223,15393,7416,4725,15127,14101,13561,4819,14297,1856,15220,13866,5705,5567,12477,1366,9851,5461,13694,12448,14110,8667,5147,14733,6744,8311,9142,14261,0,15138,5742,6962,7050,12582,14296,14800,6514,15101,1240,1600,7290,1951,14423,12817,1928,3493,6391,2428,12456,14263,15078,12519,15051,5953,13816,14166,1543,6296,6855,2903,14297,3094,13421,,1499,14304,14225,12876,5210,14561,7369,7002,1171,14421,10259,416,1277,14907,12984,12190,14927,12425,14392,14818,2182,14598,12544,6721,13446,3321,14291,9356,14013,12481,6633,14263,13547,12502,13589,7087,14338,14412,14574,4526,12442,12935,14385,1198,12811,13606,14423,14634,12775,3807,14730,13539,12692,3420,5501,1169,5117,6774,13494,3407,2465,15309,12288,1113,7778,14707,15256,13295,14751,3186,5701,1149,6969,3837,5882,14967,14617,10939,15310,13773,13404,1526,15115
Jiangsu,2008,14881,673,5981,13668,499,13491,2524,1148,10957,2462,9812,1223,1318,13250,14692,538,10166,749,4214,5464,429,11725,13455,6258,13437,575,14587,1037,2820,14976,7748,622,6055,10190,13230,1147,480,287,14616,10364,9591,497,761,911,,1857,1860,1159,9810,9769,3388,13997,2264,220,13891,1564,14477,5247,11422,9562,13920,4519,1862,10182,1034,13217,915,409,13853,364,13847,13064,1123,921,10195,9178,5248,1036,7570,953,3928,11308,599,9368,8595,13836,1044,3591,5817,12911,11331,13392,14485,4195,649,5668,10275,15005,749,12864,4814,7755,10790,10504,14365,5805,10803,621,7752,14314,216,1255,1898,13951,1041,13671,376,1401,11288,10389,3387,14518,7906,9793,2459,3405,1237,10016,10953,620,10056,6840,7203,963,15143,0,9443,10185,10247,4999,1359,409,8634,317,14985,13576,8013,13229,921,2464,13378,13343,11222,12800,2826,1288,,4936,,15081,6247,1144,14694,8907,10078,12436,1361,13095,5852,,14650,1048,1433,3863,10790,850,11167,10217,14252,920,5106,14752,13893,597,2338,3924,470,2943,1112,432,12976,724,2854,11397,2991,13061,1035,10093,1215,3391,9986,1288,5978,4919,1926,10278,965,4134,748,14116,3905,2351,964,13962,5240,2500,921,665,3924,13499,576,5970,5120,13124,10374,14887,14246,10040,5925,12938,12804,7740,4705,14788,10850,577,7687,2618,462,13147,10307,14863,10192,13688,10200,633,622,4628,7741,6204,2185,14678,
AES Andres,10999,5476,8938,12159,4264,9001,4086,10288,10234,1700,11423,692,8384,8142,3846,5287,9105,3459,8873,10449,11641,9414,2473,4050,12436,4032,9349,5182,8589,11367,5571,6213,8914,12233,1648,3825,10233,9549,9545,5212,4735,214,8999,8842,8647,,10847,10564,10245,509,5078,11087,4592,10435,9478,4531,10648,5117,11427,2265,180,4560,10723,10852,1640,8586,3812,8614,9096,4448,9498,4442,3659,8332,8658,1653,467,7567,8588,6342,8560,11021,4901,9667,2292,850,4432,8597,9053,3692,3507,4483,3987,5080,5954,9717,11846,1733,5600,8871,3460,5198,8309,1589,1400,4960,3716,1602,9689,1713,4954,9472,8397,10963,4597,8593,4267,9516,8162,3087,4668,11086,5113,8460,,11523,11057,8406,2963,1752,9029,1514,2607,7751,8557,5738,9435,0,1643,1704,11191,10443,9096,811,9524,5580,4171,5926,3825,8719,11426,3973,3939,3780,3400,11065,10314,9374,11128,9347,5727,12425,8462,5289,620,1535,3074,10445,3691,12030,,5245,8600,10517,11485,1589,9936,4759,1674,4847,8717,4555,5347,4488,9758,11397,10799,9223,11034,10199,9115,3572,8894,11153,4110,10291,3656,8587,3652,8310,11090,1443,10314,12156,11111,10990,1736,8634,8708,8870,4756,11051,11410,8681,4557,11420,10346,8719,8930,11384,4139,9026,12148,11301,3720,4602,5482,4892,1498,12103,3541,3399,13917,10896,5383,5167,9003,13865,10389,9047,3742,4802,5458,1650,4283,1199,9808,8914,5235,13919,12381,10696,5273,9411
Golden Pass,11739,6697,9678,13735,5485,9741,5307,11028,10974,2352,12261,2238,9124,8882,4858,6508,9845,4199,9613,12025,13217,10154,3167,5062,14012,5044,10089,6403,9329,12107,6792,7790,9654,13809,65,5046,10973,10289,10285,6433,6289,1831,9739,9582,9388,,11587,11304,10985,2115,6644,11848,5813,11175,10218,5465,11388,6051,13003,3840,1798,5495,12300,11593,3,9326,5033,9354,9836,5669,10238,5663,4649,9072,9398,70,1250,8307,9328,7918,9300,12597,6477,10407,3032,1590,5653,9337,9794,4432,4724,6059,4999,6301,6694,10458,13422,246,6821,9611,4569,5939,9886,2154,1797,6181,4456,2168,10429,2453,5889,10212,9138,11703,5444,9333,5488,10256,8902,4664,6222,11847,6334,10036,2143,12264,11823,9147,3703,2317,9769,470,3347,9327,9298,6959,10175,1643,0,350,12767,11184,9836,1551,10264,6801,5392,7502,5046,9459,12264,5194,4951,5356,4659,12625,11055,10114,12704,10088,6574,14001,9202,6510,1574,138,4396,11185,4794,13606,,6466,9340,11257,13061,2155,10677,6335,119,6068,9458,5295,6568,5709,10498,12138,12375,9963,12412,10939,9855,4793,9634,12305,5686,11032,4646,9328,4392,9050,11851,693,11055,13732,12687,11730,515,9374,9448,9610,5690,12627,12151,9421,5778,12996,11087,9459,9670,12960,5074,9767,13724,12877,4709,6156,6703,5738,386,13679,4497,4596,15494,12473,6604,6743,9743,15441,11129,9787,4793,6356,6680,6,5279,1350,10549,9654,5975,15495,13958,11437,6494,10151
Brownsville,11800,6785,9739,13796,5573,9802,5395,11090,11036,2440,12322,2300,9186,8943,4946,6597,9906,4260,9675,12087,13279,10215,3256,5150,14073,5132,10150,6492,9390,12168,6880,7851,9715,13870,379,5134,11035,10350,10346,6521,6377,1893,9800,9643,9449,,11649,11365,11046,2176,6732,11909,5901,11236,10279,5554,11449,6139,13065,3902,1859,5583,12361,11654,346,9388,5121,9416,9897,5757,10299,5751,4738,9133,9459,385,1311,8368,9389,7980,9362,12658,6538,10469,3093,1651,5741,9398,9855,4493,4812,6120,5087,6389,6756,10519,13483,218,6909,9672,4657,6000,9947,2242,1885,6269,4517,2256,10491,2514,5977,10274,9199,11764,5532,9395,5576,10318,8964,4725,6310,11909,6422,10097,2204,12325,11884,9208,3765,2405,9830,613,3408,9388,9359,7048,10236,1704,349,0,12828,11245,9897,1612,10326,6889,5480,7563,5134,9520,12325,5282,5039,5418,4747,12686,11116,10175,12765,10149,6662,14063,9263,6599,1635,320,4484,11247,4882,13667,,6555,9402,11319,13122,2243,10738,6396,276,6157,9519,5357,6656,5797,10559,12199,12436,10025,12473,11000,9916,4881,9695,12366,5748,11093,4734,9389,4453,9111,11913,823,11116,13793,12749,11792,291,9436,9509,9672,5778,12689,12212,9482,5866,13057,11148,9520,9732,13021,5162,9828,13785,12939,4797,6244,6791,5826,529,13740,4585,4684,15555,12534,6692,6805,9805,15502,11190,9849,4881,6444,6768,356,5367,1438,10610,9715,6037,15556,14019,11498,6582,10213
Dahej,3308,12317,5359,1287,11104,5217,10927,4658,4119,11776,2553,10658,5941,6045,11300,12128,5079,10236,5383,811,784,5274,12279,11505,1563,11487,4758,12023,5581,3219,12412,5068,5361,1360,12773,10666,4117,5350,5007,12052,7682,11016,5215,5352,5630,,3405,3974,4110,10745,7087,3851,11433,4290,4940,12202,4054,12788,501,8962,11043,12231,,3410,12765,5578,10653,5634,5157,11288,5234,11283,11225,5850,5640,12778,11573,7118,5580,4890,5673,1934,8972,5468,11368,11759,11272,5588,5436,10479,10411,8732,11441,11921,8902,5518,977,12858,12441,5381,10761,9521,5076,12002,12145,11801,10467,12016,5490,12393,12625,4866,5787,3300,12687,5585,11107,5246,6139,8606,7707,3850,11954,,10681,3434,3822,5769,10827,11976,5310,12639,11481,4524,5682,12579,5010,11192,12768,12830,0,4035,5157,11719,4840,12421,11012,5331,10665,5467,2556,10814,11393,8540,10166,2195,4025,5234,,5210,13821,1574,5676,12130,11490,12661,9754,4037,10995,1157,,12086,5592,3964,2398,12003,4300,8831,12800,11688,5465,9794,12187,11329,4646,2723,1713,5120,2878,4132,5091,10412,5404,3011,8715,4427,11222,5579,10008,5939,3854,12558,4025,1283,232,3328,12861,5508,6481,5380,12427,1965,2674,5703,11398,494,4328,5467,5351,2297,11708,5268,1275,369,11321,7692,12323,12985,12623,1230,11276,10401,3066,331,12224,8983,5245,3014,4121,5202,11087,7625,12299,12775,11737,12137,4706,5361,9336,3068,1509,3997,12113,5272
Hainan,1138,14007,1691,4989,12794,1550,12616,2190,274,11949,1470,10804,2274,2378,12990,13818,1411,10454,1725,3221,4471,1607,12717,13194,5266,13177,1109,13713,1933,1880,14102,6756,1694,5063,11182,12356,273,1682,1340,13742,9372,10583,1548,1694,1962,,1091,1323,265,10802,8777,2852,13123,1918,1273,13892,233,14477,4255,10652,10554,13921,3527,1097,11174,1931,12342,1966,1489,12978,1566,12973,12914,2183,1973,11187,10170,5319,1932,6577,2005,2936,10659,1801,10323,9587,12962,1941,3412,6831,12101,10422,13131,13610,5254,1851,4676,11267,14131,1723,12451,5873,6763,11782,11496,13490,6818,11796,1823,8751,14315,1199,2139,901,14377,1938,12797,1578,2472,10296,9397,2851,13643,6913,10785,1462,2869,2122,10767,11945,1643,11048,7839,6211,2014,14269,1343,10435,11177,11239,4007,0,1489,9626,1172,14110,12701,7021,12355,1818,1472,12503,13083,10230,11856,1833,763,1567,3944,1542,15511,5255,2029,13820,9899,11070,11444,30,12684,4860,,13776,1945,102,2871,11782,579,10518,11209,13378,1817,6147,13877,13019,978,1346,2932,1452,2002,294,1423,12102,1743,1913,10405,2644,12911,1932,10267,2275,2855,10978,763,4986,3927,929,11270,1859,4173,1722,14116,2913,1359,2036,13087,4248,2153,1818,1684,2931,13398,1601,4978,4128,13011,9382,14013,14675,11032,4933,12966,12091,6748,3712,13914,10670,1578,6695,2272,1534,12777,9315,13989,11184,13427,11192,1038,1694,5688,6749,5212,1649,13803,1604
Gwangyang,2147,14542,361,6127,13330,186,13152,2549,1295,10619,2608,9473,911,979,12912,14354,327,9912,437,4360,5610,386,11386,13116,6404,13098,549,14249,737,2966,14637,7894,283,6201,9851,12891,1293,521,519,14278,10510,9253,184,449,577,,1995,1997,1305,9472,9915,3526,13658,2329,452,13552,1710,14138,5393,11084,9223,13582,4665,2000,9844,735,12878,580,0,13514,469,13508,12726,785,587,9857,8839,5155,736,7716,615,4074,11215,639,9030,8256,13498,745,3521,5478,12573,11238,13053,14146,3856,689,5814,9937,14666,437,12526,4475,7901,10451,10165,14026,5467,10465,661,7413,13976,446,955,2045,13612,742,13333,488,1063,11434,10535,3525,14179,8052,9455,2605,3542,938,9677,10614,308,9717,6501,7349,624,14805,409,9105,9847,9908,5145,1506,0,8295,498,14646,13237,8159,12891,622,2610,13039,13005,11368,12462,2972,1426,346,5082,319,14743,6394,845,14356,8569,9739,12119,1507,12757,5998,,14312,749,1579,4009,10452,996,11074,9878,13914,620,4768,14413,13554,766,2484,4070,227,3089,1258,174,12638,412,3000,11543,3055,12723,736,9854,877,3529,9647,1426,6124,5065,2072,9940,666,4064,436,13777,4051,2497,626,13623,5386,2565,622,353,4070,13160,264,6116,5266,12786,10520,14548,13907,9702,6071,12599,12465,7886,4851,14449,10757,264,7833,2683,123,12808,10453,14525,9853,13349,9861,808,283,4290,7887,6350,2323,14339,383
Colon,10188,6247,8127,12683,5034,8190,4856,9477,9423,2323,10710,1178,7573,7331,4616,6058,8294,2648,8062,10973,12165,8603,3091,4820,12960,4803,8538,5953,7778,10556,6342,6737,8102,12757,1556,4596,9422,8738,8734,5982,5355,957,8187,8030,7836,,10036,9753,9433,1176,5674,10297,5363,9624,8667,5257,9837,5842,11951,2788,927,5286,11248,10041,1548,7775,4582,7803,8285,5218,8686,5213,4430,7521,7847,1561,544,6756,7777,6866,7749,11545,5425,8856,1480,39,5202,7785,8242,2881,4277,5007,4757,5850,5143,8906,12370,1641,6371,8060,4230,4387,8834,2156,1869,5730,2905,2169,8878,901,5680,8661,7586,10152,5317,7782,5037,8705,7351,3612,5288,10296,5883,8984,1159,10712,10272,7595,2152,2318,8218,1422,1796,8275,7746,6509,8623,809,1551,1612,11715,9632,8285,0,8713,6350,4941,6450,4595,7908,10713,4743,4709,4304,4166,11074,9503,8563,11652,8536,6447,12949,7651,6060,273,1443,3823,9634,4461,12554,,6016,7789,9706,12009,2156,9125,5283,1582,5618,7906,3744,6117,5259,8947,10586,11323,8412,10861,9388,8303,4342,8083,10753,4634,9480,4427,7776,2841,7498,10300,1351,9503,12680,11635,10179,1644,7823,7897,8059,5481,11575,10599,7870,5327,11944,9535,7908,8119,11908,4865,8215,12672,11825,4490,5222,6253,5612,1406,12627,4303,4169,14441,11420,6153,5249,8192,14389,9578,8236,4512,5422,6229,1558,5053,1565,8997,8102,4424,14443,12906,9885,6043,8600
Ningbo,1837,14828,756,5810,13615,582,13437,2383,977,11046,2290,9901,1306,1407,13339,14639,523,10166,832,4042,5292,583,11814,13544,6087,13526,475,14534,1051,2649,14923,7577,711,5884,10279,13177,976,655,251,14563,10193,9680,580,809,994,,1686,1688,988,9899,9598,3217,13944,2122,184,13980,1393,14565,5076,11473,9650,14009,4348,1691,10271,1049,13163,998,498,13799,539,13794,13153,1212,1005,10284,9267,5143,1050,7398,1037,3757,11203,773,9457,8684,13783,1059,3466,5906,12922,11225,13481,14431,4284,824,5497,10364,14952,832,12953,4902,7584,10879,10593,14311,5894,10892,796,7841,14403,82,1269,1727,14040,1055,13618,551,1490,11117,10217,3216,14464,7734,9882,2288,3233,1252,10094,11042,704,10145,6929,7032,1046,15090,316,9532,10274,10336,4828,1188,498,8723,0,14931,13522,7842,13176,935,2293,13324,13432,11051,12677,2654,1117,543,4765,519,15170,6076,1159,14641,8996,10166,12265,1190,13184,5681,,14597,1062,1262,3692,10879,679,11061,10305,14199,934,5195,14698,13840,419,2167,3753,520,2772,,,12923,808,2683,11226,2849,13150,1050,,1304,3220,10075,1117,5807,4748,1755,10367,980,4008,831,14205,3734,2180,1053,13908,5069,2358,935,748,3753,13588,659,5799,4949,13213,10203,14834,14335,10129,5754,13027,12893,7569,4533,14734,10745,660,7516,2476,551,13236,10136,14810,10281,13777,10289,455,711,4717,7570,6033,2014,14624,580
